total_steps,0,1,2,3
1000,0.95,0.45,0.43,0.36
2000,0.95,0.43,0.41,0.38
3000,0.93,0.37,0.36,0.4
4000,0.93,0.38,0.44,0.38
5000,0.94,0.51,0.43,0.4
6000,0.96,0.43,0.43,0.33
7000,0.95,0.3,0.38,0.37
8000,0.98,0.37,0.36,0.43
9000,0.96,0.32,0.36,0.32
10000,0.95,0.45,0.36,0.35
11000,0.9,0.3,0.41,0.38
12000,0.97,0.4,0.39,0.37
13000,0.92,0.41,0.25,0.35
14000,0.93,0.34,0.44,0.46
15000,0.96,0.39,0.36,0.37
16000,0.96,0.42,0.36,0.37
17000,0.93,0.35,0.42,0.4
18000,0.95,0.4,0.38,0.33
19000,0.97,0.4,0.43,0.4
20000,0.94,0.4,0.32,0.35
21000,0.95,0.38,0.42,0.4
22000,0.94,0.54,0.5,0.45
23000,0.98,0.39,0.34,0.36
24000,0.91,0.35,0.4,0.42
25000,0.91,0.46,0.38,0.5
26000,0.93,0.53,0.45,0.49
27000,0.93,0.37,0.32,0.28
28000,0.95,0.36,0.47,0.45
29000,0.96,0.42,0.41,0.42
30000,0.92,0.43,0.45,0.43
31000,0.97,0.37,0.3,0.39
32000,0.92,0.37,0.34,0.44
33000,0.97,0.27,0.39,0.37
34000,0.94,0.42,0.51,0.53
35000,0.95,0.4,0.41,0.34
36000,0.92,0.35,0.37,0.34
37000,0.95,0.34,0.35,0.44
38000,0.9,0.39,0.34,0.47
39000,0.95,0.34,0.34,0.42
40000,0.95,0.31,0.36,0.39
41000,0.93,0.43,0.34,0.38
42000,0.94,0.47,0.4,0.38
43000,0.96,0.43,0.38,0.32
44000,0.92,0.42,0.48,0.4
45000,0.96,0.4,0.3,0.43
46000,0.97,0.46,0.53,0.43
47000,0.98,0.42,0.44,0.4
48000,0.95,0.43,0.39,0.45
49000,0.92,0.34,0.35,0.48
50000,0.97,0.41,0.4,0.36
51000,0.96,0.36,0.31,0.42
52000,0.96,0.35,0.34,0.41
53000,0.93,0.35,0.34,0.35
54000,0.95,0.44,0.47,0.39
55000,0.93,0.41,0.3,0.46
56000,0.89,0.34,0.36,0.39
57000,0.96,0.44,0.39,0.43
58000,0.93,0.36,0.3,0.29
59000,0.97,0.39,0.36,0.38
60000,0.96,0.45,0.52,0.36
61000,0.96,0.51,0.38,0.45
62000,0.91,0.39,0.42,0.39
63000,0.97,0.38,0.45,0.35
64000,0.92,0.33,0.37,0.37
65000,0.98,0.47,0.39,0.3
66000,0.95,0.31,0.42,0.41
67000,0.95,0.35,0.4,0.39
68000,0.93,0.34,0.45,0.36
69000,0.91,0.35,0.34,0.39
70000,0.95,0.38,0.38,0.35
71000,0.99,0.41,0.32,0.34
72000,0.95,0.31,0.38,0.4
73000,0.97,0.32,0.42,0.33
74000,0.94,0.43,0.46,0.46
75000,0.93,0.49,0.41,0.39
76000,0.93,0.4,0.38,0.44
77000,0.95,0.43,0.43,0.38
78000,0.93,0.35,0.44,0.4
79000,0.94,0.5,0.49,0.45
80000,0.92,0.39,0.36,0.4
81000,0.94,0.42,0.35,0.41
82000,0.99,0.47,0.35,0.41
83000,0.93,0.41,0.4,0.3
84000,0.95,0.4,0.31,0.31
85000,0.99,0.34,0.35,0.4
86000,0.95,0.42,0.39,0.42
87000,0.97,0.28,0.44,0.35
88000,0.96,0.39,0.4,0.45
89000,0.9,0.34,0.38,0.37
90000,0.95,0.43,0.43,0.35
91000,0.93,0.35,0.4,0.35
92000,0.97,0.36,0.41,0.31
93000,0.94,0.36,0.36,0.38
94000,0.92,0.41,0.35,0.33
95000,0.94,0.26,0.38,0.31
96000,0.96,0.48,0.45,0.42
97000,1.0,0.39,0.54,0.42
98000,0.91,0.37,0.38,0.45
99000,0.95,0.41,0.38,0.43
100000,0.96,0.41,0.41,0.34
