total_steps,0,1,2,3
1000,0.98,0.42,0.47,0.39
2000,0.97,0.4,0.4,0.48
3000,0.93,0.38,0.34,0.32
4000,0.93,0.3,0.41,0.4
5000,0.96,0.36,0.41,0.38
6000,0.93,0.34,0.36,0.43
7000,0.93,0.34,0.34,0.4
8000,0.91,0.4,0.42,0.43
9000,0.95,0.37,0.39,0.42
10000,0.95,0.35,0.34,0.32
11000,0.94,0.49,0.37,0.35
12000,0.96,0.45,0.44,0.45
13000,0.94,0.32,0.33,0.33
14000,0.92,0.36,0.39,0.38
15000,0.96,0.36,0.43,0.32
16000,0.93,0.34,0.44,0.33
17000,0.9,0.38,0.42,0.29
18000,0.97,0.29,0.34,0.33
19000,0.91,0.37,0.33,0.3
20000,0.94,0.49,0.42,0.43
21000,0.96,0.36,0.42,0.41
22000,0.96,0.46,0.39,0.37
23000,0.93,0.42,0.35,0.37
24000,0.97,0.35,0.41,0.36
25000,0.92,0.29,0.4,0.34
26000,0.95,0.38,0.42,0.41
27000,0.96,0.29,0.35,0.26
28000,0.94,0.4,0.39,0.42
29000,0.95,0.36,0.42,0.31
30000,0.95,0.37,0.34,0.3
31000,0.96,0.43,0.39,0.38
32000,0.98,0.42,0.33,0.33
33000,0.96,0.39,0.35,0.36
34000,0.96,0.33,0.31,0.41
35000,0.96,0.34,0.47,0.46
36000,0.97,0.4,0.37,0.37
37000,0.92,0.33,0.29,0.38
38000,0.97,0.43,0.39,0.35
39000,0.96,0.37,0.38,0.35
40000,0.95,0.43,0.43,0.31
41000,0.98,0.49,0.47,0.42
42000,0.91,0.28,0.38,0.32
43000,0.98,0.45,0.45,0.38
44000,0.95,0.36,0.34,0.38
45000,0.91,0.22,0.46,0.41
46000,0.93,0.41,0.44,0.38
47000,0.9,0.46,0.41,0.32
48000,0.96,0.4,0.48,0.39
49000,0.94,0.44,0.41,0.45
50000,0.95,0.29,0.36,0.28
51000,0.94,0.33,0.39,0.4
52000,0.92,0.4,0.33,0.34
53000,0.96,0.31,0.38,0.29
54000,0.93,0.4,0.31,0.36
55000,0.93,0.44,0.4,0.33
56000,0.98,0.38,0.44,0.39
57000,0.94,0.47,0.43,0.4
58000,0.98,0.41,0.41,0.35
59000,0.96,0.37,0.39,0.44
60000,0.93,0.46,0.41,0.33
61000,0.97,0.4,0.48,0.37
62000,0.94,0.37,0.43,0.4
63000,0.95,0.44,0.38,0.37
64000,0.92,0.37,0.29,0.43
65000,0.97,0.38,0.34,0.36
66000,0.93,0.4,0.36,0.49
67000,0.97,0.44,0.32,0.44
68000,0.97,0.45,0.32,0.4
69000,0.96,0.46,0.54,0.38
70000,0.95,0.28,0.34,0.37
71000,0.93,0.38,0.41,0.36
72000,0.93,0.34,0.44,0.3
73000,0.98,0.44,0.46,0.42
74000,0.96,0.44,0.34,0.4
75000,0.98,0.39,0.36,0.34
76000,0.92,0.36,0.46,0.36
77000,0.91,0.34,0.34,0.44
78000,0.93,0.28,0.42,0.36
79000,0.92,0.31,0.32,0.32
80000,0.97,0.44,0.38,0.39
81000,0.98,0.39,0.36,0.26
82000,0.93,0.39,0.25,0.38
83000,0.96,0.33,0.45,0.4
84000,0.96,0.44,0.4,0.42
85000,0.97,0.38,0.46,0.48
86000,0.98,0.42,0.4,0.41
87000,0.93,0.43,0.31,0.32
88000,0.91,0.43,0.45,0.37
89000,0.96,0.45,0.38,0.49
90000,0.95,0.41,0.37,0.38
91000,0.93,0.3,0.41,0.27
92000,0.97,0.39,0.44,0.38
93000,0.94,0.35,0.36,0.44
94000,0.97,0.48,0.55,0.49
95000,0.91,0.38,0.4,0.42
96000,0.95,0.35,0.38,0.42
97000,0.94,0.4,0.38,0.49
98000,0.94,0.38,0.35,0.38
99000,0.95,0.42,0.29,0.33
100000,0.95,0.36,0.43,0.4
