total_steps,0,1,2,3
1000,0.98,0.46,0.5,0.51
2000,0.95,0.43,0.42,0.33
3000,0.93,0.39,0.34,0.41
4000,0.96,0.43,0.42,0.42
5000,0.96,0.4,0.42,0.33
6000,0.98,0.44,0.43,0.43
7000,0.98,0.45,0.37,0.37
8000,0.94,0.35,0.36,0.43
9000,0.93,0.35,0.3,0.37
10000,0.97,0.41,0.38,0.34
11000,0.97,0.43,0.4,0.38
12000,0.93,0.34,0.37,0.4
13000,0.97,0.42,0.43,0.32
14000,0.97,0.51,0.39,0.42
15000,0.95,0.35,0.34,0.34
16000,0.99,0.43,0.35,0.36
17000,0.94,0.42,0.44,0.48
18000,0.95,0.33,0.32,0.35
19000,0.96,0.41,0.41,0.46
20000,0.94,0.4,0.36,0.34
21000,0.96,0.41,0.37,0.41
22000,0.96,0.41,0.44,0.36
23000,0.91,0.45,0.34,0.3
24000,0.96,0.35,0.32,0.42
25000,0.95,0.34,0.45,0.44
26000,0.95,0.43,0.32,0.42
27000,0.98,0.39,0.29,0.39
28000,0.99,0.36,0.37,0.33
29000,0.96,0.34,0.36,0.38
30000,0.94,0.4,0.46,0.41
31000,0.95,0.42,0.34,0.34
32000,0.94,0.41,0.44,0.39
33000,0.97,0.44,0.33,0.41
34000,0.99,0.4,0.45,0.31
35000,0.9,0.41,0.44,0.31
36000,0.91,0.41,0.4,0.35
37000,0.93,0.4,0.37,0.34
38000,0.96,0.38,0.37,0.42
39000,0.94,0.53,0.34,0.33
40000,0.96,0.33,0.43,0.41
41000,0.97,0.29,0.4,0.38
42000,0.97,0.31,0.29,0.31
43000,0.92,0.32,0.38,0.31
44000,0.94,0.32,0.42,0.43
45000,1.0,0.36,0.44,0.37
46000,0.96,0.4,0.49,0.48
47000,0.93,0.38,0.42,0.37
48000,0.97,0.39,0.42,0.39
49000,0.95,0.41,0.44,0.38
50000,0.91,0.35,0.37,0.33
51000,0.96,0.4,0.34,0.39
52000,0.98,0.36,0.46,0.41
53000,0.95,0.32,0.45,0.33
54000,0.94,0.35,0.37,0.31
55000,0.94,0.27,0.43,0.35
56000,0.89,0.41,0.38,0.47
57000,0.94,0.41,0.35,0.42
58000,0.92,0.48,0.41,0.43
59000,0.93,0.31,0.47,0.36
60000,1.0,0.34,0.35,0.34
61000,0.97,0.39,0.39,0.38
62000,0.98,0.37,0.39,0.43
63000,0.91,0.36,0.29,0.38
64000,0.96,0.45,0.41,0.4
65000,0.99,0.3,0.38,0.39
66000,0.93,0.44,0.4,0.36
67000,0.92,0.36,0.36,0.38
68000,0.89,0.29,0.4,0.3
69000,0.95,0.35,0.38,0.45
70000,0.94,0.35,0.44,0.45
71000,0.98,0.35,0.38,0.41
72000,0.98,0.32,0.36,0.33
73000,0.98,0.46,0.51,0.35
74000,0.94,0.35,0.48,0.45
75000,0.96,0.39,0.35,0.4
76000,0.93,0.38,0.45,0.38
77000,0.95,0.43,0.42,0.45
78000,0.95,0.47,0.32,0.38
79000,0.92,0.32,0.48,0.32
80000,0.91,0.35,0.3,0.41
81000,0.95,0.44,0.4,0.44
82000,0.97,0.38,0.47,0.45
83000,0.95,0.37,0.42,0.49
84000,0.94,0.44,0.4,0.37
85000,0.95,0.51,0.32,0.41
86000,0.96,0.39,0.42,0.39
87000,0.94,0.36,0.38,0.47
88000,0.96,0.51,0.46,0.39
89000,0.98,0.4,0.48,0.33
90000,0.95,0.33,0.37,0.38
91000,0.95,0.42,0.32,0.34
92000,0.99,0.35,0.44,0.42
93000,0.94,0.42,0.45,0.45
94000,0.96,0.37,0.38,0.42
95000,0.95,0.43,0.38,0.44
96000,0.95,0.43,0.38,0.47
97000,0.95,0.23,0.28,0.41
98000,0.95,0.34,0.42,0.4
99000,0.96,0.48,0.38,0.36
100000,0.96,0.42,0.41,0.37
