total_steps,0,1,2,3
1000,0.96,0.33,0.42,0.4
2000,0.92,0.41,0.37,0.37
3000,0.92,0.42,0.4,0.4
4000,0.95,0.4,0.43,0.46
5000,0.9,0.35,0.43,0.36
6000,0.93,0.33,0.38,0.36
7000,0.97,0.37,0.42,0.39
8000,0.95,0.36,0.37,0.36
9000,0.93,0.37,0.41,0.41
10000,0.92,0.4,0.4,0.41
11000,0.97,0.4,0.47,0.38
12000,0.96,0.45,0.42,0.36
13000,0.95,0.36,0.49,0.3
14000,0.96,0.27,0.35,0.36
15000,0.94,0.42,0.35,0.38
16000,0.95,0.31,0.5,0.35
17000,0.92,0.37,0.33,0.36
18000,0.95,0.45,0.36,0.37
19000,0.97,0.4,0.45,0.42
20000,0.95,0.37,0.38,0.27
21000,0.96,0.47,0.38,0.43
22000,0.97,0.33,0.36,0.38
23000,0.97,0.43,0.41,0.35
24000,0.98,0.37,0.33,0.33
25000,0.94,0.32,0.31,0.39
26000,0.9,0.37,0.4,0.46
27000,0.97,0.32,0.42,0.44
28000,0.95,0.44,0.37,0.42
29000,0.96,0.39,0.44,0.47
30000,0.95,0.46,0.4,0.38
31000,0.94,0.36,0.37,0.29
32000,0.93,0.38,0.37,0.45
33000,0.98,0.39,0.41,0.35
34000,0.93,0.41,0.42,0.47
35000,0.96,0.38,0.43,0.42
36000,0.97,0.33,0.44,0.41
37000,0.92,0.39,0.35,0.4
38000,0.97,0.38,0.3,0.39
39000,0.96,0.32,0.41,0.47
40000,0.92,0.4,0.34,0.4
41000,0.96,0.34,0.41,0.45
42000,0.91,0.33,0.4,0.37
43000,0.97,0.35,0.27,0.31
44000,0.95,0.36,0.4,0.36
45000,0.95,0.46,0.38,0.42
46000,0.93,0.34,0.27,0.23
47000,0.94,0.32,0.39,0.39
48000,0.95,0.5,0.47,0.42
49000,0.95,0.41,0.41,0.38
50000,0.94,0.35,0.49,0.37
51000,0.93,0.45,0.36,0.43
52000,0.97,0.47,0.41,0.39
53000,0.97,0.39,0.34,0.39
54000,0.98,0.33,0.31,0.39
55000,0.95,0.29,0.28,0.43
56000,0.94,0.45,0.37,0.35
57000,0.91,0.45,0.46,0.47
58000,0.97,0.41,0.37,0.39
59000,0.96,0.47,0.34,0.37
60000,0.95,0.3,0.44,0.35
61000,0.92,0.47,0.4,0.42
62000,0.97,0.4,0.31,0.27
63000,0.94,0.38,0.42,0.37
64000,0.94,0.34,0.46,0.41
65000,0.96,0.44,0.41,0.37
66000,0.93,0.33,0.35,0.38
67000,0.99,0.37,0.42,0.42
68000,0.96,0.47,0.49,0.31
69000,0.96,0.39,0.51,0.35
70000,0.94,0.35,0.35,0.3
71000,0.96,0.36,0.38,0.39
72000,0.97,0.38,0.46,0.41
73000,0.94,0.32,0.43,0.42
74000,0.96,0.4,0.43,0.3
75000,0.95,0.34,0.4,0.34
76000,0.96,0.46,0.4,0.43
77000,0.95,0.31,0.24,0.39
78000,0.98,0.41,0.45,0.35
79000,0.94,0.37,0.39,0.36
80000,0.98,0.31,0.44,0.5
81000,0.96,0.36,0.46,0.38
82000,0.92,0.34,0.41,0.35
83000,0.93,0.44,0.39,0.33
84000,1.0,0.34,0.33,0.44
85000,0.97,0.43,0.37,0.35
86000,0.97,0.38,0.44,0.4
87000,0.91,0.4,0.41,0.31
88000,0.95,0.41,0.35,0.36
89000,0.9,0.39,0.37,0.3
90000,0.91,0.35,0.37,0.31
91000,0.92,0.45,0.36,0.41
92000,0.99,0.45,0.32,0.33
93000,0.95,0.4,0.45,0.34
94000,0.99,0.34,0.35,0.31
95000,0.95,0.37,0.41,0.38
96000,0.97,0.41,0.33,0.35
97000,0.99,0.35,0.31,0.39
98000,0.97,0.4,0.34,0.44
99000,0.94,0.32,0.41,0.44
100000,0.96,0.36,0.39,0.39
