total_steps,0,1,2,3
1000,0.91,0.42,0.47,0.46
2000,0.92,0.4,0.31,0.33
3000,0.93,0.46,0.31,0.4
4000,0.92,0.35,0.36,0.42
5000,0.96,0.45,0.37,0.41
6000,0.96,0.39,0.45,0.36
7000,0.98,0.42,0.46,0.49
8000,0.97,0.33,0.4,0.31
9000,0.97,0.33,0.29,0.31
10000,0.97,0.44,0.41,0.4
11000,0.89,0.32,0.46,0.36
12000,0.94,0.36,0.34,0.35
13000,0.96,0.36,0.34,0.39
14000,0.96,0.38,0.25,0.41
15000,0.96,0.33,0.46,0.45
16000,0.96,0.29,0.36,0.35
17000,0.96,0.33,0.45,0.49
18000,0.97,0.37,0.41,0.47
19000,0.98,0.39,0.37,0.46
20000,0.98,0.39,0.47,0.47
21000,0.92,0.36,0.4,0.38
22000,0.91,0.38,0.53,0.44
23000,0.93,0.38,0.38,0.33
24000,0.94,0.41,0.4,0.4
25000,0.96,0.34,0.38,0.38
26000,0.97,0.44,0.34,0.32
27000,0.98,0.43,0.36,0.43
28000,0.94,0.52,0.49,0.47
29000,0.92,0.41,0.42,0.43
30000,0.96,0.33,0.39,0.33
31000,0.95,0.3,0.4,0.31
32000,0.94,0.49,0.41,0.44
33000,0.94,0.35,0.36,0.41
34000,0.95,0.36,0.33,0.33
35000,0.95,0.51,0.41,0.5
36000,0.98,0.44,0.44,0.45
37000,0.94,0.4,0.41,0.31
38000,0.96,0.31,0.36,0.39
39000,0.94,0.38,0.4,0.26
40000,0.97,0.38,0.36,0.39
41000,0.96,0.4,0.47,0.42
42000,0.92,0.32,0.35,0.33
43000,0.95,0.37,0.42,0.42
44000,0.95,0.48,0.32,0.41
45000,0.93,0.47,0.32,0.39
46000,0.98,0.36,0.37,0.4
47000,1.0,0.33,0.35,0.33
48000,0.93,0.36,0.51,0.4
49000,0.96,0.42,0.37,0.41
50000,0.94,0.28,0.36,0.37
51000,0.94,0.39,0.39,0.43
52000,0.94,0.33,0.4,0.37
53000,0.98,0.38,0.34,0.34
54000,0.96,0.4,0.37,0.38
55000,0.96,0.32,0.34,0.33
56000,0.95,0.38,0.32,0.32
57000,0.96,0.39,0.44,0.4
58000,0.92,0.43,0.39,0.42
59000,0.95,0.31,0.43,0.34
60000,0.97,0.36,0.36,0.37
61000,0.98,0.36,0.34,0.41
62000,0.95,0.42,0.49,0.32
63000,0.96,0.37,0.33,0.33
64000,0.94,0.31,0.37,0.27
65000,0.95,0.37,0.36,0.38
66000,0.96,0.51,0.45,0.4
67000,0.92,0.41,0.38,0.39
68000,0.96,0.41,0.38,0.45
69000,0.94,0.4,0.38,0.38
70000,0.97,0.36,0.34,0.44
71000,0.98,0.43,0.4,0.38
72000,0.94,0.37,0.34,0.51
73000,0.93,0.33,0.34,0.45
74000,0.93,0.31,0.47,0.29
75000,0.95,0.33,0.36,0.44
76000,0.91,0.41,0.39,0.49
77000,0.96,0.42,0.4,0.39
78000,0.97,0.32,0.47,0.33
79000,0.95,0.35,0.39,0.36
80000,0.93,0.42,0.4,0.37
81000,0.93,0.36,0.31,0.33
82000,0.94,0.39,0.36,0.4
83000,0.94,0.42,0.42,0.27
84000,0.99,0.41,0.41,0.37
85000,0.98,0.4,0.44,0.42
86000,0.96,0.38,0.36,0.33
87000,0.96,0.37,0.45,0.37
88000,0.97,0.35,0.38,0.35
89000,0.92,0.36,0.3,0.4
90000,0.92,0.32,0.43,0.38
91000,0.98,0.41,0.36,0.33
92000,0.91,0.38,0.46,0.34
93000,0.96,0.36,0.34,0.4
94000,0.94,0.43,0.41,0.43
95000,0.93,0.36,0.38,0.41
96000,0.92,0.4,0.36,0.34
97000,0.94,0.46,0.32,0.45
98000,0.94,0.27,0.39,0.29
99000,0.97,0.36,0.38,0.34
100000,0.95,0.44,0.44,0.39
