total_steps,0,1,2,3
1000,0.97,0.46,0.48,0.54
2000,0.96,0.3,0.45,0.28
3000,0.95,0.46,0.42,0.42
4000,0.93,0.42,0.46,0.38
5000,0.91,0.3,0.41,0.41
6000,0.98,0.42,0.4,0.4
7000,0.9,0.52,0.43,0.46
8000,0.97,0.39,0.41,0.4
9000,0.95,0.33,0.4,0.39
10000,0.93,0.43,0.31,0.44
11000,0.95,0.39,0.38,0.43
12000,0.95,0.39,0.37,0.48
13000,0.96,0.32,0.4,0.39
14000,0.94,0.43,0.37,0.46
15000,0.94,0.34,0.36,0.39
16000,0.96,0.37,0.41,0.36
17000,0.99,0.48,0.33,0.34
18000,0.98,0.42,0.39,0.43
19000,0.96,0.32,0.43,0.39
20000,0.98,0.42,0.45,0.27
21000,0.96,0.41,0.34,0.42
22000,0.94,0.39,0.4,0.41
23000,0.92,0.37,0.36,0.44
24000,0.93,0.42,0.39,0.34
25000,0.95,0.35,0.51,0.41
26000,0.96,0.4,0.38,0.39
27000,0.94,0.52,0.38,0.44
28000,0.96,0.35,0.4,0.39
29000,0.93,0.27,0.33,0.47
30000,0.96,0.36,0.46,0.41
31000,0.92,0.38,0.38,0.32
32000,0.98,0.4,0.43,0.38
33000,0.9,0.41,0.36,0.36
34000,0.92,0.33,0.43,0.32
35000,0.91,0.44,0.4,0.27
36000,0.96,0.37,0.33,0.37
37000,0.95,0.35,0.33,0.44
38000,0.93,0.3,0.32,0.3
39000,0.97,0.43,0.43,0.49
40000,0.95,0.43,0.48,0.45
41000,0.96,0.42,0.35,0.3
42000,0.93,0.31,0.42,0.47
43000,0.98,0.4,0.34,0.41
44000,0.94,0.32,0.33,0.34
45000,0.94,0.45,0.42,0.51
46000,0.97,0.37,0.36,0.46
47000,0.96,0.43,0.46,0.42
48000,0.95,0.4,0.4,0.31
49000,0.97,0.41,0.36,0.42
50000,0.93,0.35,0.46,0.45
51000,0.98,0.35,0.41,0.44
52000,0.97,0.35,0.4,0.43
53000,0.93,0.45,0.45,0.45
54000,0.92,0.39,0.45,0.42
55000,0.96,0.32,0.44,0.32
56000,0.97,0.42,0.23,0.34
57000,0.97,0.26,0.37,0.39
58000,0.95,0.33,0.36,0.42
59000,0.97,0.33,0.41,0.33
60000,0.95,0.37,0.36,0.34
61000,0.96,0.38,0.4,0.43
62000,0.93,0.37,0.37,0.36
63000,0.95,0.39,0.36,0.38
64000,0.94,0.43,0.37,0.39
65000,0.95,0.34,0.4,0.34
66000,0.96,0.41,0.42,0.32
67000,0.93,0.47,0.44,0.34
68000,0.94,0.53,0.46,0.52
69000,0.95,0.48,0.4,0.35
70000,0.9,0.37,0.42,0.45
71000,0.94,0.37,0.37,0.39
72000,0.98,0.35,0.43,0.4
73000,0.92,0.37,0.38,0.4
74000,0.97,0.39,0.4,0.47
75000,0.92,0.4,0.45,0.38
76000,0.94,0.32,0.4,0.36
77000,0.96,0.38,0.39,0.28
78000,0.96,0.4,0.37,0.39
79000,0.92,0.44,0.41,0.38
80000,0.96,0.4,0.4,0.32
81000,0.97,0.35,0.33,0.36
82000,0.94,0.37,0.4,0.34
83000,0.95,0.4,0.37,0.47
84000,0.94,0.37,0.43,0.41
85000,0.98,0.39,0.42,0.44
86000,0.98,0.38,0.42,0.28
87000,0.95,0.38,0.41,0.38
88000,0.96,0.35,0.42,0.42
89000,0.95,0.42,0.35,0.35
90000,0.95,0.42,0.45,0.33
91000,0.96,0.41,0.46,0.33
92000,0.94,0.4,0.33,0.4
93000,0.95,0.38,0.4,0.45
94000,0.93,0.42,0.33,0.33
95000,0.96,0.41,0.48,0.42
96000,0.93,0.4,0.34,0.38
97000,0.96,0.41,0.42,0.41
98000,0.93,0.38,0.39,0.39
99000,0.96,0.43,0.42,0.43
100000,0.93,0.32,0.51,0.38
