steps,best_pred_error_rate
250,"{0: 0.95, 1: 0.5, 2: 0.45, 3: 0.46, 4: 0.51}"
500,"{0: 0.95, 1: 0.52, 2: 0.45, 3: 0.34, 4: 0.42}"
750,"{0: 0.91, 1: 0.39, 2: 0.35, 3: 0.42, 4: 0.38}"
1000,"{0: 0.98, 1: 0.38, 2: 0.46, 3: 0.36, 4: 0.36}"
1250,"{0: 0.96, 1: 0.38, 2: 0.3, 3: 0.37, 4: 0.31}"
1500,"{0: 0.95, 1: 0.38, 2: 0.41, 3: 0.49, 4: 0.48}"
1750,"{0: 0.96, 1: 0.37, 2: 0.43, 3: 0.36, 4: 0.35}"
2000,"{0: 0.97, 1: 0.41, 2: 0.41, 3: 0.43, 4: 0.38}"
2250,"{0: 1.0, 1: 0.46, 2: 0.4, 3: 0.43, 4: 0.47}"
2500,"{0: 0.93, 1: 0.4, 2: 0.37, 3: 0.35, 4: 0.35}"
2750,"{0: 0.92, 1: 0.29, 2: 0.29, 3: 0.38, 4: 0.41}"
3000,"{0: 0.94, 1: 0.33, 2: 0.3, 3: 0.29, 4: 0.35}"
3250,"{0: 0.95, 1: 0.44, 2: 0.45, 3: 0.39, 4: 0.47}"
3500,"{0: 0.94, 1: 0.38, 2: 0.31, 3: 0.41, 4: 0.28}"
3750,"{0: 0.96, 1: 0.33, 2: 0.25, 3: 0.3, 4: 0.33}"
4000,"{0: 0.97, 1: 0.25, 2: 0.31, 3: 0.39, 4: 0.35}"
4250,"{0: 0.91, 1: 0.44, 2: 0.37, 3: 0.38, 4: 0.42}"
4500,"{0: 0.97, 1: 0.3, 2: 0.32, 3: 0.32, 4: 0.3}"
4750,"{0: 0.95, 1: 0.45, 2: 0.4, 3: 0.47, 4: 0.34}"
5000,"{0: 0.96, 1: 0.43, 2: 0.36, 3: 0.42, 4: 0.41}"
5250,"{0: 0.91, 1: 0.36, 2: 0.37, 3: 0.42, 4: 0.4}"
5500,"{0: 0.95, 1: 0.36, 2: 0.39, 3: 0.34, 4: 0.47}"
5750,"{0: 0.96, 1: 0.39, 2: 0.25, 3: 0.37, 4: 0.35}"
6000,"{0: 0.92, 1: 0.39, 2: 0.3, 3: 0.4, 4: 0.43}"
6250,"{0: 0.96, 1: 0.27, 2: 0.39, 3: 0.36, 4: 0.33}"
6500,"{0: 0.96, 1: 0.31, 2: 0.42, 3: 0.37, 4: 0.37}"
6750,"{0: 0.94, 1: 0.38, 2: 0.39, 3: 0.33, 4: 0.4}"
7000,"{0: 0.96, 1: 0.42, 2: 0.31, 3: 0.4, 4: 0.32}"
7250,"{0: 0.95, 1: 0.4, 2: 0.39, 3: 0.33, 4: 0.41}"
7500,"{0: 0.99, 1: 0.34, 2: 0.31, 3: 0.32, 4: 0.37}"
7750,"{0: 0.96, 1: 0.48, 2: 0.36, 3: 0.4, 4: 0.42}"
8000,"{0: 0.96, 1: 0.35, 2: 0.47, 3: 0.41, 4: 0.32}"
8250,"{0: 0.98, 1: 0.39, 2: 0.41, 3: 0.35, 4: 0.45}"
8500,"{0: 0.94, 1: 0.38, 2: 0.28, 3: 0.26, 4: 0.32}"
8750,"{0: 0.96, 1: 0.4, 2: 0.41, 3: 0.37, 4: 0.44}"
9000,"{0: 0.95, 1: 0.36, 2: 0.34, 3: 0.42, 4: 0.33}"
9250,"{0: 0.99, 1: 0.3, 2: 0.33, 3: 0.42, 4: 0.38}"
9500,"{0: 0.96, 1: 0.43, 2: 0.38, 3: 0.36, 4: 0.39}"
9750,"{0: 0.94, 1: 0.36, 2: 0.29, 3: 0.31, 4: 0.35}"
10000,"{0: 0.98, 1: 0.26, 2: 0.46, 3: 0.39, 4: 0.34}"
10250,"{0: 0.96, 1: 0.43, 2: 0.47, 3: 0.33, 4: 0.4}"
10500,"{0: 0.93, 1: 0.34, 2: 0.4, 3: 0.43, 4: 0.33}"
10750,"{0: 0.95, 1: 0.39, 2: 0.4, 3: 0.35, 4: 0.39}"
11000,"{0: 0.94, 1: 0.35, 2: 0.39, 3: 0.35, 4: 0.33}"
11250,"{0: 0.9, 1: 0.46, 2: 0.41, 3: 0.3, 4: 0.33}"
11500,"{0: 0.93, 1: 0.42, 2: 0.39, 3: 0.42, 4: 0.37}"
11750,"{0: 0.96, 1: 0.4, 2: 0.39, 3: 0.34, 4: 0.41}"
12000,"{0: 0.97, 1: 0.35, 2: 0.45, 3: 0.33, 4: 0.44}"
12250,"{0: 0.96, 1: 0.27, 2: 0.29, 3: 0.5, 4: 0.44}"
12500,"{0: 0.98, 1: 0.36, 2: 0.36, 3: 0.36, 4: 0.35}"
12750,"{0: 0.96, 1: 0.44, 2: 0.37, 3: 0.25, 4: 0.41}"
13000,"{0: 0.97, 1: 0.33, 2: 0.42, 3: 0.41, 4: 0.42}"
13250,"{0: 0.96, 1: 0.4, 2: 0.4, 3: 0.32, 4: 0.38}"
13500,"{0: 0.96, 1: 0.41, 2: 0.34, 3: 0.34, 4: 0.45}"
13750,"{0: 0.95, 1: 0.35, 2: 0.29, 3: 0.38, 4: 0.42}"
14000,"{0: 0.95, 1: 0.33, 2: 0.39, 3: 0.45, 4: 0.42}"
14250,"{0: 0.97, 1: 0.39, 2: 0.34, 3: 0.36, 4: 0.41}"
14500,"{0: 0.98, 1: 0.43, 2: 0.46, 3: 0.4, 4: 0.43}"
14750,"{0: 0.95, 1: 0.39, 2: 0.47, 3: 0.39, 4: 0.37}"
15000,"{0: 0.95, 1: 0.37, 2: 0.28, 3: 0.43, 4: 0.37}"
15250,"{0: 0.96, 1: 0.36, 2: 0.39, 3: 0.34, 4: 0.43}"
15500,"{0: 0.94, 1: 0.34, 2: 0.5, 3: 0.31, 4: 0.41}"
15750,"{0: 0.96, 1: 0.34, 2: 0.41, 3: 0.35, 4: 0.45}"
16000,"{0: 0.93, 1: 0.44, 2: 0.43, 3: 0.39, 4: 0.36}"
16250,"{0: 0.96, 1: 0.31, 2: 0.32, 3: 0.29, 4: 0.3}"
16500,"{0: 0.96, 1: 0.38, 2: 0.42, 3: 0.44, 4: 0.4}"
16750,"{0: 0.94, 1: 0.37, 2: 0.35, 3: 0.31, 4: 0.37}"
17000,"{0: 0.95, 1: 0.49, 2: 0.31, 3: 0.35, 4: 0.42}"
17250,"{0: 0.95, 1: 0.36, 2: 0.42, 3: 0.39, 4: 0.32}"
17500,"{0: 0.93, 1: 0.43, 2: 0.4, 3: 0.41, 4: 0.43}"
17750,"{0: 0.94, 1: 0.31, 2: 0.46, 3: 0.37, 4: 0.44}"
18000,"{0: 0.95, 1: 0.4, 2: 0.42, 3: 0.38, 4: 0.44}"
18250,"{0: 0.95, 1: 0.34, 2: 0.35, 3: 0.35, 4: 0.36}"
18500,"{0: 0.95, 1: 0.36, 2: 0.42, 3: 0.36, 4: 0.3}"
18750,"{0: 0.96, 1: 0.42, 2: 0.36, 3: 0.4, 4: 0.43}"
19000,"{0: 0.94, 1: 0.43, 2: 0.4, 3: 0.43, 4: 0.43}"
19250,"{0: 0.97, 1: 0.45, 2: 0.34, 3: 0.4, 4: 0.36}"
19500,"{0: 0.96, 1: 0.42, 2: 0.43, 3: 0.36, 4: 0.38}"
19750,"{0: 0.96, 1: 0.41, 2: 0.43, 3: 0.42, 4: 0.37}"
20000,"{0: 0.89, 1: 0.39, 2: 0.34, 3: 0.42, 4: 0.37}"
20250,"{0: 0.93, 1: 0.37, 2: 0.37, 3: 0.34, 4: 0.41}"
20500,"{0: 0.98, 1: 0.42, 2: 0.34, 3: 0.48, 4: 0.38}"
20750,"{0: 0.95, 1: 0.37, 2: 0.4, 3: 0.34, 4: 0.46}"
21000,"{0: 0.94, 1: 0.39, 2: 0.34, 3: 0.4, 4: 0.37}"
21250,"{0: 0.94, 1: 0.32, 2: 0.35, 3: 0.43, 4: 0.41}"
21500,"{0: 0.93, 1: 0.29, 2: 0.32, 3: 0.4, 4: 0.41}"
21750,"{0: 0.94, 1: 0.35, 2: 0.31, 3: 0.43, 4: 0.41}"
22000,"{0: 0.97, 1: 0.32, 2: 0.38, 3: 0.29, 4: 0.5}"
22250,"{0: 0.91, 1: 0.38, 2: 0.36, 3: 0.45, 4: 0.44}"
22500,"{0: 0.96, 1: 0.46, 2: 0.42, 3: 0.42, 4: 0.37}"
22750,"{0: 0.94, 1: 0.36, 2: 0.44, 3: 0.42, 4: 0.33}"
23000,"{0: 0.97, 1: 0.4, 2: 0.44, 3: 0.4, 4: 0.46}"
23250,"{0: 0.96, 1: 0.31, 2: 0.29, 3: 0.32, 4: 0.36}"
23500,"{0: 0.91, 1: 0.35, 2: 0.37, 3: 0.42, 4: 0.43}"
23750,"{0: 0.98, 1: 0.36, 2: 0.46, 3: 0.46, 4: 0.35}"
24000,"{0: 0.94, 1: 0.35, 2: 0.39, 3: 0.44, 4: 0.36}"
24250,"{0: 0.91, 1: 0.36, 2: 0.41, 3: 0.42, 4: 0.38}"
24500,"{0: 0.95, 1: 0.35, 2: 0.39, 3: 0.34, 4: 0.39}"
24750,"{0: 0.93, 1: 0.39, 2: 0.32, 3: 0.42, 4: 0.4}"
25000,"{0: 0.94, 1: 0.32, 2: 0.39, 3: 0.39, 4: 0.35}"
