steps,best_pred_error_rate
7250,"{0: 0.94, 1: 0.45, 2: 0.39, 3: 0.38, 4: 0.4}"
7500,"{0: 0.94, 1: 0.37, 2: 0.34, 3: 0.41, 4: 0.42}"
7750,"{0: 0.91, 1: 0.45, 2: 0.49, 3: 0.38, 4: 0.38}"
8000,"{0: 0.97, 1: 0.37, 2: 0.34, 3: 0.41, 4: 0.37}"
8250,"{0: 0.98, 1: 0.39, 2: 0.4, 3: 0.4, 4: 0.46}"
8500,"{0: 0.96, 1: 0.32, 2: 0.38, 3: 0.33, 4: 0.27}"
8750,"{0: 0.95, 1: 0.41, 2: 0.44, 3: 0.37, 4: 0.38}"
9000,"{0: 0.91, 1: 0.44, 2: 0.3, 3: 0.35, 4: 0.3}"
9250,"{0: 0.97, 1: 0.46, 2: 0.4, 3: 0.37, 4: 0.34}"
9500,"{0: 0.94, 1: 0.42, 2: 0.36, 3: 0.37, 4: 0.32}"
9750,"{0: 0.96, 1: 0.41, 2: 0.42, 3: 0.43, 4: 0.37}"
10000,"{0: 0.95, 1: 0.35, 2: 0.44, 3: 0.39, 4: 0.39}"
10250,"{0: 0.93, 1: 0.37, 2: 0.31, 3: 0.37, 4: 0.32}"
10500,"{0: 0.94, 1: 0.39, 2: 0.34, 3: 0.35, 4: 0.45}"
10750,"{0: 0.93, 1: 0.35, 2: 0.32, 3: 0.36, 4: 0.38}"
11000,"{0: 0.92, 1: 0.41, 2: 0.31, 3: 0.37, 4: 0.39}"
11250,"{0: 0.94, 1: 0.42, 2: 0.39, 3: 0.48, 4: 0.36}"
11500,"{0: 0.96, 1: 0.41, 2: 0.36, 3: 0.39, 4: 0.35}"
11750,"{0: 0.93, 1: 0.43, 2: 0.48, 3: 0.4, 4: 0.25}"
12000,"{0: 0.96, 1: 0.39, 2: 0.43, 3: 0.33, 4: 0.36}"
12250,"{0: 0.99, 1: 0.36, 2: 0.34, 3: 0.42, 4: 0.36}"
12500,"{0: 0.91, 1: 0.49, 2: 0.43, 3: 0.43, 4: 0.51}"
12750,"{0: 0.97, 1: 0.42, 2: 0.45, 3: 0.38, 4: 0.31}"
13000,"{0: 0.96, 1: 0.42, 2: 0.32, 3: 0.34, 4: 0.34}"
13250,"{0: 0.95, 1: 0.43, 2: 0.34, 3: 0.41, 4: 0.43}"
13500,"{0: 0.94, 1: 0.43, 2: 0.39, 3: 0.4, 4: 0.33}"
13750,"{0: 0.94, 1: 0.42, 2: 0.35, 3: 0.34, 4: 0.34}"
14000,"{0: 0.94, 1: 0.32, 2: 0.35, 3: 0.45, 4: 0.46}"
14250,"{0: 0.95, 1: 0.45, 2: 0.41, 3: 0.36, 4: 0.4}"
14500,"{0: 0.95, 1: 0.42, 2: 0.44, 3: 0.38, 4: 0.36}"
14750,"{0: 0.92, 1: 0.47, 2: 0.42, 3: 0.33, 4: 0.4}"
15000,"{0: 0.99, 1: 0.39, 2: 0.37, 3: 0.4, 4: 0.43}"
15250,"{0: 0.96, 1: 0.4, 2: 0.39, 3: 0.34, 4: 0.39}"
15500,"{0: 0.97, 1: 0.39, 2: 0.35, 3: 0.39, 4: 0.39}"
15750,"{0: 0.94, 1: 0.45, 2: 0.47, 3: 0.38, 4: 0.45}"
16000,"{0: 0.95, 1: 0.35, 2: 0.35, 3: 0.31, 4: 0.35}"
16250,"{0: 0.98, 1: 0.41, 2: 0.41, 3: 0.34, 4: 0.31}"
16500,"{0: 0.9, 1: 0.27, 2: 0.4, 3: 0.36, 4: 0.31}"
16750,"{0: 0.91, 1: 0.31, 2: 0.35, 3: 0.3, 4: 0.42}"
17000,"{0: 0.94, 1: 0.41, 2: 0.36, 3: 0.37, 4: 0.33}"
17250,"{0: 0.97, 1: 0.44, 2: 0.36, 3: 0.42, 4: 0.31}"
17500,"{0: 0.95, 1: 0.35, 2: 0.34, 3: 0.4, 4: 0.37}"
17750,"{0: 0.94, 1: 0.34, 2: 0.39, 3: 0.46, 4: 0.36}"
18000,"{0: 0.96, 1: 0.46, 2: 0.39, 3: 0.34, 4: 0.33}"
18250,"{0: 0.95, 1: 0.51, 2: 0.42, 3: 0.35, 4: 0.35}"
18500,"{0: 0.97, 1: 0.41, 2: 0.36, 3: 0.34, 4: 0.34}"
18750,"{0: 0.95, 1: 0.38, 2: 0.4, 3: 0.45, 4: 0.35}"
19000,"{0: 0.92, 1: 0.44, 2: 0.33, 3: 0.4, 4: 0.38}"
19250,"{0: 0.94, 1: 0.4, 2: 0.33, 3: 0.38, 4: 0.42}"
19500,"{0: 0.98, 1: 0.34, 2: 0.36, 3: 0.33, 4: 0.39}"
19750,"{0: 0.96, 1: 0.44, 2: 0.42, 3: 0.37, 4: 0.37}"
20000,"{0: 0.98, 1: 0.33, 2: 0.38, 3: 0.42, 4: 0.46}"
20250,"{0: 0.93, 1: 0.44, 2: 0.32, 3: 0.34, 4: 0.47}"
20500,"{0: 0.94, 1: 0.41, 2: 0.43, 3: 0.4, 4: 0.41}"
20750,"{0: 0.94, 1: 0.36, 2: 0.34, 3: 0.42, 4: 0.39}"
21000,"{0: 0.96, 1: 0.38, 2: 0.35, 3: 0.39, 4: 0.37}"
21250,"{0: 0.97, 1: 0.37, 2: 0.36, 3: 0.38, 4: 0.42}"
21500,"{0: 0.97, 1: 0.32, 2: 0.38, 3: 0.38, 4: 0.36}"
21750,"{0: 0.92, 1: 0.37, 2: 0.42, 3: 0.35, 4: 0.36}"
22000,"{0: 0.94, 1: 0.31, 2: 0.48, 3: 0.4, 4: 0.37}"
22250,"{0: 0.95, 1: 0.34, 2: 0.36, 3: 0.38, 4: 0.31}"
22500,"{0: 0.95, 1: 0.32, 2: 0.36, 3: 0.45, 4: 0.41}"
22750,"{0: 0.97, 1: 0.43, 2: 0.35, 3: 0.38, 4: 0.39}"
23000,"{0: 0.96, 1: 0.38, 2: 0.42, 3: 0.35, 4: 0.43}"
23250,"{0: 0.93, 1: 0.48, 2: 0.32, 3: 0.37, 4: 0.39}"
23500,"{0: 0.94, 1: 0.38, 2: 0.43, 3: 0.38, 4: 0.35}"
23750,"{0: 0.94, 1: 0.38, 2: 0.5, 3: 0.39, 4: 0.44}"
24000,"{0: 0.98, 1: 0.38, 2: 0.33, 3: 0.33, 4: 0.3}"
24250,"{0: 0.93, 1: 0.38, 2: 0.39, 3: 0.44, 4: 0.31}"
24500,"{0: 0.91, 1: 0.35, 2: 0.38, 3: 0.39, 4: 0.44}"
24750,"{0: 0.93, 1: 0.32, 2: 0.41, 3: 0.41, 4: 0.32}"
25000,"{0: 0.95, 1: 0.44, 2: 0.35, 3: 0.39, 4: 0.45}"
