steps,best_pred_error_rate
250,"{0: 0.92, 1: 0.51, 2: 0.5, 3: 0.5, 4: 0.52}"
500,"{0: 0.95, 1: 0.43, 2: 0.39, 3: 0.5, 4: 0.44}"
750,"{0: 0.97, 1: 0.42, 2: 0.42, 3: 0.49, 4: 0.39}"
1000,"{0: 0.95, 1: 0.49, 2: 0.45, 3: 0.4, 4: 0.47}"
1250,"{0: 0.97, 1: 0.45, 2: 0.4, 3: 0.38, 4: 0.41}"
1500,"{0: 0.97, 1: 0.49, 2: 0.49, 3: 0.39, 4: 0.49}"
1750,"{0: 0.95, 1: 0.38, 2: 0.35, 3: 0.31, 4: 0.45}"
2000,"{0: 0.96, 1: 0.4, 2: 0.35, 3: 0.41, 4: 0.36}"
2250,"{0: 0.93, 1: 0.41, 2: 0.36, 3: 0.34, 4: 0.31}"
2500,"{0: 0.94, 1: 0.33, 2: 0.4, 3: 0.39, 4: 0.39}"
2750,"{0: 0.95, 1: 0.42, 2: 0.42, 3: 0.36, 4: 0.35}"
3000,"{0: 0.95, 1: 0.33, 2: 0.38, 3: 0.35, 4: 0.32}"
3250,"{0: 0.97, 1: 0.37, 2: 0.34, 3: 0.32, 4: 0.28}"
3500,"{0: 0.95, 1: 0.52, 2: 0.43, 3: 0.37, 4: 0.4}"
3750,"{0: 0.99, 1: 0.38, 2: 0.42, 3: 0.37, 4: 0.41}"
4000,"{0: 0.95, 1: 0.47, 2: 0.46, 3: 0.45, 4: 0.4}"
4250,"{0: 0.95, 1: 0.38, 2: 0.41, 3: 0.41, 4: 0.41}"
4500,"{0: 0.93, 1: 0.38, 2: 0.35, 3: 0.36, 4: 0.32}"
4750,"{0: 0.93, 1: 0.29, 2: 0.47, 3: 0.43, 4: 0.36}"
5000,"{0: 0.92, 1: 0.5, 2: 0.45, 3: 0.4, 4: 0.35}"
5250,"{0: 0.93, 1: 0.37, 2: 0.28, 3: 0.38, 4: 0.38}"
5500,"{0: 0.95, 1: 0.44, 2: 0.32, 3: 0.39, 4: 0.38}"
5750,"{0: 0.99, 1: 0.46, 2: 0.39, 3: 0.44, 4: 0.43}"
6000,"{0: 0.96, 1: 0.35, 2: 0.42, 3: 0.44, 4: 0.38}"
6250,"{0: 0.91, 1: 0.4, 2: 0.35, 3: 0.42, 4: 0.35}"
6500,"{0: 0.94, 1: 0.33, 2: 0.37, 3: 0.33, 4: 0.33}"
6750,"{0: 0.93, 1: 0.33, 2: 0.47, 3: 0.35, 4: 0.35}"
7000,"{0: 0.95, 1: 0.43, 2: 0.37, 3: 0.37, 4: 0.4}"
7250,"{0: 0.97, 1: 0.4, 2: 0.36, 3: 0.42, 4: 0.44}"
7500,"{0: 0.94, 1: 0.33, 2: 0.38, 3: 0.45, 4: 0.39}"
7750,"{0: 0.95, 1: 0.3, 2: 0.37, 3: 0.35, 4: 0.43}"
8000,"{0: 0.94, 1: 0.34, 2: 0.28, 3: 0.4, 4: 0.34}"
8250,"{0: 0.98, 1: 0.36, 2: 0.49, 3: 0.38, 4: 0.36}"
8500,"{0: 0.95, 1: 0.32, 2: 0.45, 3: 0.49, 4: 0.48}"
8750,"{0: 0.97, 1: 0.33, 2: 0.42, 3: 0.36, 4: 0.43}"
9000,"{0: 0.95, 1: 0.41, 2: 0.35, 3: 0.36, 4: 0.33}"
9250,"{0: 0.96, 1: 0.39, 2: 0.29, 3: 0.39, 4: 0.43}"
9500,"{0: 0.94, 1: 0.34, 2: 0.32, 3: 0.34, 4: 0.34}"
9750,"{0: 0.93, 1: 0.35, 2: 0.44, 3: 0.46, 4: 0.44}"
10000,"{0: 0.99, 1: 0.39, 2: 0.42, 3: 0.48, 4: 0.52}"
10250,"{0: 0.94, 1: 0.47, 2: 0.38, 3: 0.42, 4: 0.34}"
10500,"{0: 0.95, 1: 0.4, 2: 0.44, 3: 0.35, 4: 0.44}"
10750,"{0: 0.97, 1: 0.36, 2: 0.34, 3: 0.4, 4: 0.46}"
11000,"{0: 0.96, 1: 0.39, 2: 0.38, 3: 0.38, 4: 0.41}"
11250,"{0: 0.94, 1: 0.48, 2: 0.33, 3: 0.43, 4: 0.33}"
11500,"{0: 0.97, 1: 0.4, 2: 0.46, 3: 0.33, 4: 0.39}"
11750,"{0: 0.96, 1: 0.37, 2: 0.31, 3: 0.29, 4: 0.34}"
12000,"{0: 0.99, 1: 0.37, 2: 0.33, 3: 0.33, 4: 0.33}"
12250,"{0: 0.93, 1: 0.42, 2: 0.44, 3: 0.39, 4: 0.38}"
12500,"{0: 0.94, 1: 0.45, 2: 0.35, 3: 0.41, 4: 0.31}"
12750,"{0: 0.95, 1: 0.35, 2: 0.33, 3: 0.37, 4: 0.42}"
13000,"{0: 0.94, 1: 0.34, 2: 0.42, 3: 0.34, 4: 0.42}"
13250,"{0: 0.94, 1: 0.36, 2: 0.38, 3: 0.39, 4: 0.27}"
13500,"{0: 0.96, 1: 0.43, 2: 0.38, 3: 0.44, 4: 0.41}"
13750,"{0: 0.93, 1: 0.39, 2: 0.35, 3: 0.32, 4: 0.38}"
14000,"{0: 0.92, 1: 0.34, 2: 0.36, 3: 0.41, 4: 0.32}"
14250,"{0: 0.95, 1: 0.36, 2: 0.31, 3: 0.4, 4: 0.34}"
14500,"{0: 0.97, 1: 0.4, 2: 0.43, 3: 0.4, 4: 0.45}"
14750,"{0: 0.97, 1: 0.39, 2: 0.4, 3: 0.41, 4: 0.4}"
15000,"{0: 0.96, 1: 0.35, 2: 0.38, 3: 0.46, 4: 0.42}"
15250,"{0: 0.96, 1: 0.4, 2: 0.39, 3: 0.51, 4: 0.38}"
15500,"{0: 0.95, 1: 0.41, 2: 0.51, 3: 0.44, 4: 0.43}"
15750,"{0: 0.99, 1: 0.39, 2: 0.41, 3: 0.45, 4: 0.46}"
16000,"{0: 0.93, 1: 0.47, 2: 0.41, 3: 0.42, 4: 0.33}"
16250,"{0: 0.88, 1: 0.39, 2: 0.39, 3: 0.36, 4: 0.43}"
