steps,best_pred_error_rate
5500,"{0: 0.94, 1: 0.28, 2: 0.41, 3: 0.45, 4: 0.42}"
5750,"{0: 0.94, 1: 0.4, 2: 0.48, 3: 0.45, 4: 0.4}"
6000,"{0: 0.96, 1: 0.36, 2: 0.38, 3: 0.39, 4: 0.37}"
6250,"{0: 0.97, 1: 0.46, 2: 0.44, 3: 0.45, 4: 0.42}"
6500,"{0: 0.95, 1: 0.21, 2: 0.37, 3: 0.35, 4: 0.38}"
6750,"{0: 0.96, 1: 0.37, 2: 0.4, 3: 0.46, 4: 0.46}"
7000,"{0: 0.95, 1: 0.47, 2: 0.42, 3: 0.38, 4: 0.4}"
7250,"{0: 0.93, 1: 0.35, 2: 0.39, 3: 0.35, 4: 0.32}"
7500,"{0: 0.96, 1: 0.41, 2: 0.33, 3: 0.37, 4: 0.35}"
7750,"{0: 0.96, 1: 0.34, 2: 0.35, 3: 0.25, 4: 0.42}"
8000,"{0: 0.99, 1: 0.38, 2: 0.38, 3: 0.4, 4: 0.39}"
8250,"{0: 0.95, 1: 0.32, 2: 0.45, 3: 0.38, 4: 0.37}"
8500,"{0: 0.95, 1: 0.41, 2: 0.4, 3: 0.39, 4: 0.41}"
8750,"{0: 0.97, 1: 0.4, 2: 0.38, 3: 0.43, 4: 0.38}"
9000,"{0: 0.95, 1: 0.41, 2: 0.43, 3: 0.39, 4: 0.39}"
9250,"{0: 0.97, 1: 0.42, 2: 0.37, 3: 0.37, 4: 0.42}"
9500,"{0: 0.91, 1: 0.37, 2: 0.27, 3: 0.27, 4: 0.36}"
9750,"{0: 0.96, 1: 0.31, 2: 0.38, 3: 0.42, 4: 0.41}"
10000,"{0: 0.93, 1: 0.33, 2: 0.32, 3: 0.35, 4: 0.46}"
10250,"{0: 0.95, 1: 0.37, 2: 0.34, 3: 0.38, 4: 0.33}"
10500,"{0: 0.97, 1: 0.41, 2: 0.53, 3: 0.35, 4: 0.46}"
10750,"{0: 0.94, 1: 0.38, 2: 0.37, 3: 0.42, 4: 0.44}"
11000,"{0: 1.0, 1: 0.36, 2: 0.38, 3: 0.36, 4: 0.44}"
11250,"{0: 0.92, 1: 0.44, 2: 0.34, 3: 0.46, 4: 0.27}"
11500,"{0: 0.95, 1: 0.49, 2: 0.38, 3: 0.41, 4: 0.36}"
11750,"{0: 0.93, 1: 0.39, 2: 0.45, 3: 0.38, 4: 0.39}"
12000,"{0: 0.98, 1: 0.31, 2: 0.37, 3: 0.34, 4: 0.36}"
12250,"{0: 0.95, 1: 0.52, 2: 0.43, 3: 0.43, 4: 0.39}"
12500,"{0: 0.91, 1: 0.35, 2: 0.29, 3: 0.37, 4: 0.35}"
12750,"{0: 0.98, 1: 0.36, 2: 0.41, 3: 0.33, 4: 0.39}"
13000,"{0: 0.98, 1: 0.44, 2: 0.36, 3: 0.36, 4: 0.34}"
13250,"{0: 0.95, 1: 0.35, 2: 0.35, 3: 0.36, 4: 0.43}"
13500,"{0: 0.97, 1: 0.49, 2: 0.3, 3: 0.36, 4: 0.36}"
13750,"{0: 0.94, 1: 0.37, 2: 0.34, 3: 0.39, 4: 0.34}"
14000,"{0: 0.95, 1: 0.41, 2: 0.36, 3: 0.26, 4: 0.42}"
14250,"{0: 0.93, 1: 0.33, 2: 0.37, 3: 0.36, 4: 0.4}"
14500,"{0: 0.96, 1: 0.39, 2: 0.43, 3: 0.42, 4: 0.51}"
14750,"{0: 0.97, 1: 0.41, 2: 0.39, 3: 0.38, 4: 0.42}"
15000,"{0: 0.95, 1: 0.46, 2: 0.37, 3: 0.43, 4: 0.42}"
15250,"{0: 0.91, 1: 0.5, 2: 0.41, 3: 0.36, 4: 0.39}"
15500,"{0: 0.93, 1: 0.36, 2: 0.36, 3: 0.43, 4: 0.33}"
15750,"{0: 0.96, 1: 0.3, 2: 0.32, 3: 0.39, 4: 0.33}"
16000,"{0: 0.94, 1: 0.28, 2: 0.34, 3: 0.48, 4: 0.31}"
16250,"{0: 0.97, 1: 0.36, 2: 0.39, 3: 0.39, 4: 0.4}"
16500,"{0: 0.93, 1: 0.31, 2: 0.35, 3: 0.4, 4: 0.37}"
16750,"{0: 0.97, 1: 0.3, 2: 0.35, 3: 0.37, 4: 0.39}"
17000,"{0: 0.98, 1: 0.34, 2: 0.41, 3: 0.29, 4: 0.32}"
17250,"{0: 0.96, 1: 0.33, 2: 0.36, 3: 0.34, 4: 0.31}"
17500,"{0: 0.98, 1: 0.39, 2: 0.32, 3: 0.39, 4: 0.4}"
17750,"{0: 0.93, 1: 0.38, 2: 0.46, 3: 0.35, 4: 0.36}"
18000,"{0: 0.94, 1: 0.42, 2: 0.3, 3: 0.4, 4: 0.34}"
18250,"{0: 0.96, 1: 0.39, 2: 0.37, 3: 0.47, 4: 0.47}"
18500,"{0: 0.97, 1: 0.51, 2: 0.44, 3: 0.42, 4: 0.44}"
18750,"{0: 0.96, 1: 0.4, 2: 0.41, 3: 0.35, 4: 0.39}"
19000,"{0: 0.95, 1: 0.43, 2: 0.42, 3: 0.44, 4: 0.44}"
19250,"{0: 0.94, 1: 0.45, 2: 0.34, 3: 0.44, 4: 0.4}"
19500,"{0: 0.93, 1: 0.38, 2: 0.45, 3: 0.36, 4: 0.29}"
19750,"{0: 0.92, 1: 0.27, 2: 0.35, 3: 0.33, 4: 0.29}"
20000,"{0: 0.93, 1: 0.39, 2: 0.39, 3: 0.37, 4: 0.34}"
20250,"{0: 0.95, 1: 0.41, 2: 0.4, 3: 0.35, 4: 0.31}"
20500,"{0: 0.91, 1: 0.38, 2: 0.35, 3: 0.31, 4: 0.3}"
20750,"{0: 0.95, 1: 0.3, 2: 0.42, 3: 0.34, 4: 0.27}"
21000,"{0: 0.94, 1: 0.39, 2: 0.28, 3: 0.37, 4: 0.32}"
21250,"{0: 0.92, 1: 0.26, 2: 0.3, 3: 0.32, 4: 0.35}"
21500,"{0: 0.96, 1: 0.28, 2: 0.28, 3: 0.32, 4: 0.36}"
21750,"{0: 0.98, 1: 0.44, 2: 0.47, 3: 0.38, 4: 0.4}"
22000,"{0: 0.94, 1: 0.31, 2: 0.41, 3: 0.4, 4: 0.32}"
22250,"{0: 0.92, 1: 0.38, 2: 0.34, 3: 0.37, 4: 0.4}"
22500,"{0: 0.98, 1: 0.38, 2: 0.34, 3: 0.36, 4: 0.37}"
22750,"{0: 0.96, 1: 0.49, 2: 0.33, 3: 0.39, 4: 0.44}"
23000,"{0: 0.95, 1: 0.37, 2: 0.37, 3: 0.43, 4: 0.42}"
23250,"{0: 0.93, 1: 0.43, 2: 0.37, 3: 0.29, 4: 0.35}"
23500,"{0: 0.96, 1: 0.47, 2: 0.42, 3: 0.32, 4: 0.41}"
23750,"{0: 0.93, 1: 0.44, 2: 0.51, 3: 0.33, 4: 0.37}"
24000,"{0: 0.97, 1: 0.37, 2: 0.42, 3: 0.44, 4: 0.33}"
24250,"{0: 0.94, 1: 0.33, 2: 0.45, 3: 0.4, 4: 0.31}"
24500,"{0: 0.95, 1: 0.33, 2: 0.48, 3: 0.36, 4: 0.39}"
24750,"{0: 0.93, 1: 0.39, 2: 0.36, 3: 0.37, 4: 0.44}"
25000,"{0: 0.95, 1: 0.32, 2: 0.39, 3: 0.4, 4: 0.42}"
