steps,time_per_step,pred_success,nodes,filtered_nodes
500,0.0002,0.5445,393,0
1000,0.0003,0.4995,551,2
1500,0.0003,0.5113,656,7
2000,0.0003,0.4965,752,9
2500,0.0003,0.5051,830,11
3000,0.0003,0.5203,885,22
3500,0.0004,0.5076,954,25
4000,0.0004,0.5219,999,33
4500,0.0004,0.5015,1041,38
5000,0.0004,0.497,1084,41
5500,0.0004,0.5123,1124,44
6000,0.0004,0.5192,1160,51
6500,0.0004,0.5133,1190,57
7000,0.0004,0.4946,1220,64
7500,0.0004,0.5192,1245,68
8000,0.0005,0.4926,1265,70
8500,0.0007,0.5225,1287,72
9000,0.0007,0.5203,1304,72
9500,0.0007,0.5128,1316,77
10000,0.0007,0.5263,1330,83
10500,0.0005,0.4955,1351,90
11000,0.0004,0.5155,1359,95
11500,0.0004,0.5118,1367,103
12000,0.0004,0.5081,1377,110
12500,0.0004,0.5155,1381,117
13000,0.0004,0.5171,1386,129
13500,0.0004,0.5165,1390,134
14000,0.0004,0.5118,1392,140
14500,0.0004,0.5112,1398,143
15000,0.0004,0.5165,1402,151
15500,0.0004,0.5263,1403,158
16000,0.0004,0.5112,1408,166
16500,0.0004,0.5,1413,176
17000,0.0004,0.4936,1416,180
17500,0.0005,0.4912,1420,185
18000,0.0004,0.5081,1424,187
18500,0.0004,0.5144,1427,191
19000,0.0004,0.503,1429,194
19500,0.0004,0.5092,1431,195
20000,0.0008,0.5144,1433,196
20500,0.0007,0.5045,1433,196
21000,0.0007,0.5118,1433,198
21500,0.0008,0.5056,1433,200
22000,0.0006,0.4965,1435,203
22500,0.0005,0.5097,1436,204
23000,0.0004,0.4921,1437,205
23500,0.0005,0.5071,1438,206
24000,0.0004,0.5071,1439,207
24500,0.0004,0.5112,1440,207
25000,0.0004,0.4845,1440,209
25500,0.0005,0.5005,1440,210
26000,0.0004,0.5025,1442,211
26500,0.0005,0.5005,1443,213
27000,0.0004,0.5219,1443,214
27500,0.0005,0.5144,1443,216
28000,0.0004,0.5071,1444,218
28500,0.0005,0.5123,1444,220
29000,0.0004,0.5313,1444,222
29500,0.0004,0.516,1444,224
30000,0.0004,0.502,1444,225
30500,0.0004,0.5076,1444,225
31000,0.0006,0.5076,1444,230
31500,0.0007,0.5071,1444,233
32000,0.0008,0.4859,1444,234
32500,0.0007,0.4936,1444,234
33000,0.0007,0.5171,1444,237
33500,0.0004,0.498,1444,237
34000,0.0004,0.4859,1444,237
34500,0.0004,0.5123,1444,238
35000,0.0004,0.4955,1444,239
35500,0.0005,0.4854,1444,241
36000,0.0005,0.4995,1444,243
36500,0.0005,0.5128,1444,245
37000,0.0005,0.4975,1444,246
37500,0.0005,0.4864,1444,246
38000,0.0004,0.5112,1444,248
38500,0.0004,0.5252,1444,250
39000,0.0004,0.5066,1444,251
39500,0.0004,0.4854,1444,255
40000,0.0004,0.5071,1444,257
40500,0.0004,0.5342,1444,258
41000,0.0004,0.5061,1444,259
41500,0.0004,0.499,1444,261
42000,0.0004,0.516,1444,263
42500,0.0007,0.4831,1444,264
43000,0.0007,0.4739,1444,265
43500,0.0008,0.5045,1444,266
44000,0.0008,0.5086,1444,271
44500,0.0007,0.5365,1444,275
45000,0.0005,0.4902,1444,276
45500,0.0005,0.5258,1444,279
46000,0.0004,0.5015,1444,280
46500,0.0005,0.5061,1444,281
47000,0.0005,0.5171,1444,282
47500,0.0005,0.496,1444,283
48000,0.0004,0.5097,1444,285
48500,0.0004,0.5056,1444,285
49000,0.0004,0.5225,1444,286
49500,0.0004,0.5308,1444,286
50000,0.0004,0.4965,1444,289
