total_steps,0,1,2,3
500,0.94,0.44,0.36,0.42
1000,0.95,0.32,0.24,0.33
1500,0.92,0.31,0.35,0.32
2000,0.9,0.36,0.4,0.39
2500,0.92,0.4,0.3,0.27
3000,0.97,0.37,0.4,0.33
3500,0.96,0.46,0.27,0.33
4000,0.94,0.28,0.35,0.23
4500,0.94,0.28,0.36,0.28
5000,0.95,0.34,0.46,0.31
5500,0.92,0.36,0.36,0.33
6000,0.97,0.32,0.32,0.36
6500,0.94,0.33,0.31,0.17
7000,0.9,0.31,0.28,0.27
7500,0.95,0.23,0.38,0.34
8000,0.94,0.37,0.41,0.36
8500,0.93,0.32,0.31,0.33
9000,0.92,0.33,0.34,0.32
9500,0.96,0.4,0.35,0.47
10000,0.94,0.28,0.33,0.4
10500,0.98,0.28,0.33,0.28
11000,0.94,0.26,0.34,0.34
11500,0.96,0.33,0.36,0.29
12000,0.92,0.38,0.44,0.35
12500,0.94,0.29,0.34,0.27
13000,0.97,0.3,0.38,0.34
13500,0.95,0.34,0.31,0.26
14000,0.99,0.39,0.37,0.37
14500,0.93,0.38,0.3,0.27
15000,0.95,0.41,0.31,0.3
15500,0.94,0.35,0.31,0.36
16000,0.96,0.3,0.33,0.32
16500,0.97,0.29,0.31,0.25
17000,0.96,0.41,0.32,0.38
17500,0.98,0.37,0.36,0.37
18000,0.97,0.38,0.4,0.41
18500,0.96,0.35,0.36,0.37
19000,0.94,0.32,0.41,0.4
19500,0.95,0.37,0.28,0.28
20000,0.95,0.37,0.43,0.34
20500,0.96,0.4,0.4,0.42
21000,0.95,0.31,0.39,0.3
21500,0.97,0.26,0.33,0.3
22000,0.94,0.33,0.39,0.29
22500,0.97,0.27,0.34,0.35
23000,0.97,0.32,0.34,0.36
23500,0.94,0.32,0.34,0.31
24000,0.95,0.39,0.38,0.31
24500,0.97,0.31,0.38,0.33
25000,0.94,0.35,0.44,0.37
25500,0.87,0.36,0.3,0.38
26000,0.94,0.37,0.34,0.26
26500,0.97,0.46,0.31,0.35
27000,0.94,0.35,0.32,0.39
27500,0.94,0.34,0.27,0.32
28000,0.94,0.33,0.31,0.3
28500,0.95,0.42,0.36,0.35
29000,0.93,0.32,0.3,0.23
29500,0.87,0.36,0.36,0.3
30000,0.99,0.29,0.3,0.23
30500,0.94,0.31,0.26,0.35
31000,0.97,0.34,0.3,0.24
31500,0.95,0.37,0.32,0.34
32000,0.95,0.31,0.41,0.32
32500,0.93,0.36,0.37,0.34
33000,0.96,0.35,0.34,0.39
33500,0.97,0.3,0.35,0.31
34000,0.96,0.37,0.37,0.35
34500,0.96,0.26,0.41,0.41
35000,0.95,0.34,0.38,0.28
35500,0.95,0.42,0.37,0.33
36000,0.98,0.26,0.38,0.29
36500,0.94,0.32,0.35,0.35
37000,0.94,0.33,0.47,0.38
37500,0.96,0.28,0.24,0.28
38000,0.92,0.37,0.3,0.31
38500,0.91,0.3,0.37,0.34
39000,0.93,0.28,0.34,0.29
39500,0.99,0.35,0.32,0.25
40000,0.95,0.32,0.29,0.36
40500,0.95,0.42,0.37,0.31
41000,0.94,0.38,0.38,0.31
41500,0.9,0.38,0.25,0.36
42000,0.97,0.37,0.28,0.39
42500,0.94,0.31,0.27,0.38
43000,0.96,0.3,0.35,0.31
43500,0.94,0.25,0.31,0.27
44000,0.96,0.29,0.39,0.37
44500,0.92,0.25,0.36,0.37
45000,0.95,0.41,0.37,0.41
45500,0.95,0.4,0.33,0.35
46000,0.95,0.33,0.36,0.47
46500,0.96,0.29,0.29,0.29
47000,0.94,0.38,0.36,0.33
47500,0.89,0.34,0.31,0.42
48000,0.96,0.36,0.3,0.34
48500,0.96,0.33,0.31,0.33
49000,0.93,0.4,0.26,0.28
49500,0.96,0.32,0.26,0.26
50000,0.94,0.31,0.44,0.38
