total_steps,0,1,2,3
500,0.91,0.37,0.42,0.37
1000,0.94,0.36,0.33,0.32
1500,0.95,0.25,0.33,0.33
2000,0.94,0.37,0.34,0.28
2500,0.94,0.21,0.28,0.33
3000,0.94,0.37,0.41,0.34
3500,0.95,0.26,0.34,0.3
4000,0.96,0.23,0.28,0.3
4500,0.92,0.36,0.29,0.29
5000,0.93,0.34,0.26,0.25
5500,0.92,0.35,0.33,0.41
6000,0.92,0.34,0.27,0.38
6500,0.91,0.38,0.33,0.39
7000,0.89,0.26,0.28,0.41
7500,0.95,0.33,0.29,0.35
8000,0.93,0.3,0.32,0.33
8500,0.96,0.35,0.28,0.3
9000,0.92,0.27,0.4,0.32
9500,0.89,0.33,0.29,0.35
10000,0.97,0.34,0.23,0.34
10500,0.92,0.45,0.32,0.41
11000,0.92,0.32,0.34,0.25
11500,0.92,0.32,0.39,0.25
12000,0.94,0.38,0.27,0.33
12500,0.96,0.35,0.35,0.27
13000,0.91,0.37,0.32,0.33
13500,0.95,0.29,0.39,0.33
14000,0.94,0.35,0.31,0.41
14500,0.93,0.29,0.33,0.37
15000,0.91,0.35,0.37,0.42
15500,0.93,0.28,0.24,0.24
16000,0.91,0.34,0.35,0.28
16500,0.94,0.41,0.26,0.31
17000,0.95,0.29,0.32,0.4
17500,0.97,0.32,0.3,0.33
18000,0.91,0.27,0.27,0.36
18500,0.95,0.25,0.44,0.4
19000,0.95,0.33,0.39,0.36
19500,0.97,0.36,0.35,0.39
20000,0.97,0.46,0.31,0.39
20500,0.92,0.31,0.35,0.24
21000,0.93,0.28,0.3,0.31
21500,0.93,0.27,0.33,0.32
22000,0.94,0.28,0.4,0.33
22500,0.96,0.3,0.37,0.36
23000,0.95,0.33,0.31,0.36
23500,0.96,0.39,0.36,0.36
24000,0.94,0.32,0.22,0.27
24500,0.91,0.35,0.32,0.35
25000,0.94,0.39,0.41,0.28
25500,0.9,0.32,0.32,0.38
26000,0.93,0.25,0.29,0.39
26500,0.89,0.42,0.28,0.29
27000,0.94,0.28,0.3,0.29
27500,0.94,0.37,0.37,0.33
28000,0.94,0.36,0.35,0.34
28500,0.94,0.28,0.39,0.28
29000,0.94,0.34,0.24,0.35
29500,0.95,0.33,0.35,0.44
30000,0.93,0.33,0.29,0.29
30500,0.99,0.42,0.41,0.33
31000,0.93,0.34,0.33,0.34
31500,0.95,0.31,0.27,0.34
32000,0.94,0.43,0.34,0.34
32500,0.92,0.27,0.26,0.25
33000,0.95,0.36,0.23,0.16
33500,0.89,0.43,0.38,0.33
34000,0.94,0.26,0.27,0.31
34500,0.93,0.35,0.38,0.29
35000,0.95,0.34,0.33,0.3
35500,0.94,0.39,0.4,0.31
36000,0.95,0.37,0.35,0.3
36500,0.96,0.36,0.33,0.35
37000,0.91,0.37,0.32,0.36
37500,0.96,0.29,0.36,0.34
38000,0.96,0.32,0.36,0.31
38500,0.94,0.4,0.31,0.31
39000,0.95,0.32,0.35,0.27
39500,0.94,0.33,0.33,0.32
40000,0.91,0.32,0.36,0.3
40500,0.95,0.26,0.4,0.44
41000,0.94,0.37,0.43,0.27
41500,0.91,0.32,0.28,0.32
42000,0.99,0.36,0.33,0.35
42500,0.94,0.31,0.33,0.39
43000,0.94,0.36,0.22,0.24
43500,0.95,0.38,0.31,0.42
44000,0.97,0.19,0.38,0.39
44500,0.95,0.34,0.32,0.31
45000,0.97,0.24,0.24,0.36
45500,0.93,0.26,0.33,0.38
46000,0.97,0.37,0.36,0.29
46500,0.92,0.32,0.27,0.22
47000,0.91,0.24,0.35,0.29
47500,0.94,0.45,0.36,0.25
48000,0.94,0.41,0.35,0.37
48500,0.94,0.25,0.29,0.36
49000,0.97,0.32,0.3,0.35
49500,0.96,0.31,0.34,0.41
50000,0.94,0.32,0.38,0.26
