total_steps,0,1,2,3
500,0.95,0.4,0.3,0.43
1000,0.95,0.38,0.37,0.3
1500,0.89,0.28,0.39,0.33
2000,0.93,0.31,0.37,0.33
2500,0.93,0.36,0.37,0.23
3000,0.94,0.41,0.33,0.34
3500,0.97,0.26,0.32,0.31
4000,0.93,0.34,0.24,0.34
4500,0.94,0.28,0.35,0.29
5000,0.91,0.4,0.31,0.39
5500,0.89,0.38,0.22,0.4
6000,0.97,0.29,0.19,0.38
6500,0.93,0.31,0.26,0.34
7000,0.95,0.22,0.44,0.32
7500,0.96,0.35,0.37,0.26
8000,0.92,0.35,0.35,0.29
8500,0.97,0.37,0.43,0.42
9000,0.91,0.29,0.33,0.29
9500,0.94,0.32,0.34,0.32
10000,0.93,0.32,0.35,0.31
10500,0.96,0.38,0.38,0.42
11000,0.93,0.36,0.33,0.44
11500,0.94,0.27,0.26,0.35
12000,0.95,0.31,0.43,0.33
12500,0.96,0.37,0.34,0.33
13000,0.94,0.29,0.33,0.35
13500,0.94,0.42,0.33,0.25
14000,0.98,0.3,0.37,0.35
14500,1.0,0.32,0.34,0.39
15000,0.96,0.29,0.35,0.31
15500,0.97,0.38,0.32,0.28
16000,0.96,0.28,0.42,0.41
16500,0.94,0.33,0.32,0.34
17000,0.94,0.34,0.43,0.32
17500,0.91,0.29,0.37,0.36
18000,0.99,0.36,0.25,0.34
18500,0.95,0.28,0.32,0.3
19000,0.97,0.34,0.35,0.34
19500,0.9,0.23,0.35,0.29
20000,0.95,0.39,0.4,0.43
20500,0.93,0.37,0.36,0.38
21000,0.95,0.26,0.38,0.33
21500,0.97,0.34,0.45,0.26
22000,0.95,0.4,0.33,0.27
22500,0.96,0.38,0.36,0.36
23000,0.95,0.32,0.33,0.35
23500,0.95,0.3,0.3,0.3
24000,0.92,0.39,0.32,0.37
24500,0.96,0.28,0.36,0.34
25000,0.97,0.31,0.31,0.31
25500,0.95,0.4,0.27,0.34
26000,0.95,0.25,0.43,0.29
26500,0.94,0.37,0.23,0.33
27000,0.91,0.29,0.28,0.35
27500,0.93,0.39,0.28,0.42
28000,0.92,0.24,0.25,0.26
28500,0.88,0.39,0.32,0.32
29000,0.93,0.35,0.33,0.34
29500,0.91,0.34,0.38,0.3
30000,0.94,0.37,0.33,0.31
30500,0.96,0.32,0.31,0.34
31000,0.95,0.27,0.35,0.35
31500,0.92,0.35,0.34,0.42
32000,0.97,0.33,0.5,0.39
32500,0.95,0.34,0.29,0.34
33000,0.91,0.32,0.26,0.28
33500,0.97,0.42,0.36,0.32
34000,0.89,0.37,0.36,0.37
34500,0.96,0.29,0.42,0.35
35000,0.92,0.32,0.27,0.27
35500,0.97,0.32,0.41,0.28
36000,0.95,0.35,0.35,0.37
36500,0.96,0.28,0.23,0.26
37000,0.97,0.42,0.37,0.35
37500,0.94,0.38,0.41,0.31
38000,0.94,0.33,0.3,0.34
38500,0.94,0.3,0.32,0.28
39000,0.91,0.31,0.33,0.34
39500,0.96,0.41,0.39,0.31
40000,0.98,0.47,0.33,0.37
40500,0.96,0.33,0.26,0.35
41000,0.95,0.35,0.28,0.29
41500,0.92,0.41,0.33,0.35
42000,0.93,0.41,0.38,0.38
42500,0.97,0.28,0.33,0.33
43000,0.93,0.24,0.27,0.32
43500,0.93,0.35,0.28,0.39
44000,0.97,0.29,0.3,0.32
44500,0.92,0.28,0.29,0.38
45000,0.95,0.36,0.31,0.32
45500,0.95,0.27,0.32,0.37
46000,0.95,0.35,0.28,0.42
46500,1.0,0.41,0.35,0.3
47000,0.93,0.36,0.34,0.28
47500,0.96,0.37,0.31,0.31
48000,0.93,0.35,0.36,0.33
48500,0.92,0.32,0.28,0.33
49000,0.98,0.3,0.32,0.34
49500,0.97,0.33,0.44,0.34
50000,0.96,0.3,0.31,0.44
