total_steps,0,1,2,3
500,0.97,0.53,0.44,0.44
1000,0.96,0.26,0.28,0.3
1500,0.96,0.38,0.34,0.32
2000,0.97,0.3,0.43,0.3
2500,0.94,0.35,0.39,0.34
3000,0.97,0.33,0.24,0.3
3500,0.93,0.31,0.26,0.35
4000,0.96,0.32,0.26,0.3
4500,0.93,0.42,0.35,0.26
5000,0.92,0.31,0.41,0.38
5500,0.98,0.44,0.34,0.41
6000,0.95,0.3,0.33,0.31
6500,0.95,0.35,0.42,0.35
7000,0.94,0.37,0.29,0.23
7500,0.95,0.3,0.38,0.31
8000,0.96,0.35,0.37,0.3
8500,0.94,0.26,0.38,0.4
9000,0.93,0.26,0.27,0.36
9500,0.93,0.32,0.27,0.42
10000,0.94,0.33,0.29,0.36
10500,0.94,0.32,0.28,0.29
11000,0.93,0.38,0.37,0.31
11500,0.96,0.32,0.35,0.33
12000,0.97,0.23,0.36,0.35
12500,0.95,0.35,0.3,0.29
13000,0.91,0.39,0.26,0.26
13500,0.92,0.43,0.29,0.31
14000,0.92,0.33,0.34,0.41
14500,0.95,0.34,0.3,0.25
15000,0.97,0.29,0.31,0.33
15500,0.97,0.39,0.34,0.41
16000,0.89,0.32,0.31,0.33
16500,0.96,0.34,0.27,0.28
17000,0.97,0.37,0.34,0.33
17500,0.92,0.41,0.34,0.35
18000,0.95,0.5,0.39,0.26
18500,0.92,0.49,0.45,0.32
19000,0.92,0.38,0.34,0.3
19500,0.95,0.34,0.28,0.32
20000,0.92,0.31,0.34,0.33
20500,0.95,0.33,0.3,0.29
21000,0.91,0.36,0.33,0.43
21500,0.97,0.34,0.3,0.4
22000,0.93,0.31,0.3,0.36
22500,0.96,0.44,0.4,0.34
23000,0.85,0.38,0.39,0.39
23500,0.96,0.29,0.37,0.33
24000,0.97,0.32,0.34,0.26
24500,0.92,0.39,0.34,0.31
25000,0.96,0.4,0.42,0.36
25500,0.95,0.27,0.26,0.31
26000,0.95,0.34,0.29,0.33
26500,0.97,0.34,0.26,0.44
27000,0.97,0.3,0.32,0.28
27500,0.96,0.32,0.4,0.33
28000,0.97,0.33,0.23,0.32
28500,0.92,0.38,0.28,0.35
29000,0.95,0.39,0.28,0.39
29500,0.92,0.37,0.35,0.39
30000,0.96,0.26,0.37,0.36
30500,0.92,0.3,0.36,0.36
31000,0.95,0.37,0.35,0.39
31500,0.94,0.29,0.33,0.36
32000,0.93,0.31,0.32,0.31
32500,0.93,0.26,0.34,0.32
33000,0.97,0.34,0.32,0.34
33500,0.96,0.28,0.33,0.32
34000,0.93,0.31,0.29,0.36
34500,0.92,0.27,0.3,0.27
35000,0.98,0.28,0.3,0.26
35500,0.93,0.39,0.42,0.36
36000,0.93,0.4,0.46,0.37
36500,0.98,0.36,0.31,0.38
37000,0.91,0.29,0.37,0.29
37500,0.94,0.41,0.38,0.3
38000,0.94,0.4,0.31,0.31
38500,0.96,0.33,0.36,0.35
39000,0.9,0.35,0.3,0.35
39500,0.97,0.3,0.28,0.31
40000,0.93,0.36,0.44,0.3
40500,0.98,0.3,0.3,0.34
41000,0.95,0.38,0.26,0.39
41500,0.92,0.36,0.32,0.31
42000,0.94,0.31,0.37,0.34
42500,0.94,0.29,0.31,0.34
43000,0.92,0.37,0.42,0.36
43500,0.97,0.31,0.35,0.35
44000,0.93,0.34,0.33,0.3
44500,0.97,0.32,0.37,0.36
45000,0.97,0.39,0.2,0.38
45500,0.94,0.31,0.34,0.29
46000,0.93,0.38,0.4,0.37
46500,0.96,0.43,0.29,0.28
47000,0.93,0.33,0.24,0.4
47500,0.91,0.39,0.35,0.47
48000,0.96,0.26,0.26,0.25
48500,0.96,0.25,0.3,0.3
49000,0.95,0.45,0.3,0.35
49500,0.97,0.41,0.31,0.33
50000,0.96,0.39,0.24,0.39
