total_steps,0,1,2,3
500,0.98,0.44,0.31,0.4
1000,0.95,0.23,0.25,0.29
1500,0.95,0.34,0.36,0.32
2000,0.95,0.33,0.36,0.39
2500,0.93,0.3,0.38,0.31
3000,0.93,0.36,0.32,0.33
3500,0.88,0.42,0.42,0.29
4000,0.91,0.21,0.39,0.36
4500,0.93,0.37,0.33,0.41
5000,0.92,0.32,0.28,0.38
5500,0.98,0.3,0.31,0.3
6000,0.94,0.32,0.27,0.33
6500,0.95,0.3,0.35,0.41
7000,0.93,0.34,0.36,0.34
7500,0.98,0.36,0.39,0.36
8000,0.95,0.38,0.34,0.35
8500,0.9,0.41,0.34,0.36
9000,0.94,0.33,0.3,0.34
9500,0.93,0.34,0.33,0.43
10000,0.97,0.27,0.33,0.32
10500,0.96,0.34,0.46,0.36
11000,0.94,0.34,0.34,0.36
11500,0.96,0.39,0.29,0.29
12000,0.97,0.31,0.28,0.41
12500,0.96,0.4,0.29,0.32
13000,0.93,0.31,0.38,0.37
13500,0.97,0.29,0.31,0.25
14000,0.92,0.33,0.26,0.38
14500,0.96,0.33,0.42,0.39
15000,0.97,0.31,0.3,0.37
15500,0.95,0.45,0.42,0.38
16000,0.95,0.35,0.29,0.36
16500,0.92,0.34,0.34,0.33
17000,0.91,0.43,0.41,0.31
17500,0.97,0.52,0.37,0.31
18000,0.95,0.35,0.32,0.39
18500,0.96,0.32,0.36,0.32
19000,0.9,0.29,0.28,0.34
19500,0.95,0.27,0.35,0.3
20000,0.94,0.31,0.32,0.34
20500,0.96,0.4,0.29,0.3
21000,0.93,0.29,0.4,0.28
21500,0.93,0.38,0.4,0.26
22000,0.97,0.4,0.3,0.34
22500,0.94,0.39,0.33,0.4
23000,0.97,0.45,0.33,0.4
23500,0.91,0.36,0.33,0.31
24000,0.96,0.3,0.16,0.28
24500,0.94,0.36,0.35,0.39
25000,0.95,0.45,0.41,0.39
25500,0.93,0.36,0.37,0.32
26000,0.94,0.34,0.36,0.35
26500,0.95,0.28,0.33,0.29
27000,0.93,0.4,0.42,0.2
27500,0.93,0.36,0.33,0.34
28000,0.93,0.31,0.27,0.31
28500,0.95,0.35,0.3,0.39
29000,0.93,0.32,0.36,0.38
29500,0.92,0.43,0.38,0.29
30000,0.92,0.33,0.34,0.35
30500,0.94,0.36,0.32,0.41
31000,0.97,0.36,0.39,0.33
31500,0.93,0.39,0.34,0.46
32000,0.97,0.31,0.33,0.35
32500,0.96,0.25,0.37,0.24
33000,0.96,0.33,0.35,0.29
33500,0.91,0.34,0.36,0.29
34000,0.98,0.28,0.31,0.31
34500,0.92,0.31,0.32,0.26
35000,0.95,0.41,0.29,0.34
35500,0.94,0.3,0.41,0.3
36000,0.93,0.36,0.35,0.33
36500,0.96,0.36,0.31,0.39
37000,0.98,0.31,0.31,0.31
37500,0.92,0.37,0.29,0.27
38000,0.94,0.3,0.24,0.2
38500,0.96,0.42,0.4,0.3
39000,0.94,0.33,0.37,0.3
39500,0.96,0.43,0.33,0.35
40000,0.97,0.3,0.22,0.33
40500,0.93,0.4,0.38,0.39
41000,0.95,0.3,0.34,0.33
41500,0.93,0.27,0.36,0.27
42000,0.93,0.34,0.43,0.29
42500,0.93,0.36,0.49,0.43
43000,0.92,0.27,0.27,0.28
43500,0.96,0.36,0.35,0.41
44000,0.97,0.34,0.33,0.37
44500,0.97,0.38,0.36,0.33
45000,0.93,0.38,0.32,0.4
45500,0.97,0.29,0.45,0.27
46000,0.98,0.25,0.27,0.29
46500,0.87,0.33,0.39,0.33
47000,0.95,0.32,0.33,0.33
47500,0.96,0.31,0.27,0.32
48000,0.9,0.3,0.36,0.26
48500,0.94,0.33,0.39,0.29
49000,0.95,0.31,0.36,0.35
49500,0.95,0.22,0.31,0.35
50000,0.97,0.4,0.39,0.36
