steps,time_per_step,pred_success,nodes,filtered_nodes
1000,0.0004,0.575,413,2
2000,0.0005,0.5374,627,9
3000,0.0006,0.5163,791,15
4000,0.0007,0.5196,915,29
5000,0.0008,0.5,1022,41
6000,0.0004,0.5147,1106,48
7000,0.0004,0.5074,1158,55
8000,0.0005,0.501,1201,68
9000,0.0006,0.4852,1232,75
10000,0.0005,0.503,1268,78
11000,0.0005,0.4998,1300,85
12000,0.0004,0.4993,1320,92
13000,0.0004,0.5118,1337,110
14000,0.0004,0.5165,1355,133
15000,0.0004,0.4978,1369,141
16000,0.0004,0.5023,1389,156
17000,0.0004,0.4941,1398,163
18000,0.0005,0.5105,1406,169
19000,0.0004,0.495,1412,172
20000,0.0004,0.512,1417,182
21000,0.0005,0.5025,1419,185
22000,0.0005,0.4978,1423,187
23000,0.0005,0.5176,1424,193
24000,0.0006,0.4943,1425,199
25000,0.0005,0.5076,1427,201
26000,0.0007,0.4958,1430,206
27000,0.0008,0.504,1432,212
28000,0.0008,0.4924,1434,216
29000,0.0008,0.5074,1434,218
30000,0.0009,0.5068,1434,223
31000,0.0009,0.5,1435,227
32000,0.0005,0.4871,1435,230
33000,0.0005,0.5005,1437,232
34000,0.0004,0.497,1439,235
35000,0.0005,0.5066,1439,238
36000,0.0005,0.5063,1441,241
37000,0.0004,0.4938,1442,246
38000,0.0005,0.4948,1442,247
39000,0.0005,0.4985,1442,250
40000,0.0005,0.4998,1442,252
41000,0.0006,0.4907,1443,254
42000,0.0005,0.4897,1443,260
43000,0.0005,0.4958,1443,260
44000,0.0004,0.5076,1443,261
45000,0.0004,0.499,1443,265
46000,0.0004,0.4921,1443,271
47000,0.0005,0.4948,1443,275
48000,0.0004,0.5094,1443,279
49000,0.0005,0.5238,1443,279
50000,0.0004,0.5112,1443,287
51000,0.0005,0.5018,1443,296
52000,0.0009,0.5051,1444,298
53000,0.0009,0.5115,1444,301
54000,0.0008,0.5045,1444,308
55000,0.0008,0.4988,1444,313
56000,0.0007,0.5155,1444,317
57000,0.0004,0.5056,1444,321
58000,0.0004,0.5086,1444,326
59000,0.0004,0.5269,1444,333
60000,0.0005,0.4933,1444,339
61000,0.0005,0.502,1444,348
62000,0.0005,0.5258,1444,357
63000,0.0004,0.5118,1444,362
64000,0.0004,0.504,1444,370
65000,0.0004,0.5163,1444,380
66000,0.0004,0.5033,1444,384
67000,0.0004,0.5,1444,390
68000,0.0004,0.5028,1444,393
69000,0.0005,0.4946,1444,400
70000,0.0004,0.4968,1444,405
71000,0.0004,0.4973,1444,408
72000,0.0005,0.5008,1444,412
73000,0.0004,0.4941,1444,423
74000,0.0005,0.5102,1444,427
75000,0.0005,0.4929,1444,433
76000,0.0006,0.5028,1444,433
77000,0.0006,0.5152,1444,434
78000,0.0009,0.4921,1444,436
79000,0.0008,0.5076,1444,441
80000,0.0009,0.5126,1444,447
81000,0.0009,0.5079,1444,450
82000,0.0008,0.5005,1444,454
83000,0.0005,0.5063,1444,463
84000,0.0005,0.5112,1444,468
85000,0.0005,0.499,1444,471
86000,0.0004,0.5136,1444,475
87000,0.0004,0.4936,1444,479
88000,0.0005,0.4885,1444,482
89000,0.0005,0.5045,1444,484
90000,0.0005,0.4869,1444,486
91000,0.0004,0.5141,1444,492
92000,0.0005,0.5076,1444,496
93000,0.0004,0.5043,1444,500
94000,0.0004,0.528,1444,503
95000,0.0005,0.5,1444,507
96000,0.0005,0.4965,1444,508
97000,0.0005,0.5061,1444,508
98000,0.0005,0.4852,1444,512
99000,0.0005,0.4941,1444,513
100000,0.0005,0.502,1444,515
