steps,time_per_step,wrong_preds_per_step,nodes,filtered_nodes
0,0,0,0,0
250,0.0001,0.052,121,0
500,0.0001,0.14,178,0
750,0.0001,0.22,211,0
1000,0.0001,0.192,241,0
1250,0.0002,0.248,262,0
1500,0.0001,0.248,281,0
1750,0.0002,0.336,303,0
2000,0.0001,0.268,315,0
2250,0.0001,0.32,327,0
2500,0.0001,0.352,329,0
2750,0.0001,0.408,335,0
3000,0.0001,0.416,342,0
3250,0.0001,0.364,347,0
3500,0.0001,0.432,353,1
3750,0.0001,0.292,358,1
4000,0.0002,0.384,361,1
4250,0.0002,0.388,363,2
4500,0.0001,0.464,364,2
4750,0.0002,0.416,364,4
5000,0.0001,0.428,365,4
5250,0.0001,0.488,366,4
5500,0.0001,0.392,366,5
5750,0.0002,0.408,369,5
6000,0.0001,0.408,370,6
6250,0.0002,0.308,370,7
6500,0.0001,0.376,370,7
6750,0.0001,0.472,370,9
7000,0.0001,0.396,371,9
7250,0.0001,0.38,371,10
7500,0.0001,0.408,371,12
7750,0.0001,0.388,371,13
8000,0.0002,0.376,371,15
8250,0.0001,0.356,371,15
8500,0.0001,0.36,371,15
8750,0.0001,0.356,371,17
9000,0.0001,0.432,371,17
9250,0.0001,0.412,371,17
9500,0.0001,0.36,372,17
9750,0.0001,0.364,372,17
10000,0.0001,0.34,372,18
10250,0.0002,0.42,372,21
10500,0.0002,0.368,372,24
10750,0.0001,0.452,372,24
11000,0.0001,0.4,372,26
11250,0.0001,0.42,372,26
11500,0.0001,0.464,372,26
11750,0.0002,0.416,372,28
12000,0.0002,0.372,372,32
12250,0.0002,0.424,372,32
12500,0.0001,0.32,372,32
12750,0.0002,0.376,372,32
13000,0.0001,0.372,372,32
13250,0.0002,0.424,372,32
13500,0.0001,0.384,372,33
13750,0.0001,0.324,372,35
14000,0.0001,0.444,372,35
14250,0.0001,0.36,372,36
14500,0.0002,0.384,372,37
14750,0.0001,0.336,372,39
15000,0.0001,0.432,372,40
15250,0.0001,0.308,372,42
15500,0.0001,0.304,372,43
15750,0.0001,0.436,372,44
16000,0.0001,0.348,372,47
16250,0.0001,0.424,372,47
16500,0.0001,0.308,372,48
16750,0.0001,0.344,372,52
17000,0.0001,0.38,372,53
17250,0.0001,0.308,372,54
17500,0.0001,0.364,372,54
17750,0.0001,0.428,372,54
18000,0.0001,0.412,372,57
18250,0.0001,0.344,372,58
18500,0.0001,0.26,372,58
18750,0.0001,0.44,372,60
19000,0.0001,0.372,372,60
19250,0.0001,0.364,372,60
19500,0.0001,0.384,372,61
19750,0.0002,0.392,372,64
20000,0.0001,0.34,372,64
20250,0.0001,0.376,372,66
20500,0.0001,0.312,372,67
20750,0.0001,0.408,372,67
21000,0.0001,0.416,372,69
21250,0.0001,0.36,372,70
21500,0.0001,0.324,372,71
21750,0.0001,0.392,372,75
22000,0.0001,0.396,372,76
22250,0.0001,0.292,372,76
22500,0.0002,0.368,372,76
22750,0.0002,0.352,372,77
23000,0.0002,0.44,372,78
23250,0.0002,0.424,372,78
23500,0.0002,0.436,372,78
23750,0.0003,0.404,372,79
24000,0.0002,0.38,372,79
24250,0.0002,0.436,372,79
24500,0.0002,0.424,372,80
24750,0.0002,0.456,372,80
25000,0.0002,0.3,372,81
