steps,time_per_step,wrong_preds_per_step,nodes,filtered_nodes
0,0,0,0,0
250,0.0002,0.056,129,0
500,0.0001,0.176,189,0
750,0.0002,0.188,220,0
1000,0.0002,0.236,247,0
1250,0.0002,0.304,272,0
1500,0.0002,0.264,295,0
1750,0.0001,0.316,310,0
2000,0.0001,0.288,325,0
2250,0.0001,0.388,330,0
2500,0.0001,0.328,337,0
2750,0.0001,0.332,345,0
3000,0.0001,0.356,351,0
3250,0.0001,0.316,356,0
3500,0.0001,0.348,359,0
3750,0.0001,0.42,363,0
4000,0.0001,0.344,364,0
4250,0.0001,0.364,368,0
4500,0.0001,0.356,368,1
4750,0.0001,0.356,368,1
5000,0.0001,0.368,370,1
5250,0.0002,0.456,370,1
5500,0.0002,0.48,370,1
5750,0.0001,0.376,371,1
6000,0.0001,0.356,371,3
6250,0.0001,0.408,371,4
6500,0.0002,0.356,371,5
6750,0.0001,0.412,371,6
7000,0.0001,0.456,371,7
7250,0.0001,0.464,371,7
7500,0.0001,0.492,372,9
7750,0.0002,0.32,372,11
8000,0.0002,0.4,372,12
8250,0.0003,0.352,372,15
8500,0.0002,0.328,372,17
8750,0.0002,0.428,372,17
9000,0.0002,0.296,372,18
9250,0.0002,0.368,372,20
9500,0.0002,0.436,372,20
9750,0.0001,0.356,372,20
10000,0.0001,0.36,372,21
10250,0.0002,0.396,372,22
10500,0.0001,0.296,372,25
10750,0.0002,0.34,372,27
11000,0.0001,0.392,372,29
11250,0.0002,0.304,372,30
11500,0.0001,0.444,372,31
11750,0.0001,0.38,372,33
12000,0.0001,0.428,372,33
12250,0.0001,0.404,372,34
12500,0.0001,0.46,372,34
12750,0.0001,0.364,372,35
13000,0.0001,0.304,372,37
13250,0.0002,0.492,372,37
13500,0.0002,0.456,372,38
13750,0.0002,0.372,372,39
14000,0.0001,0.372,372,40
14250,0.0002,0.416,372,41
14500,0.0001,0.432,372,42
14750,0.0002,0.384,372,42
15000,0.0001,0.364,372,42
15250,0.0002,0.38,372,43
15500,0.0001,0.388,372,44
15750,0.0001,0.408,372,47
16000,0.0001,0.424,372,48
16250,0.0001,0.32,372,48
16500,0.0002,0.4,372,48
16750,0.0001,0.364,372,48
17000,0.0001,0.404,372,49
17250,0.0002,0.452,372,49
17500,0.0001,0.356,372,50
17750,0.0001,0.332,372,52
18000,0.0002,0.348,372,53
18250,0.0001,0.388,372,53
18500,0.0002,0.38,372,54
18750,0.0001,0.304,372,56
19000,0.0001,0.424,372,56
19250,0.0002,0.296,372,58
19500,0.0001,0.444,372,59
19750,0.0001,0.388,372,60
20000,0.0002,0.412,372,60
20250,0.0002,0.392,372,61
20500,0.0002,0.364,372,61
20750,0.0002,0.412,372,62
21000,0.0001,0.36,372,62
21250,0.0001,0.428,372,62
21500,0.0001,0.412,372,62
21750,0.0001,0.416,372,63
22000,0.0001,0.336,372,63
22250,0.0001,0.352,372,64
22500,0.0001,0.368,372,65
22750,0.0003,0.424,372,67
23000,0.0002,0.36,372,67
23250,0.0002,0.428,372,67
23500,0.0001,0.364,372,69
23750,0.0002,0.444,372,71
24000,0.0002,0.36,372,74
24250,0.0002,0.368,372,74
24500,0.0002,0.388,372,77
24750,0.0003,0.508,372,78
25000,0.0001,0.348,372,78
