steps,time_per_step,wrong_preds_per_step,nodes,filtered_nodes
0,0,0,0,0
250,0.0001,0.104,133,0
500,0.0002,0.124,182,0
750,0.0001,0.188,214,0
1000,0.0001,0.188,246,0
1250,0.0002,0.216,266,0
1500,0.0001,0.28,286,0
1750,0.0001,0.332,298,0
2000,0.0001,0.324,308,0
2250,0.0001,0.252,324,0
2500,0.0001,0.32,333,0
2750,0.0001,0.388,337,0
3000,0.0002,0.392,347,0
3250,0.0001,0.34,354,0
3500,0.0002,0.316,357,0
3750,0.0001,0.44,361,0
4000,0.0001,0.384,365,1
4250,0.0001,0.364,365,1
4500,0.0002,0.42,366,1
4750,0.0002,0.328,368,1
5000,0.0001,0.396,369,1
5250,0.0001,0.4,369,3
5500,0.0001,0.384,369,4
5750,0.0001,0.304,370,6
6000,0.0001,0.34,371,6
6250,0.0001,0.388,372,9
6500,0.0001,0.352,372,9
6750,0.0001,0.304,372,9
7000,0.0002,0.344,372,10
7250,0.0001,0.468,372,10
7500,0.0001,0.428,372,13
7750,0.0001,0.476,372,14
8000,0.0002,0.404,372,16
8250,0.0002,0.46,372,17
8500,0.0002,0.392,372,18
8750,0.0001,0.388,372,18
9000,0.0002,0.424,372,18
9250,0.0001,0.34,372,18
9500,0.0001,0.468,372,19
9750,0.0001,0.412,372,20
10000,0.0002,0.34,372,20
10250,0.0001,0.376,372,21
10500,0.0001,0.508,372,22
10750,0.0002,0.396,372,26
11000,0.0,0.296,372,28
11250,0.0001,0.428,372,30
11500,0.0001,0.392,372,31
11750,0.0001,0.424,372,33
12000,0.0001,0.324,372,33
12250,0.0001,0.46,372,33
12500,0.0001,0.32,372,33
12750,0.0002,0.396,372,35
13000,0.0001,0.336,372,36
13250,0.0002,0.444,372,36
13500,0.0001,0.328,372,38
13750,0.0002,0.444,372,38
14000,0.0002,0.344,372,40
14250,0.0001,0.368,372,41
14500,0.0001,0.384,372,42
14750,0.0001,0.384,372,42
15000,0.0001,0.368,372,44
15250,0.0002,0.352,372,45
15500,0.0001,0.408,372,46
15750,0.0002,0.348,372,46
16000,0.0001,0.304,372,48
16250,0.0001,0.46,372,50
16500,0.0001,0.448,372,51
16750,0.0001,0.412,372,51
17000,0.0001,0.404,372,51
17250,0.0001,0.408,372,51
17500,0.0001,0.424,372,52
17750,0.0001,0.42,372,52
18000,0.0002,0.364,372,53
18250,0.0002,0.38,372,54
18500,0.0002,0.384,372,55
18750,0.0001,0.46,372,55
19000,0.0001,0.376,372,56
19250,0.0002,0.432,372,56
19500,0.0002,0.384,372,57
19750,0.0001,0.42,372,58
20000,0.0001,0.396,372,59
20250,0.0001,0.468,372,60
20500,0.0001,0.372,372,60
20750,0.0002,0.44,372,61
21000,0.0002,0.448,372,62
21250,0.0002,0.428,372,63
21500,0.0001,0.364,372,64
21750,0.0002,0.356,372,68
22000,0.0001,0.388,372,70
22250,0.0001,0.408,372,72
22500,0.0001,0.408,372,72
22750,0.0001,0.396,372,73
23000,0.0001,0.364,372,76
23250,0.0001,0.348,372,77
23500,0.0001,0.324,372,78
23750,0.0002,0.396,372,80
24000,0.0001,0.332,372,81
24250,0.0001,0.348,372,82
24500,0.0001,0.392,372,82
24750,0.0002,0.432,372,83
25000,0.0002,0.36,372,85
