steps,time_per_step,pred_success,nodes,filtered_nodes
1000,0.0001,0.9028,112,8
2000,0.0002,0.9071,146,16
3000,0.0002,0.9178,161,16
4000,0.0002,0.8805,179,16
5000,0.0002,0.8148,221,27
6000,0.0002,0.7502,275,37
7000,0.0002,0.7069,330,48
8000,0.0002,0.6984,372,54
9000,0.0002,0.7244,411,57
10000,0.0002,0.7383,437,63
11000,0.0002,0.7294,452,71
12000,0.0002,0.7333,460,79
13000,0.0002,0.7327,490,93
14000,0.0002,0.701,520,101
15000,0.0003,0.7356,542,108
16000,0.0003,0.7003,564,115
17000,0.0002,0.7169,586,121
18000,0.0002,0.7354,606,130
19000,0.0003,0.7399,622,143
20000,0.0005,0.7127,657,148
21000,0.0004,0.7602,670,159
22000,0.0005,0.7562,688,165
23000,0.0005,0.7203,710,171
24000,0.0004,0.7255,732,177
25000,0.0005,0.7002,752,183
26000,0.0005,0.7131,760,191
27000,0.0005,0.7072,773,193
28000,0.0004,0.7173,785,200
29000,0.0003,0.7349,800,206
30000,0.0003,0.7215,813,215
31000,0.0003,0.7276,819,222
32000,0.0003,0.7271,834,226
33000,0.0003,0.7698,842,232
34000,0.0003,0.7305,853,241
35000,0.0003,0.7367,864,248
36000,0.0003,0.7556,875,257
37000,0.0003,0.7443,883,263
38000,0.0003,0.7181,894,270
39000,0.0003,0.7469,900,272
40000,0.0003,0.7451,909,276
41000,0.0003,0.7623,920,281
42000,0.0003,0.7607,930,287
43000,0.0003,0.7527,940,296
44000,0.0003,0.755,947,301
45000,0.0003,0.7397,955,305
46000,0.0003,0.7376,962,309
47000,0.0003,0.7627,969,315
48000,0.0003,0.7391,981,323
49000,0.0003,0.7584,986,327
50000,0.0003,0.7802,990,330
51000,0.0003,0.7402,995,333
52000,0.0003,0.7496,1003,335
53000,0.0003,0.7708,1005,337
54000,0.0003,0.7475,1009,342
55000,0.0003,0.7533,1014,346
56000,0.0003,0.7641,1016,350
57000,0.0003,0.75,1020,352
58000,0.0003,0.7362,1025,359
59000,0.0003,0.7537,1030,362
60000,0.0004,0.7506,1035,365
61000,0.0005,0.7625,1041,369
62000,0.0005,0.7647,1046,373
63000,0.0005,0.7709,1049,374
64000,0.0005,0.7296,1054,374
65000,0.0005,0.7624,1057,379
66000,0.0006,0.723,1062,381
67000,0.0005,0.788,1068,383
68000,0.0003,0.7478,1071,384
69000,0.0003,0.7396,1076,386
70000,0.0003,0.7593,1078,391
71000,0.0003,0.7709,1079,393
72000,0.0003,0.7784,1081,398
73000,0.0003,0.7633,1082,400
74000,0.0004,0.7402,1084,404
75000,0.0003,0.772,1085,405
76000,0.0003,0.7615,1086,407
77000,0.0003,0.7636,1089,408
78000,0.0003,0.7634,1092,409
79000,0.0003,0.7674,1095,411
80000,0.0003,0.7545,1097,413
81000,0.0003,0.7619,1099,416
82000,0.0003,0.7883,1099,416
83000,0.0003,0.7465,1100,418
84000,0.0003,0.7438,1104,420
85000,0.0003,0.7616,1107,422
86000,0.0003,0.7677,1108,423
87000,0.0003,0.7486,1111,426
88000,0.0003,0.7867,1113,428
89000,0.0003,0.7332,1114,430
90000,0.0003,0.7627,1115,431
91000,0.0003,0.7527,1115,434
92000,0.0003,0.7647,1118,435
93000,0.0004,0.7514,1123,437
94000,0.0003,0.7517,1123,439
95000,0.0003,0.765,1124,439
96000,0.0003,0.7682,1126,440
97000,0.0003,0.7872,1129,441
98000,0.0006,0.7945,1129,442
99000,0.0005,0.7664,1132,442
100000,0.0006,0.7504,1133,443
