steps,time_per_step,pred_success,nodes,filtered_nodes
1000,0.0002,0.9591,64,14
2000,0.0003,0.8661,116,18
3000,0.0003,0.8398,148,22
4000,0.0003,0.8751,192,25
5000,0.0003,0.8645,215,26
6000,0.0004,0.8696,224,28
7000,0.0004,0.8551,233,31
8000,0.0004,0.8361,261,35
9000,0.0002,0.8284,277,43
10000,0.0002,0.8138,299,48
11000,0.0003,0.8179,309,54
12000,0.0002,0.8092,330,62
13000,0.0002,0.8335,335,66
14000,0.0002,0.8281,353,69
15000,0.0002,0.8095,364,74
16000,0.0002,0.8466,376,77
17000,0.0002,0.8243,388,80
18000,0.0002,0.8201,407,85
19000,0.0003,0.8035,421,92
20000,0.0003,0.7818,436,97
21000,0.0003,0.7452,456,102
22000,0.0003,0.7655,467,110
23000,0.0003,0.7541,485,116
24000,0.0003,0.7599,505,126
25000,0.0003,0.743,526,130
26000,0.0003,0.7598,544,135
27000,0.0003,0.7401,570,137
28000,0.0003,0.7596,588,144
29000,0.0003,0.7328,615,154
30000,0.0003,0.7371,635,158
31000,0.0003,0.7043,654,162
32000,0.0003,0.7388,671,168
33000,0.0003,0.7399,696,174
34000,0.0003,0.7193,724,178
35000,0.0003,0.7414,740,182
36000,0.0003,0.7357,753,186
37000,0.0003,0.7098,777,193
38000,0.0003,0.7268,800,197
39000,0.0003,0.7406,819,202
40000,0.0003,0.7318,837,209
41000,0.0003,0.7408,855,219
42000,0.0003,0.727,872,225
43000,0.0003,0.7171,884,232
44000,0.0004,0.7298,898,239
45000,0.0006,0.7331,908,246
46000,0.0006,0.7314,914,256
47000,0.0006,0.7134,927,258
48000,0.0006,0.7414,948,263
49000,0.0006,0.7332,952,268
50000,0.0008,0.6997,962,274
51000,0.0005,0.7243,967,283
52000,0.0004,0.7527,980,288
53000,0.0003,0.7413,983,292
54000,0.0003,0.7757,990,298
55000,0.0003,0.7418,994,302
56000,0.0003,0.7559,1001,307
57000,0.0004,0.7467,1006,313
58000,0.0003,0.768,1013,315
59000,0.0003,0.7531,1018,319
60000,0.0004,0.7426,1029,322
61000,0.0004,0.7278,1039,326
62000,0.0004,0.7253,1043,328
63000,0.0004,0.7606,1047,332
64000,0.0003,0.759,1053,336
65000,0.0004,0.7844,1056,340
66000,0.0004,0.7743,1064,344
67000,0.0004,0.718,1066,348
68000,0.0004,0.7439,1070,352
69000,0.0003,0.7379,1072,353
70000,0.0004,0.7541,1079,357
71000,0.0003,0.7612,1083,362
72000,0.0003,0.7554,1085,365
73000,0.0003,0.7443,1088,367
74000,0.0003,0.749,1094,370
75000,0.0003,0.7673,1097,372
76000,0.0004,0.7494,1103,374
77000,0.0004,0.793,1103,377
78000,0.0004,0.7345,1106,382
79000,0.0005,0.7438,1109,383
80000,0.0006,0.7404,1110,387
81000,0.0009,0.7692,1112,389
82000,0.0007,0.7765,1114,392
83000,0.0006,0.752,1119,392
84000,0.0005,0.7432,1123,392
85000,0.0006,0.7742,1127,396
86000,0.0003,0.7684,1128,397
87000,0.0003,0.7232,1129,405
88000,0.0003,0.7463,1133,407
89000,0.0003,0.7691,1133,407
90000,0.0003,0.7699,1136,410
91000,0.0003,0.7797,1139,415
92000,0.0003,0.7647,1142,417
93000,0.0004,0.7617,1144,418
94000,0.0004,0.7976,1144,418
95000,0.0003,0.8034,1145,419
96000,0.0003,0.7903,1145,420
97000,0.0003,0.7441,1147,421
98000,0.0003,0.7506,1148,424
99000,0.0003,0.7763,1149,425
100000,0.0004,0.7366,1150,428
