steps,time_per_step,nodes,filtered_nodes
2000,0.0003,568,1
4000,0.0003,783,1
6001,0.0003,953,11
8002,0.0004,1080,26
10002,0.0004,1177,37
12002,0.0004,1275,47
14000,0.0004,1355,62
16000,0.0004,1422,78
18001,0.0004,1487,98
20002,0.0004,1528,110
22001,0.0004,1592,123
24001,0.0004,1640,135
26001,0.0004,1680,143
28000,0.0004,1730,149
30001,0.0004,1759,157
32000,0.0005,1784,167
34001,0.0004,1812,172
36002,0.0005,1838,178
38001,0.0004,1858,184
40002,0.0005,1877,193
42000,0.0005,1897,193
44000,0.0004,1925,199
46001,0.0004,1945,208
48002,0.0005,1962,212
50001,0.0005,1978,222
52002,0.0005,1994,223
54001,0.0004,2007,228
56002,0.0005,2031,233
58000,0.0005,2044,240
60002,0.0005,2057,244
62001,0.0005,2071,254
64001,0.0005,2078,259
66000,0.0005,2091,264
68001,0.0005,2110,268
70000,0.0004,2113,277
72000,0.0004,2115,289
74000,0.0005,2121,296
76000,0.0004,2128,308
78002,0.0004,2137,316
80000,0.0005,2142,328
82002,0.0004,2153,338
84000,0.0005,2159,345
86000,0.0005,2163,352
88001,0.0005,2167,358
90000,0.0005,2175,365
92002,0.0005,2186,370
94000,0.0005,2187,380
96000,0.0005,2192,384
98000,0.0005,2196,386
100000,0.0005,2205,394
102000,0.0005,2208,405
104000,0.0005,2213,407
106000,0.0005,2214,415
108002,0.0005,2216,416
110001,0.0005,2218,423
112002,0.0004,2221,425
114000,0.0004,2225,434
116002,0.0005,2225,437
118000,0.0005,2232,447
120002,0.0005,2234,449
122000,0.0005,2237,452
124001,0.0005,2238,453
126000,0.0006,2241,457
128002,0.0007,2244,461
130002,0.0005,2244,465
132000,0.0005,2245,467
134000,0.0005,2248,475
136000,0.0005,2250,475
138001,0.0005,2253,476
140000,0.0005,2259,479
142000,0.0005,2262,482
144001,0.0005,2266,483
146001,0.0005,2268,484
148000,0.0006,2271,486
150002,0.0006,2272,487
152001,0.0005,2277,487
154000,0.0005,2280,490
156001,0.0005,2282,491
158002,0.0005,2284,491
160001,0.0005,2285,494
162000,0.0005,2289,495
164000,0.0005,2289,495
166001,0.0005,2292,499
168002,0.0006,2295,500
170000,0.0005,2295,500
172002,0.0005,2296,500
174002,0.0005,2299,501
176000,0.0005,2299,501
178001,0.0005,2300,502
180001,0.0005,2301,502
182000,0.0005,2304,502
184000,0.0005,2304,503
186000,0.0005,2305,504
188000,0.0005,2307,505
190000,0.0005,2308,506
192001,0.0005,2310,508
194002,0.0005,2310,508
196000,0.0005,2314,508
198002,0.0005,2314,508
200000,0.0005,2315,509
