steps,time_per_step,nodes,filtered_nodes
2002,0.0003,543,1
4001,0.0004,772,9
6001,0.0004,948,14
8000,0.0003,1060,29
10000,0.0004,1175,43
12001,0.0004,1276,53
14001,0.0004,1348,65
16000,0.0004,1414,79
18000,0.0004,1481,88
20000,0.0004,1527,100
22000,0.0004,1579,119
24000,0.0005,1640,125
26002,0.0004,1668,136
28000,0.0004,1705,148
30000,0.0004,1731,158
32002,0.0004,1760,163
34001,0.0004,1792,168
36000,0.0004,1825,175
38001,0.0004,1849,177
40002,0.0004,1878,184
42001,0.0004,1897,191
44000,0.0004,1923,195
46002,0.0004,1938,201
48001,0.0004,1953,205
50000,0.0004,1972,209
52001,0.0004,1989,215
54000,0.0004,2015,220
56000,0.0004,2022,223
58001,0.0005,2037,229
60000,0.0004,2051,233
62001,0.0005,2054,243
64002,0.0004,2069,249
66000,0.0004,2082,258
68000,0.0004,2090,267
70000,0.0005,2099,270
72000,0.0004,2109,274
74002,0.0004,2115,283
76000,0.0004,2123,287
78001,0.0004,2137,296
80002,0.0005,2144,306
82000,0.0004,2154,307
84002,0.0004,2162,319
86001,0.0004,2168,327
88000,0.0004,2175,336
90000,0.0004,2179,345
92001,0.0004,2182,362
94000,0.0004,2188,368
96002,0.0005,2193,377
98002,0.0004,2199,381
100001,0.0005,2208,388
102001,0.0005,2212,397
104002,0.0005,2217,407
106000,0.0005,2220,412
108002,0.0004,2224,417
110001,0.0005,2232,422
112001,0.0005,2236,427
114002,0.0005,2241,431
116001,0.0004,2243,435
118002,0.0005,2250,440
120001,0.0005,2255,442
122001,0.0005,2258,444
124000,0.0005,2261,448
126001,0.0005,2261,450
128001,0.0005,2265,457
130001,0.0005,2267,457
132000,0.0007,2270,457
134000,0.0005,2271,459
136002,0.0006,2273,461
138000,0.0005,2275,462
140000,0.0005,2276,465
142000,0.0005,2277,465
144000,0.0005,2278,466
146001,0.0005,2280,468
148001,0.0005,2283,471
150002,0.0005,2285,476
152001,0.0005,2286,478
154002,0.0005,2289,480
156001,0.0005,2291,480
158000,0.0005,2294,486
160001,0.0005,2296,488
162002,0.0005,2298,489
164002,0.0005,2301,491
166002,0.0005,2303,492
168000,0.0005,2304,497
170000,0.0005,2310,500
172001,0.0005,2311,501
174001,0.0005,2313,502
176000,0.0005,2313,505
178000,0.0005,2313,506
180001,0.0006,2314,507
182001,0.0007,2314,507
184002,0.0005,2316,509
186000,0.0005,2317,509
188000,0.0005,2317,509
190000,0.0005,2319,510
192001,0.0004,2319,510
194000,0.0005,2320,512
196002,0.0005,2323,512
198000,0.0005,2325,514
200002,0.0005,2325,515
