steps,time_per_step,nodes,filtered_nodes
2001,0.0003,551,1
4002,0.0003,783,6
6000,0.0004,946,13
8000,0.0003,1073,21
10000,0.0004,1176,42
12001,0.0003,1270,55
14001,0.0004,1349,75
16001,0.0004,1416,84
18000,0.0004,1480,100
20001,0.0004,1529,118
22000,0.0004,1583,126
24000,0.0004,1610,134
26001,0.0004,1638,142
28001,0.0004,1670,150
30002,0.0004,1706,156
32000,0.0004,1745,162
34001,0.0004,1778,169
36000,0.0005,1812,176
38001,0.0004,1846,185
40000,0.0004,1877,193
42000,0.0004,1898,197
44001,0.0005,1916,203
46002,0.0004,1929,203
48000,0.0004,1948,211
50001,0.0004,1962,221
52000,0.0004,1978,227
54000,0.0004,1992,234
56000,0.0004,2005,238
58000,0.0005,2015,242
60000,0.0004,2029,242
62002,0.0004,2040,249
64001,0.0005,2051,256
66002,0.0004,2059,262
68002,0.0004,2068,267
70000,0.0004,2075,272
72002,0.0005,2088,276
74000,0.0004,2097,280
76000,0.0004,2115,294
78000,0.0004,2126,301
80002,0.0004,2133,310
82002,0.0004,2138,317
84000,0.0004,2142,324
86000,0.0004,2150,330
88000,0.0004,2160,343
90000,0.0004,2169,349
92000,0.0004,2175,362
94000,0.0005,2180,368
96002,0.0005,2186,377
98000,0.0005,2188,383
100002,0.0005,2193,388
102000,0.0004,2202,396
104001,0.0005,2206,400
106002,0.0005,2211,411
108000,0.0005,2213,415
110001,0.0004,2217,418
112001,0.0004,2224,423
114001,0.0004,2229,427
116001,0.0004,2232,431
118000,0.0004,2240,437
120000,0.0005,2243,441
122000,0.0005,2249,447
124000,0.0005,2253,451
126000,0.0005,2261,458
128002,0.0004,2262,460
130001,0.0005,2262,465
132000,0.0004,2266,469
134002,0.0005,2269,474
136000,0.0004,2275,477
138001,0.0004,2276,477
140000,0.0004,2280,478
142001,0.0004,2282,480
144001,0.0004,2284,482
146001,0.0004,2288,483
148000,0.0004,2289,487
150000,0.0004,2290,490
152001,0.0005,2290,490
154002,0.0005,2290,490
156000,0.0004,2290,490
158000,0.0004,2291,492
160000,0.0004,2294,492
162000,0.0005,2294,493
164000,0.0004,2295,495
166000,0.0004,2299,497
168002,0.0005,2302,498
170002,0.0005,2302,500
172000,0.0004,2304,500
174002,0.0005,2305,500
176001,0.0005,2307,504
178001,0.0005,2308,507
180002,0.0005,2309,507
182000,0.0005,2310,509
184002,0.0005,2310,509
186000,0.0005,2311,511
188002,0.0005,2313,511
190002,0.0004,2313,514
192000,0.0005,2314,514
194000,0.0005,2318,515
196002,0.0004,2318,517
198000,0.0005,2318,517
200002,0.0005,2319,517
