steps,time_per_step,nodes,filtered_nodes
2001,0.0002,565,1
4001,0.0003,787,7
6002,0.0004,952,18
8002,0.0003,1089,29
10000,0.0003,1181,38
12000,0.0003,1265,53
14001,0.0004,1335,65
16001,0.0004,1420,82
18000,0.0004,1484,92
20002,0.0004,1543,103
22001,0.0004,1598,115
24002,0.0004,1643,127
26002,0.0004,1684,133
28000,0.0004,1717,143
30002,0.0004,1756,150
32000,0.0004,1792,157
34002,0.0004,1812,168
36002,0.0004,1839,175
38000,0.0004,1863,180
40000,0.0004,1895,184
42000,0.0004,1916,190
44001,0.0004,1936,195
46000,0.0004,1956,199
48000,0.0004,1973,206
50001,0.0004,1987,216
52001,0.0004,2003,225
54002,0.0004,2017,233
56000,0.0004,2033,237
58002,0.0004,2051,247
60001,0.0005,2063,252
62000,0.0005,2074,256
64000,0.0004,2081,265
66002,0.0004,2087,277
68000,0.0005,2096,287
70001,0.0005,2099,292
72001,0.0005,2106,300
74000,0.0005,2117,305
76002,0.0004,2123,313
78000,0.0005,2130,319
80001,0.0005,2135,328
82002,0.0004,2141,334
84000,0.0005,2150,349
86002,0.0004,2153,356
88001,0.0004,2163,365
90000,0.0004,2171,377
92002,0.0004,2174,382
94000,0.0005,2176,385
96001,0.0005,2183,393
98001,0.0004,2191,399
100000,0.0004,2196,405
102001,0.0005,2201,410
104000,0.0005,2209,418
106001,0.0005,2215,422
108002,0.0004,2222,427
110000,0.0005,2225,429
112002,0.0005,2228,432
114000,0.0005,2232,436
116002,0.0005,2237,441
118002,0.0005,2241,447
120001,0.0005,2244,449
122002,0.0005,2246,452
124000,0.0004,2248,452
126002,0.0005,2253,452
128002,0.0004,2256,453
130001,0.0005,2257,457
132001,0.0004,2259,462
134002,0.0005,2261,463
136002,0.0004,2264,463
138002,0.0005,2271,468
140002,0.0005,2271,469
142002,0.0005,2274,471
144000,0.0004,2277,474
146000,0.0005,2280,480
148000,0.0004,2284,482
150000,0.0004,2288,486
152002,0.0005,2288,487
154002,0.0004,2292,487
156000,0.0004,2295,489
158000,0.0004,2295,492
160001,0.0004,2296,492
162001,0.0005,2297,492
164002,0.0005,2297,493
166000,0.0005,2300,494
168000,0.0005,2305,495
170001,0.0005,2305,495
172000,0.0005,2308,498
174000,0.0004,2310,500
176002,0.0005,2314,502
178000,0.0005,2314,503
180002,0.0005,2315,503
182001,0.0005,2317,507
184001,0.0005,2320,507
186001,0.0004,2323,507
188000,0.0005,2325,508
190002,0.0005,2326,508
192002,0.0005,2326,509
194000,0.0004,2328,510
196000,0.0004,2330,511
198001,0.0005,2330,512
200002,0.0005,2331,512
