steps,best_pred_error_rate
250,"{0: 0.95, 1: 0.43, 2: 0.56, 3: 0.48, 4: 0.46}"
500,"{0: 0.95, 1: 0.27, 2: 0.35, 3: 0.4, 4: 0.36}"
750,"{0: 0.95, 1: 0.4, 2: 0.38, 3: 0.31, 4: 0.44}"
1000,"{0: 0.96, 1: 0.34, 2: 0.44, 3: 0.37, 4: 0.51}"
1250,"{0: 0.98, 1: 0.32, 2: 0.33, 3: 0.38, 4: 0.32}"
1500,"{0: 0.93, 1: 0.34, 2: 0.32, 3: 0.37, 4: 0.34}"
1750,"{0: 0.93, 1: 0.46, 2: 0.32, 3: 0.36, 4: 0.46}"
2000,"{0: 0.86, 1: 0.33, 2: 0.34, 3: 0.4, 4: 0.29}"
2250,"{0: 0.98, 1: 0.38, 2: 0.39, 3: 0.38, 4: 0.37}"
2500,"{0: 0.93, 1: 0.32, 2: 0.34, 3: 0.46, 4: 0.39}"
2750,"{0: 0.94, 1: 0.33, 2: 0.34, 3: 0.38, 4: 0.31}"
3000,"{0: 0.91, 1: 0.38, 2: 0.35, 3: 0.29, 4: 0.36}"
3250,"{0: 0.9, 1: 0.33, 2: 0.3, 3: 0.46, 4: 0.4}"
3500,"{0: 0.97, 1: 0.37, 2: 0.34, 3: 0.35, 4: 0.35}"
3750,"{0: 0.95, 1: 0.4, 2: 0.42, 3: 0.36, 4: 0.32}"
4000,"{0: 0.95, 1: 0.3, 2: 0.39, 3: 0.35, 4: 0.36}"
4250,"{0: 0.91, 1: 0.35, 2: 0.28, 3: 0.41, 4: 0.3}"
4500,"{0: 0.97, 1: 0.36, 2: 0.36, 3: 0.23, 4: 0.34}"
4750,"{0: 0.98, 1: 0.4, 2: 0.38, 3: 0.37, 4: 0.29}"
5000,"{0: 0.94, 1: 0.41, 2: 0.32, 3: 0.32, 4: 0.38}"
5250,"{0: 0.96, 1: 0.39, 2: 0.39, 3: 0.38, 4: 0.42}"
5500,"{0: 0.97, 1: 0.41, 2: 0.33, 3: 0.35, 4: 0.33}"
5750,"{0: 0.92, 1: 0.37, 2: 0.27, 3: 0.34, 4: 0.38}"
6000,"{0: 0.97, 1: 0.4, 2: 0.35, 3: 0.46, 4: 0.39}"
6250,"{0: 0.96, 1: 0.34, 2: 0.3, 3: 0.26, 4: 0.4}"
6500,"{0: 0.97, 1: 0.38, 2: 0.37, 3: 0.31, 4: 0.25}"
6750,"{0: 0.97, 1: 0.45, 2: 0.38, 3: 0.31, 4: 0.38}"
7000,"{0: 0.96, 1: 0.38, 2: 0.32, 3: 0.37, 4: 0.37}"
7250,"{0: 0.94, 1: 0.44, 2: 0.32, 3: 0.37, 4: 0.31}"
7500,"{0: 0.98, 1: 0.43, 2: 0.35, 3: 0.37, 4: 0.32}"
7750,"{0: 0.95, 1: 0.41, 2: 0.33, 3: 0.28, 4: 0.29}"
8000,"{0: 0.93, 1: 0.45, 2: 0.39, 3: 0.34, 4: 0.31}"
8250,"{0: 0.95, 1: 0.48, 2: 0.32, 3: 0.3, 4: 0.31}"
8500,"{0: 0.93, 1: 0.45, 2: 0.28, 3: 0.34, 4: 0.33}"
8750,"{0: 0.94, 1: 0.38, 2: 0.3, 3: 0.33, 4: 0.29}"
9000,"{0: 0.96, 1: 0.43, 2: 0.43, 3: 0.33, 4: 0.31}"
9250,"{0: 0.95, 1: 0.46, 2: 0.29, 3: 0.33, 4: 0.29}"
9500,"{0: 0.92, 1: 0.43, 2: 0.33, 3: 0.35, 4: 0.33}"
9750,"{0: 0.97, 1: 0.43, 2: 0.35, 3: 0.28, 4: 0.27}"
10000,"{0: 0.93, 1: 0.44, 2: 0.37, 3: 0.34, 4: 0.31}"
10250,"{0: 0.98, 1: 0.43, 2: 0.29, 3: 0.29, 4: 0.32}"
10500,"{0: 0.94, 1: 0.44, 2: 0.3, 3: 0.29, 4: 0.29}"
10750,"{0: 0.95, 1: 0.42, 2: 0.27, 3: 0.22, 4: 0.3}"
11000,"{0: 0.93, 1: 0.44, 2: 0.33, 3: 0.33, 4: 0.26}"
11250,"{0: 0.98, 1: 0.42, 2: 0.2, 3: 0.28, 4: 0.32}"
11500,"{0: 0.91, 1: 0.44, 2: 0.36, 3: 0.28, 4: 0.34}"
11750,"{0: 0.95, 1: 0.55, 2: 0.22, 3: 0.35, 4: 0.24}"
12000,"{0: 0.95, 1: 0.4, 2: 0.31, 3: 0.25, 4: 0.33}"
12250,"{0: 0.97, 1: 0.45, 2: 0.28, 3: 0.31, 4: 0.31}"
12500,"{0: 0.94, 1: 0.36, 2: 0.34, 3: 0.33, 4: 0.3}"
12750,"{0: 0.93, 1: 0.45, 2: 0.29, 3: 0.29, 4: 0.35}"
13000,"{0: 0.94, 1: 0.41, 2: 0.31, 3: 0.4, 4: 0.39}"
13250,"{0: 0.95, 1: 0.51, 2: 0.31, 3: 0.28, 4: 0.27}"
13500,"{0: 0.92, 1: 0.32, 2: 0.37, 3: 0.33, 4: 0.27}"
13750,"{0: 0.94, 1: 0.43, 2: 0.31, 3: 0.28, 4: 0.19}"
14000,"{0: 0.99, 1: 0.38, 2: 0.33, 3: 0.26, 4: 0.28}"
14250,"{0: 0.95, 1: 0.39, 2: 0.29, 3: 0.29, 4: 0.36}"
14500,"{0: 0.94, 1: 0.33, 2: 0.25, 3: 0.25, 4: 0.27}"
14750,"{0: 0.93, 1: 0.4, 2: 0.25, 3: 0.26, 4: 0.31}"
15000,"{0: 0.95, 1: 0.39, 2: 0.3, 3: 0.37, 4: 0.22}"
15250,"{0: 0.92, 1: 0.36, 2: 0.39, 3: 0.31, 4: 0.33}"
15500,"{0: 0.96, 1: 0.43, 2: 0.3, 3: 0.34, 4: 0.27}"
15750,"{0: 0.94, 1: 0.42, 2: 0.27, 3: 0.27, 4: 0.33}"
16000,"{0: 0.9, 1: 0.42, 2: 0.31, 3: 0.19, 4: 0.21}"
16250,"{0: 0.95, 1: 0.39, 2: 0.27, 3: 0.27, 4: 0.24}"
16500,"{0: 0.91, 1: 0.38, 2: 0.31, 3: 0.35, 4: 0.29}"
16750,"{0: 0.95, 1: 0.42, 2: 0.32, 3: 0.42, 4: 0.32}"
17000,"{0: 0.94, 1: 0.36, 2: 0.31, 3: 0.36, 4: 0.36}"
17250,"{0: 0.91, 1: 0.35, 2: 0.27, 3: 0.27, 4: 0.24}"
17500,"{0: 0.95, 1: 0.41, 2: 0.29, 3: 0.39, 4: 0.31}"
17750,"{0: 0.93, 1: 0.42, 2: 0.26, 3: 0.2, 4: 0.22}"
18000,"{0: 0.92, 1: 0.31, 2: 0.34, 3: 0.4, 4: 0.29}"
18250,"{0: 0.94, 1: 0.34, 2: 0.34, 3: 0.26, 4: 0.29}"
18500,"{0: 0.96, 1: 0.35, 2: 0.24, 3: 0.26, 4: 0.26}"
18750,"{0: 0.98, 1: 0.37, 2: 0.31, 3: 0.4, 4: 0.24}"
19000,"{0: 0.96, 1: 0.43, 2: 0.3, 3: 0.33, 4: 0.23}"
19250,"{0: 0.95, 1: 0.35, 2: 0.27, 3: 0.31, 4: 0.28}"
19500,"{0: 0.96, 1: 0.48, 2: 0.29, 3: 0.38, 4: 0.29}"
19750,"{0: 0.98, 1: 0.45, 2: 0.3, 3: 0.24, 4: 0.34}"
20000,"{0: 0.95, 1: 0.46, 2: 0.29, 3: 0.3, 4: 0.25}"
20250,"{0: 0.91, 1: 0.49, 2: 0.35, 3: 0.21, 4: 0.31}"
20500,"{0: 0.92, 1: 0.42, 2: 0.43, 3: 0.34, 4: 0.21}"
20750,"{0: 0.98, 1: 0.38, 2: 0.32, 3: 0.27, 4: 0.23}"
21000,"{0: 0.99, 1: 0.54, 2: 0.32, 3: 0.24, 4: 0.34}"
21250,"{0: 0.97, 1: 0.44, 2: 0.34, 3: 0.33, 4: 0.36}"
21500,"{0: 0.98, 1: 0.48, 2: 0.3, 3: 0.25, 4: 0.22}"
21750,"{0: 0.98, 1: 0.5, 2: 0.3, 3: 0.21, 4: 0.31}"
22000,"{0: 0.96, 1: 0.44, 2: 0.33, 3: 0.41, 4: 0.3}"
22250,"{0: 0.96, 1: 0.36, 2: 0.29, 3: 0.33, 4: 0.39}"
22500,"{0: 0.93, 1: 0.42, 2: 0.3, 3: 0.21, 4: 0.19}"
22750,"{0: 0.96, 1: 0.4, 2: 0.24, 3: 0.23, 4: 0.25}"
23000,"{0: 0.92, 1: 0.43, 2: 0.35, 3: 0.24, 4: 0.3}"
23250,"{0: 0.96, 1: 0.44, 2: 0.42, 3: 0.3, 4: 0.22}"
23500,"{0: 0.95, 1: 0.48, 2: 0.3, 3: 0.35, 4: 0.37}"
23750,"{0: 0.95, 1: 0.45, 2: 0.33, 3: 0.23, 4: 0.29}"
24000,"{0: 0.96, 1: 0.46, 2: 0.33, 3: 0.33, 4: 0.33}"
24250,"{0: 0.93, 1: 0.41, 2: 0.37, 3: 0.24, 4: 0.29}"
24500,"{0: 0.98, 1: 0.4, 2: 0.29, 3: 0.32, 4: 0.21}"
24750,"{0: 0.97, 1: 0.42, 2: 0.3, 3: 0.22, 4: 0.24}"
25000,"{0: 0.93, 1: 0.42, 2: 0.28, 3: 0.3, 4: 0.29}"
