steps,best_pred_error_rate
15500,"{0: 0.95, 1: 0.37, 2: 0.29, 3: 0.3, 4: 0.29}"
15750,"{0: 0.96, 1: 0.43, 2: 0.27, 3: 0.27, 4: 0.33}"
16000,"{0: 0.97, 1: 0.41, 2: 0.26, 3: 0.22, 4: 0.19}"
16250,"{0: 0.93, 1: 0.5, 2: 0.23, 3: 0.28, 4: 0.23}"
16500,"{0: 0.97, 1: 0.5, 2: 0.31, 3: 0.28, 4: 0.35}"
16750,"{0: 0.96, 1: 0.41, 2: 0.29, 3: 0.33, 4: 0.38}"
17000,"{0: 0.92, 1: 0.46, 2: 0.3, 3: 0.28, 4: 0.26}"
17250,"{0: 0.97, 1: 0.43, 2: 0.37, 3: 0.39, 4: 0.35}"
17500,"{0: 0.98, 1: 0.47, 2: 0.34, 3: 0.35, 4: 0.28}"
17750,"{0: 0.98, 1: 0.41, 2: 0.27, 3: 0.3, 4: 0.24}"
18000,"{0: 0.98, 1: 0.37, 2: 0.35, 3: 0.25, 4: 0.36}"
18250,"{0: 0.95, 1: 0.4, 2: 0.33, 3: 0.33, 4: 0.25}"
18500,"{0: 0.93, 1: 0.35, 2: 0.36, 3: 0.32, 4: 0.33}"
18750,"{0: 0.97, 1: 0.39, 2: 0.31, 3: 0.3, 4: 0.29}"
19000,"{0: 0.95, 1: 0.38, 2: 0.36, 3: 0.35, 4: 0.32}"
19250,"{0: 0.98, 1: 0.4, 2: 0.24, 3: 0.3, 4: 0.27}"
19500,"{0: 0.97, 1: 0.47, 2: 0.3, 3: 0.27, 4: 0.27}"
19750,"{0: 0.95, 1: 0.43, 2: 0.37, 3: 0.24, 4: 0.26}"
20000,"{0: 0.95, 1: 0.42, 2: 0.31, 3: 0.42, 4: 0.32}"
20250,"{0: 0.97, 1: 0.48, 2: 0.28, 3: 0.33, 4: 0.39}"
20500,"{0: 0.97, 1: 0.43, 2: 0.27, 3: 0.28, 4: 0.34}"
20750,"{0: 0.89, 1: 0.45, 2: 0.41, 3: 0.25, 4: 0.32}"
21000,"{0: 0.95, 1: 0.41, 2: 0.36, 3: 0.29, 4: 0.33}"
21250,"{0: 0.97, 1: 0.39, 2: 0.26, 3: 0.3, 4: 0.34}"
21500,"{0: 0.96, 1: 0.35, 2: 0.3, 3: 0.25, 4: 0.34}"
21750,"{0: 0.95, 1: 0.37, 2: 0.35, 3: 0.26, 4: 0.22}"
22000,"{0: 0.97, 1: 0.46, 2: 0.33, 3: 0.24, 4: 0.25}"
22250,"{0: 0.92, 1: 0.48, 2: 0.27, 3: 0.3, 4: 0.34}"
22500,"{0: 0.93, 1: 0.35, 2: 0.31, 3: 0.32, 4: 0.22}"
22750,"{0: 0.96, 1: 0.41, 2: 0.24, 3: 0.37, 4: 0.31}"
23000,"{0: 0.91, 1: 0.49, 2: 0.36, 3: 0.29, 4: 0.39}"
23250,"{0: 0.93, 1: 0.41, 2: 0.33, 3: 0.36, 4: 0.3}"
23500,"{0: 0.97, 1: 0.54, 2: 0.34, 3: 0.27, 4: 0.3}"
23750,"{0: 0.96, 1: 0.46, 2: 0.34, 3: 0.26, 4: 0.33}"
24000,"{0: 0.98, 1: 0.46, 2: 0.42, 3: 0.3, 4: 0.31}"
24250,"{0: 0.92, 1: 0.46, 2: 0.27, 3: 0.33, 4: 0.31}"
24500,"{0: 0.98, 1: 0.44, 2: 0.34, 3: 0.24, 4: 0.29}"
24750,"{0: 0.93, 1: 0.4, 2: 0.33, 3: 0.37, 4: 0.28}"
25000,"{0: 0.94, 1: 0.36, 2: 0.32, 3: 0.35, 4: 0.32}"
