steps,best_pred_error_rate
250,"{0: 0.92, 1: 0.56, 2: 0.48, 3: 0.58, 4: 0.58}"
500,"{0: 0.96, 1: 0.4, 2: 0.42, 3: 0.5, 4: 0.39}"
750,"{0: 0.99, 1: 0.32, 2: 0.48, 3: 0.4, 4: 0.36}"
1000,"{0: 0.91, 1: 0.38, 2: 0.44, 3: 0.47, 4: 0.35}"
1250,"{0: 0.97, 1: 0.42, 2: 0.45, 3: 0.44, 4: 0.35}"
1500,"{0: 0.94, 1: 0.37, 2: 0.31, 3: 0.37, 4: 0.34}"
1750,"{0: 0.9, 1: 0.38, 2: 0.26, 3: 0.26, 4: 0.36}"
2000,"{0: 0.96, 1: 0.4, 2: 0.29, 3: 0.34, 4: 0.28}"
2250,"{0: 0.95, 1: 0.47, 2: 0.39, 3: 0.34, 4: 0.33}"
2500,"{0: 0.96, 1: 0.37, 2: 0.38, 3: 0.43, 4: 0.41}"
2750,"{0: 0.96, 1: 0.49, 2: 0.41, 3: 0.39, 4: 0.39}"
3000,"{0: 0.91, 1: 0.37, 2: 0.42, 3: 0.31, 4: 0.26}"
3250,"{0: 0.99, 1: 0.37, 2: 0.35, 3: 0.36, 4: 0.36}"
3500,"{0: 0.92, 1: 0.44, 2: 0.41, 3: 0.34, 4: 0.32}"
3750,"{0: 0.99, 1: 0.5, 2: 0.37, 3: 0.37, 4: 0.33}"
4000,"{0: 0.94, 1: 0.31, 2: 0.24, 3: 0.45, 4: 0.34}"
4250,"{0: 0.95, 1: 0.37, 2: 0.36, 3: 0.3, 4: 0.4}"
4500,"{0: 0.95, 1: 0.4, 2: 0.3, 3: 0.4, 4: 0.31}"
4750,"{0: 0.94, 1: 0.43, 2: 0.36, 3: 0.36, 4: 0.43}"
5000,"{0: 0.97, 1: 0.39, 2: 0.39, 3: 0.31, 4: 0.27}"
5250,"{0: 0.96, 1: 0.53, 2: 0.44, 3: 0.3, 4: 0.42}"
5500,"{0: 0.96, 1: 0.43, 2: 0.33, 3: 0.42, 4: 0.34}"
5750,"{0: 0.9, 1: 0.55, 2: 0.29, 3: 0.27, 4: 0.25}"
6000,"{0: 0.96, 1: 0.42, 2: 0.31, 3: 0.36, 4: 0.25}"
