steps,best_pred_error_rate
250,"{0: 0.97, 1: 0.47, 2: 0.46, 3: 0.44, 4: 0.48}"
500,"{0: 0.95, 1: 0.41, 2: 0.41, 3: 0.42, 4: 0.43}"
750,"{0: 0.98, 1: 0.44, 2: 0.38, 3: 0.38, 4: 0.39}"
1000,"{0: 0.94, 1: 0.35, 2: 0.33, 3: 0.26, 4: 0.38}"
1250,"{0: 0.95, 1: 0.41, 2: 0.43, 3: 0.33, 4: 0.42}"
1500,"{0: 0.95, 1: 0.34, 2: 0.31, 3: 0.32, 4: 0.23}"
1750,"{0: 0.93, 1: 0.3, 2: 0.39, 3: 0.32, 4: 0.41}"
2000,"{0: 0.94, 1: 0.32, 2: 0.42, 3: 0.32, 4: 0.42}"
2250,"{0: 0.95, 1: 0.5, 2: 0.35, 3: 0.46, 4: 0.35}"
2500,"{0: 0.92, 1: 0.29, 2: 0.32, 3: 0.28, 4: 0.26}"
2750,"{0: 0.97, 1: 0.28, 2: 0.32, 3: 0.39, 4: 0.36}"
3000,"{0: 0.96, 1: 0.47, 2: 0.32, 3: 0.45, 4: 0.42}"
3250,"{0: 0.94, 1: 0.56, 2: 0.34, 3: 0.33, 4: 0.3}"
3500,"{0: 0.96, 1: 0.43, 2: 0.33, 3: 0.29, 4: 0.35}"
3750,"{0: 0.96, 1: 0.52, 2: 0.28, 3: 0.29, 4: 0.28}"
4000,"{0: 0.96, 1: 0.37, 2: 0.31, 3: 0.35, 4: 0.42}"
4250,"{0: 0.94, 1: 0.35, 2: 0.27, 3: 0.31, 4: 0.38}"
4500,"{0: 0.97, 1: 0.46, 2: 0.27, 3: 0.23, 4: 0.37}"
4750,"{0: 0.93, 1: 0.38, 2: 0.34, 3: 0.27, 4: 0.31}"
5000,"{0: 0.91, 1: 0.37, 2: 0.32, 3: 0.28, 4: 0.37}"
5250,"{0: 0.92, 1: 0.42, 2: 0.41, 3: 0.36, 4: 0.36}"
5500,"{0: 0.96, 1: 0.38, 2: 0.33, 3: 0.3, 4: 0.28}"
5750,"{0: 0.97, 1: 0.39, 2: 0.26, 3: 0.32, 4: 0.31}"
6000,"{0: 0.92, 1: 0.34, 2: 0.39, 3: 0.28, 4: 0.37}"
6250,"{0: 0.95, 1: 0.38, 2: 0.24, 3: 0.35, 4: 0.29}"
6500,"{0: 0.95, 1: 0.35, 2: 0.31, 3: 0.31, 4: 0.35}"
6750,"{0: 0.96, 1: 0.4, 2: 0.28, 3: 0.29, 4: 0.31}"
7000,"{0: 0.96, 1: 0.38, 2: 0.29, 3: 0.32, 4: 0.3}"
7250,"{0: 0.96, 1: 0.43, 2: 0.31, 3: 0.37, 4: 0.3}"
7500,"{0: 0.94, 1: 0.37, 2: 0.28, 3: 0.37, 4: 0.26}"
7750,"{0: 0.95, 1: 0.32, 2: 0.32, 3: 0.31, 4: 0.45}"
8000,"{0: 0.98, 1: 0.41, 2: 0.32, 3: 0.26, 4: 0.32}"
8250,"{0: 0.94, 1: 0.4, 2: 0.41, 3: 0.38, 4: 0.31}"
8500,"{0: 0.96, 1: 0.49, 2: 0.31, 3: 0.33, 4: 0.37}"
8750,"{0: 0.94, 1: 0.34, 2: 0.3, 3: 0.31, 4: 0.33}"
9000,"{0: 0.97, 1: 0.55, 2: 0.42, 3: 0.33, 4: 0.36}"
9250,"{0: 0.97, 1: 0.41, 2: 0.28, 3: 0.28, 4: 0.34}"
9500,"{0: 0.98, 1: 0.42, 2: 0.34, 3: 0.3, 4: 0.29}"
9750,"{0: 0.96, 1: 0.47, 2: 0.3, 3: 0.38, 4: 0.31}"
10000,"{0: 0.94, 1: 0.4, 2: 0.26, 3: 0.31, 4: 0.3}"
10250,"{0: 0.95, 1: 0.43, 2: 0.33, 3: 0.24, 4: 0.36}"
10500,"{0: 0.93, 1: 0.33, 2: 0.38, 3: 0.28, 4: 0.33}"
10750,"{0: 0.96, 1: 0.35, 2: 0.37, 3: 0.29, 4: 0.33}"
11000,"{0: 0.97, 1: 0.52, 2: 0.35, 3: 0.3, 4: 0.32}"
11250,"{0: 0.91, 1: 0.4, 2: 0.33, 3: 0.28, 4: 0.28}"
11500,"{0: 0.89, 1: 0.41, 2: 0.35, 3: 0.36, 4: 0.24}"
11750,"{0: 0.96, 1: 0.49, 2: 0.32, 3: 0.28, 4: 0.28}"
12000,"{0: 0.97, 1: 0.42, 2: 0.42, 3: 0.27, 4: 0.36}"
12250,"{0: 0.92, 1: 0.43, 2: 0.32, 3: 0.28, 4: 0.26}"
12500,"{0: 0.93, 1: 0.5, 2: 0.29, 3: 0.26, 4: 0.35}"
12750,"{0: 0.92, 1: 0.44, 2: 0.39, 3: 0.32, 4: 0.38}"
13000,"{0: 0.92, 1: 0.33, 2: 0.32, 3: 0.41, 4: 0.28}"
13250,"{0: 0.96, 1: 0.46, 2: 0.35, 3: 0.28, 4: 0.29}"
13500,"{0: 0.94, 1: 0.48, 2: 0.32, 3: 0.24, 4: 0.32}"
13750,"{0: 0.95, 1: 0.5, 2: 0.38, 3: 0.31, 4: 0.28}"
14000,"{0: 0.96, 1: 0.41, 2: 0.21, 3: 0.29, 4: 0.35}"
14250,"{0: 0.97, 1: 0.43, 2: 0.39, 3: 0.35, 4: 0.33}"
14500,"{0: 0.93, 1: 0.39, 2: 0.36, 3: 0.35, 4: 0.27}"
14750,"{0: 0.92, 1: 0.33, 2: 0.34, 3: 0.35, 4: 0.29}"
15000,"{0: 0.95, 1: 0.4, 2: 0.3, 3: 0.33, 4: 0.33}"
15250,"{0: 0.92, 1: 0.44, 2: 0.29, 3: 0.24, 4: 0.3}"
15500,"{0: 0.91, 1: 0.45, 2: 0.33, 3: 0.31, 4: 0.29}"
15750,"{0: 0.93, 1: 0.39, 2: 0.32, 3: 0.33, 4: 0.32}"
16000,"{0: 0.96, 1: 0.37, 2: 0.3, 3: 0.26, 4: 0.25}"
16250,"{0: 0.93, 1: 0.41, 2: 0.27, 3: 0.34, 4: 0.34}"
16500,"{0: 0.95, 1: 0.38, 2: 0.33, 3: 0.32, 4: 0.31}"
16750,"{0: 0.91, 1: 0.47, 2: 0.36, 3: 0.35, 4: 0.28}"
17000,"{0: 0.89, 1: 0.42, 2: 0.34, 3: 0.26, 4: 0.33}"
17250,"{0: 0.95, 1: 0.43, 2: 0.36, 3: 0.32, 4: 0.28}"
17500,"{0: 0.91, 1: 0.4, 2: 0.36, 3: 0.31, 4: 0.32}"
17750,"{0: 0.99, 1: 0.5, 2: 0.32, 3: 0.27, 4: 0.26}"
18000,"{0: 0.96, 1: 0.45, 2: 0.28, 3: 0.28, 4: 0.34}"
18250,"{0: 0.93, 1: 0.41, 2: 0.35, 3: 0.36, 4: 0.36}"
18500,"{0: 0.97, 1: 0.44, 2: 0.31, 3: 0.34, 4: 0.36}"
18750,"{0: 0.94, 1: 0.44, 2: 0.3, 3: 0.32, 4: 0.32}"
19000,"{0: 0.94, 1: 0.4, 2: 0.39, 3: 0.33, 4: 0.27}"
19250,"{0: 0.95, 1: 0.46, 2: 0.35, 3: 0.4, 4: 0.3}"
19500,"{0: 0.93, 1: 0.44, 2: 0.27, 3: 0.29, 4: 0.3}"
19750,"{0: 0.96, 1: 0.48, 2: 0.37, 3: 0.21, 4: 0.33}"
20000,"{0: 0.94, 1: 0.35, 2: 0.32, 3: 0.31, 4: 0.24}"
20250,"{0: 0.96, 1: 0.45, 2: 0.35, 3: 0.27, 4: 0.27}"
20500,"{0: 0.9, 1: 0.4, 2: 0.34, 3: 0.3, 4: 0.28}"
20750,"{0: 0.97, 1: 0.51, 2: 0.25, 3: 0.29, 4: 0.23}"
21000,"{0: 0.9, 1: 0.41, 2: 0.39, 3: 0.32, 4: 0.27}"
21250,"{0: 0.97, 1: 0.38, 2: 0.29, 3: 0.29, 4: 0.21}"
21500,"{0: 0.91, 1: 0.42, 2: 0.23, 3: 0.26, 4: 0.27}"
21750,"{0: 0.89, 1: 0.37, 2: 0.3, 3: 0.34, 4: 0.27}"
22000,"{0: 0.96, 1: 0.42, 2: 0.33, 3: 0.3, 4: 0.31}"
22250,"{0: 0.93, 1: 0.41, 2: 0.34, 3: 0.26, 4: 0.26}"
22500,"{0: 0.92, 1: 0.45, 2: 0.26, 3: 0.31, 4: 0.2}"
22750,"{0: 0.96, 1: 0.44, 2: 0.32, 3: 0.25, 4: 0.25}"
23000,"{0: 0.94, 1: 0.37, 2: 0.28, 3: 0.25, 4: 0.22}"
23250,"{0: 0.92, 1: 0.46, 2: 0.34, 3: 0.28, 4: 0.3}"
23500,"{0: 0.99, 1: 0.46, 2: 0.37, 3: 0.26, 4: 0.2}"
23750,"{0: 0.97, 1: 0.5, 2: 0.25, 3: 0.31, 4: 0.27}"
24000,"{0: 0.98, 1: 0.49, 2: 0.34, 3: 0.27, 4: 0.24}"
