total_steps,0,1,2,3
1000,0.94,0.38,0.45,0.37
2000,0.97,0.37,0.35,0.39
3000,0.94,0.36,0.36,0.44
4000,0.95,0.47,0.34,0.33
5000,0.92,0.37,0.35,0.35
6000,0.93,0.43,0.33,0.36
7000,0.94,0.46,0.33,0.32
8000,0.93,0.45,0.4,0.28
9000,0.96,0.35,0.33,0.31
10000,0.92,0.41,0.38,0.35
11000,0.95,0.41,0.27,0.3
12000,0.95,0.53,0.38,0.37
13000,0.94,0.41,0.33,0.26
14000,0.95,0.37,0.29,0.3
15000,0.93,0.36,0.24,0.27
16000,0.94,0.44,0.37,0.33
17000,0.92,0.47,0.32,0.36
18000,0.95,0.54,0.26,0.25
19000,0.95,0.47,0.26,0.31
20000,0.92,0.39,0.32,0.33
21000,0.91,0.47,0.33,0.33
22000,0.95,0.59,0.36,0.28
23000,0.95,0.48,0.24,0.25
24000,0.95,0.43,0.27,0.33
25000,0.94,0.42,0.35,0.28
26000,0.93,0.45,0.24,0.31
27000,0.95,0.49,0.28,0.28
28000,0.92,0.52,0.28,0.28
29000,0.91,0.44,0.27,0.24
30000,0.89,0.51,0.28,0.32
31000,0.96,0.35,0.29,0.21
32000,0.94,0.45,0.28,0.31
33000,0.97,0.43,0.29,0.31
34000,0.96,0.43,0.31,0.29
35000,0.97,0.42,0.25,0.2
36000,0.98,0.39,0.32,0.24
37000,0.99,0.37,0.25,0.23
38000,0.93,0.38,0.31,0.28
39000,0.94,0.54,0.3,0.27
40000,0.94,0.4,0.27,0.27
41000,0.99,0.44,0.34,0.19
42000,0.95,0.42,0.31,0.19
43000,0.94,0.43,0.3,0.31
44000,0.93,0.43,0.25,0.24
45000,0.87,0.42,0.33,0.32
46000,0.9,0.47,0.23,0.35
47000,0.97,0.49,0.34,0.3
48000,0.96,0.46,0.28,0.29
49000,0.87,0.53,0.3,0.23
50000,0.95,0.42,0.32,0.22
51000,0.93,0.4,0.34,0.26
52000,1.0,0.42,0.34,0.2
53000,0.86,0.43,0.3,0.25
54000,0.97,0.52,0.26,0.29
55000,0.95,0.43,0.27,0.32
56000,0.95,0.38,0.31,0.26
57000,0.95,0.45,0.27,0.22
58000,0.93,0.43,0.31,0.24
59000,0.94,0.42,0.26,0.3
60000,0.94,0.44,0.4,0.27
61000,0.94,0.49,0.24,0.28
62000,0.97,0.44,0.23,0.29
63000,0.97,0.38,0.23,0.25
64000,0.99,0.38,0.35,0.24
65000,0.94,0.47,0.3,0.34
66000,0.94,0.46,0.29,0.27
67000,0.94,0.34,0.27,0.24
68000,0.94,0.35,0.29,0.27
69000,0.93,0.44,0.3,0.21
70000,0.96,0.46,0.32,0.23
71000,0.92,0.39,0.37,0.26
72000,0.96,0.49,0.24,0.25
73000,0.91,0.45,0.36,0.23
74000,0.95,0.41,0.37,0.27
75000,0.93,0.41,0.31,0.2
76000,0.92,0.5,0.31,0.24
77000,0.96,0.39,0.2,0.27
78000,0.94,0.46,0.33,0.23
79000,0.92,0.36,0.27,0.24
80000,0.93,0.37,0.35,0.33
81000,0.98,0.37,0.38,0.22
82000,0.98,0.52,0.3,0.28
83000,0.95,0.47,0.35,0.19
84000,0.9,0.47,0.33,0.23
85000,0.94,0.51,0.26,0.17
86000,0.96,0.41,0.3,0.27
87000,0.95,0.52,0.43,0.22
88000,0.98,0.43,0.34,0.33
89000,0.93,0.39,0.33,0.32
90000,0.97,0.41,0.28,0.31
91000,0.94,0.48,0.29,0.2
92000,0.87,0.46,0.24,0.24
93000,0.96,0.46,0.4,0.23
94000,0.96,0.43,0.45,0.25
95000,0.97,0.43,0.29,0.24
96000,0.96,0.41,0.31,0.22
97000,0.94,0.36,0.34,0.2
98000,0.95,0.56,0.31,0.2
99000,0.96,0.48,0.23,0.3
100000,0.93,0.45,0.3,0.31
