total_steps,0,1,2,3
1000,0.95,0.42,0.48,0.39
2000,0.95,0.45,0.41,0.38
3000,0.94,0.45,0.38,0.4
4000,0.95,0.38,0.42,0.38
5000,0.95,0.41,0.32,0.4
6000,0.92,0.46,0.32,0.37
7000,0.97,0.52,0.32,0.38
8000,0.95,0.48,0.3,0.31
9000,0.91,0.4,0.29,0.37
10000,0.97,0.41,0.41,0.37
11000,0.97,0.37,0.36,0.33
12000,0.98,0.42,0.29,0.27
13000,0.95,0.44,0.2,0.24
14000,0.96,0.34,0.36,0.37
15000,0.97,0.46,0.35,0.37
16000,0.93,0.33,0.29,0.32
17000,0.95,0.32,0.27,0.22
18000,0.92,0.5,0.32,0.27
19000,0.95,0.49,0.3,0.24
20000,0.95,0.49,0.36,0.31
21000,0.95,0.44,0.25,0.22
22000,0.92,0.49,0.27,0.16
23000,0.95,0.44,0.34,0.28
24000,0.91,0.45,0.3,0.28
25000,0.95,0.36,0.26,0.23
26000,0.96,0.44,0.22,0.29
27000,0.96,0.36,0.34,0.31
28000,1.0,0.54,0.27,0.2
29000,0.96,0.45,0.34,0.3
30000,0.94,0.42,0.4,0.24
31000,0.97,0.47,0.24,0.3
32000,0.96,0.42,0.32,0.26
33000,0.9,0.31,0.38,0.36
34000,0.93,0.4,0.26,0.32
35000,0.93,0.33,0.29,0.24
36000,0.92,0.42,0.3,0.33
37000,0.96,0.43,0.32,0.22
38000,0.96,0.5,0.26,0.34
39000,0.97,0.42,0.34,0.23
40000,0.96,0.55,0.35,0.35
41000,0.95,0.41,0.33,0.27
42000,0.94,0.44,0.34,0.31
43000,0.98,0.53,0.25,0.29
44000,0.95,0.36,0.39,0.23
45000,0.91,0.55,0.45,0.32
46000,0.97,0.41,0.33,0.32
47000,0.89,0.44,0.33,0.28
48000,0.96,0.46,0.3,0.29
49000,0.96,0.39,0.31,0.33
50000,0.94,0.4,0.3,0.2
51000,0.96,0.43,0.23,0.3
52000,0.95,0.38,0.29,0.22
53000,0.96,0.45,0.3,0.2
54000,0.97,0.42,0.43,0.24
55000,0.9,0.45,0.31,0.27
56000,0.94,0.41,0.32,0.23
57000,0.95,0.48,0.23,0.25
58000,0.96,0.53,0.38,0.26
59000,0.93,0.44,0.32,0.32
60000,0.97,0.42,0.31,0.24
61000,0.9,0.49,0.37,0.26
62000,0.95,0.38,0.27,0.38
63000,0.9,0.41,0.34,0.32
64000,0.96,0.43,0.32,0.25
65000,0.94,0.46,0.34,0.35
66000,0.95,0.4,0.34,0.29
67000,0.9,0.48,0.28,0.26
68000,0.96,0.42,0.37,0.29
69000,0.93,0.46,0.28,0.31
70000,0.97,0.43,0.39,0.27
71000,0.97,0.33,0.3,0.25
72000,0.96,0.46,0.27,0.24
73000,0.97,0.47,0.3,0.25
74000,0.94,0.47,0.3,0.22
75000,0.95,0.48,0.34,0.27
76000,0.95,0.45,0.29,0.26
77000,0.95,0.48,0.23,0.32
78000,0.97,0.45,0.31,0.26
79000,0.98,0.46,0.26,0.29
80000,0.96,0.41,0.33,0.24
81000,0.96,0.46,0.25,0.21
82000,0.97,0.52,0.28,0.32
83000,0.93,0.41,0.42,0.25
84000,0.94,0.4,0.33,0.29
85000,0.95,0.43,0.34,0.2
86000,0.92,0.44,0.29,0.26
87000,0.96,0.48,0.28,0.27
88000,0.99,0.39,0.39,0.23
89000,0.95,0.34,0.3,0.25
90000,0.96,0.45,0.33,0.19
91000,0.97,0.37,0.37,0.21
92000,0.94,0.43,0.23,0.28
93000,0.98,0.46,0.31,0.24
94000,0.96,0.47,0.41,0.26
95000,0.91,0.4,0.3,0.19
96000,0.99,0.42,0.3,0.28
97000,0.99,0.46,0.38,0.24
98000,0.96,0.47,0.31,0.23
99000,0.96,0.46,0.31,0.29
100000,0.95,0.41,0.31,0.2
