total_steps,0,1,2,3
1000,0.96,0.45,0.51,0.47
2000,0.96,0.38,0.34,0.37
3000,0.94,0.39,0.36,0.33
4000,0.94,0.39,0.31,0.33
5000,0.93,0.43,0.33,0.33
6000,0.94,0.36,0.35,0.41
7000,0.94,0.37,0.32,0.34
8000,0.96,0.41,0.34,0.28
9000,0.95,0.36,0.28,0.34
10000,0.97,0.43,0.4,0.3
11000,0.92,0.43,0.23,0.38
12000,0.94,0.37,0.31,0.29
13000,0.96,0.5,0.36,0.32
14000,0.92,0.43,0.37,0.34
15000,0.95,0.49,0.33,0.23
16000,0.94,0.35,0.28,0.36
17000,0.92,0.47,0.32,0.26
18000,0.94,0.44,0.3,0.32
19000,0.97,0.42,0.34,0.25
20000,0.98,0.35,0.17,0.28
21000,0.95,0.46,0.36,0.35
22000,0.94,0.47,0.34,0.27
23000,0.98,0.46,0.33,0.24
24000,0.94,0.51,0.33,0.2
25000,0.94,0.4,0.25,0.27
26000,0.95,0.38,0.28,0.26
27000,0.93,0.36,0.3,0.28
28000,0.94,0.38,0.35,0.24
29000,0.96,0.39,0.31,0.24
30000,0.95,0.4,0.33,0.25
31000,0.98,0.33,0.26,0.29
32000,0.93,0.41,0.34,0.19
33000,0.95,0.45,0.29,0.26
34000,0.94,0.42,0.28,0.31
35000,0.96,0.43,0.33,0.32
36000,0.94,0.45,0.28,0.26
37000,0.98,0.37,0.28,0.26
38000,0.92,0.61,0.32,0.29
39000,0.95,0.46,0.29,0.33
40000,0.94,0.41,0.25,0.25
41000,0.96,0.42,0.31,0.23
42000,0.95,0.35,0.33,0.23
43000,0.91,0.42,0.26,0.36
44000,0.9,0.47,0.27,0.25
45000,0.95,0.42,0.31,0.28
46000,0.97,0.48,0.28,0.28
47000,0.9,0.51,0.23,0.3
48000,0.92,0.4,0.19,0.25
49000,0.94,0.44,0.27,0.26
50000,0.97,0.43,0.22,0.26
51000,0.9,0.41,0.19,0.22
52000,0.93,0.34,0.33,0.24
53000,0.91,0.45,0.25,0.21
54000,0.95,0.46,0.27,0.25
55000,0.91,0.47,0.29,0.19
56000,0.94,0.41,0.3,0.29
57000,0.97,0.46,0.27,0.3
58000,0.95,0.43,0.3,0.23
59000,0.96,0.51,0.26,0.29
60000,0.93,0.48,0.27,0.28
61000,0.92,0.41,0.45,0.26
62000,0.9,0.41,0.28,0.22
63000,0.96,0.41,0.3,0.3
64000,0.95,0.49,0.33,0.26
65000,0.98,0.4,0.34,0.25
66000,0.94,0.44,0.33,0.29
67000,0.95,0.53,0.36,0.31
68000,0.94,0.47,0.2,0.27
69000,0.99,0.39,0.33,0.31
70000,0.93,0.51,0.25,0.26
71000,0.93,0.49,0.34,0.25
72000,0.94,0.45,0.34,0.32
73000,0.93,0.44,0.33,0.25
74000,0.95,0.42,0.29,0.23
75000,0.98,0.53,0.31,0.34
76000,0.91,0.45,0.4,0.21
77000,0.97,0.48,0.25,0.21
78000,0.92,0.35,0.32,0.34
79000,0.88,0.37,0.32,0.27
80000,0.93,0.36,0.3,0.32
81000,0.99,0.35,0.34,0.27
82000,0.92,0.41,0.3,0.21
83000,0.94,0.31,0.31,0.38
84000,0.95,0.6,0.33,0.24
85000,0.94,0.42,0.37,0.27
86000,0.96,0.5,0.31,0.28
87000,0.93,0.4,0.38,0.24
88000,0.93,0.41,0.29,0.19
89000,0.91,0.43,0.27,0.32
90000,0.96,0.5,0.26,0.24
91000,0.95,0.41,0.35,0.31
92000,0.94,0.42,0.31,0.32
93000,0.96,0.43,0.35,0.26
94000,0.92,0.44,0.23,0.26
95000,0.97,0.44,0.37,0.22
96000,0.93,0.42,0.37,0.22
97000,0.95,0.4,0.25,0.29
98000,0.9,0.52,0.34,0.25
99000,0.95,0.44,0.23,0.28
100000,0.94,0.5,0.27,0.27
