total_steps,0,1,2,3
1000,0.94,0.41,0.31,0.39
2000,0.97,0.43,0.4,0.44
3000,0.98,0.45,0.4,0.25
4000,0.96,0.49,0.32,0.34
5000,0.91,0.46,0.35,0.29
6000,0.98,0.42,0.33,0.31
7000,0.98,0.46,0.32,0.27
8000,0.97,0.43,0.33,0.27
9000,0.88,0.38,0.34,0.25
10000,0.92,0.49,0.29,0.34
11000,0.97,0.48,0.35,0.27
12000,0.96,0.32,0.27,0.34
13000,0.88,0.46,0.39,0.28
14000,0.97,0.38,0.22,0.35
15000,0.95,0.43,0.33,0.34
16000,0.88,0.35,0.3,0.24
17000,0.99,0.41,0.36,0.38
18000,0.95,0.37,0.32,0.32
19000,0.95,0.4,0.31,0.34
20000,0.96,0.47,0.3,0.32
21000,0.93,0.47,0.26,0.36
22000,0.92,0.51,0.3,0.27
23000,0.97,0.46,0.27,0.28
24000,0.96,0.47,0.38,0.27
25000,0.97,0.58,0.31,0.24
26000,1.0,0.5,0.28,0.3
27000,0.92,0.35,0.34,0.3
28000,0.94,0.36,0.27,0.31
29000,0.95,0.42,0.4,0.33
30000,0.93,0.42,0.33,0.35
31000,0.94,0.47,0.33,0.21
32000,0.93,0.43,0.33,0.2
33000,0.94,0.41,0.33,0.43
34000,0.92,0.5,0.28,0.26
35000,0.96,0.47,0.35,0.27
36000,0.97,0.47,0.32,0.31
37000,0.92,0.47,0.27,0.25
38000,0.95,0.46,0.33,0.25
39000,0.91,0.39,0.34,0.26
40000,0.92,0.41,0.33,0.24
41000,0.89,0.38,0.31,0.27
42000,0.97,0.31,0.26,0.19
43000,0.94,0.47,0.22,0.26
44000,0.99,0.53,0.25,0.23
45000,0.97,0.39,0.3,0.22
46000,0.97,0.45,0.26,0.27
47000,0.94,0.47,0.31,0.2
48000,0.98,0.4,0.33,0.3
49000,0.91,0.41,0.32,0.32
50000,0.96,0.47,0.27,0.24
51000,0.9,0.51,0.29,0.19
52000,0.95,0.46,0.37,0.3
53000,0.96,0.56,0.32,0.28
54000,0.9,0.32,0.26,0.3
55000,0.93,0.42,0.27,0.19
56000,0.95,0.44,0.27,0.24
57000,0.93,0.45,0.38,0.22
58000,0.97,0.34,0.28,0.19
59000,0.96,0.46,0.29,0.22
60000,0.93,0.38,0.32,0.26
61000,0.96,0.43,0.32,0.26
62000,0.94,0.4,0.21,0.22
63000,0.94,0.32,0.3,0.25
64000,0.96,0.57,0.31,0.28
65000,0.9,0.41,0.33,0.25
66000,0.96,0.41,0.31,0.36
67000,0.93,0.34,0.31,0.31
68000,0.91,0.41,0.28,0.28
69000,0.87,0.37,0.37,0.27
70000,0.98,0.48,0.28,0.24
71000,0.95,0.38,0.31,0.23
72000,0.93,0.44,0.4,0.26
73000,0.96,0.44,0.42,0.24
74000,0.97,0.49,0.28,0.25
75000,0.96,0.51,0.32,0.19
76000,0.93,0.47,0.25,0.21
77000,0.91,0.37,0.25,0.21
78000,0.95,0.53,0.37,0.22
79000,0.91,0.38,0.31,0.37
80000,0.95,0.39,0.35,0.35
81000,0.94,0.46,0.31,0.28
82000,0.97,0.39,0.32,0.24
83000,0.95,0.51,0.31,0.24
84000,0.93,0.41,0.31,0.33
85000,0.89,0.43,0.24,0.26
86000,0.96,0.51,0.26,0.22
87000,0.95,0.45,0.27,0.23
88000,0.98,0.51,0.25,0.23
89000,0.93,0.37,0.36,0.35
90000,0.94,0.41,0.21,0.29
91000,0.94,0.4,0.27,0.29
92000,0.94,0.45,0.23,0.25
93000,0.97,0.55,0.35,0.25
94000,0.95,0.42,0.24,0.23
95000,0.95,0.41,0.28,0.33
96000,0.96,0.33,0.34,0.24
97000,0.95,0.43,0.27,0.24
98000,0.97,0.42,0.33,0.2
99000,0.96,0.43,0.42,0.31
100000,0.93,0.43,0.27,0.23
