total_steps,0,1,2,3
1000,0.92,0.47,0.37,0.43
2000,0.92,0.46,0.36,0.41
3000,0.99,0.43,0.31,0.3
4000,0.94,0.45,0.45,0.33
5000,0.98,0.45,0.3,0.37
6000,0.95,0.42,0.39,0.35
7000,0.97,0.39,0.36,0.26
8000,0.95,0.49,0.26,0.33
9000,0.93,0.33,0.34,0.36
10000,0.96,0.43,0.33,0.35
11000,0.95,0.57,0.37,0.37
12000,0.94,0.37,0.39,0.32
13000,0.95,0.36,0.33,0.32
14000,0.96,0.38,0.35,0.23
15000,0.93,0.54,0.35,0.26
16000,0.94,0.45,0.29,0.39
17000,0.95,0.43,0.32,0.37
18000,0.96,0.35,0.29,0.36
19000,0.97,0.42,0.31,0.34
20000,0.94,0.41,0.46,0.32
21000,0.97,0.43,0.26,0.26
22000,0.91,0.43,0.34,0.42
23000,0.95,0.5,0.32,0.3
24000,0.94,0.49,0.36,0.28
25000,0.95,0.39,0.3,0.31
26000,0.96,0.31,0.33,0.28
27000,0.93,0.37,0.3,0.31
28000,0.94,0.48,0.34,0.27
29000,0.91,0.44,0.31,0.28
30000,0.96,0.41,0.3,0.3
31000,0.93,0.41,0.32,0.3
32000,0.94,0.5,0.27,0.31
33000,0.96,0.48,0.3,0.27
34000,0.96,0.4,0.28,0.18
35000,0.97,0.41,0.24,0.3
36000,0.94,0.37,0.34,0.36
37000,0.92,0.48,0.31,0.26
38000,0.94,0.35,0.21,0.3
39000,0.93,0.51,0.32,0.24
40000,0.96,0.45,0.31,0.24
41000,0.93,0.44,0.33,0.2
42000,0.95,0.49,0.3,0.19
43000,0.93,0.47,0.21,0.21
44000,0.93,0.44,0.34,0.27
45000,0.96,0.37,0.26,0.25
46000,0.96,0.42,0.27,0.27
47000,0.94,0.45,0.3,0.3
48000,0.94,0.45,0.34,0.23
49000,0.96,0.41,0.38,0.19
50000,0.93,0.45,0.22,0.25
51000,0.93,0.39,0.31,0.23
52000,0.95,0.44,0.26,0.31
53000,0.95,0.47,0.34,0.28
54000,0.91,0.46,0.33,0.24
55000,0.97,0.43,0.27,0.24
56000,0.97,0.45,0.33,0.35
57000,0.96,0.38,0.3,0.22
58000,0.93,0.47,0.32,0.29
59000,0.94,0.45,0.4,0.3
60000,0.96,0.44,0.29,0.28
61000,0.93,0.38,0.36,0.26
62000,0.95,0.42,0.4,0.26
63000,0.96,0.49,0.32,0.32
64000,0.99,0.52,0.25,0.24
65000,0.95,0.51,0.32,0.18
66000,0.94,0.42,0.31,0.22
67000,0.96,0.42,0.37,0.33
68000,0.95,0.47,0.31,0.28
69000,0.94,0.41,0.3,0.32
70000,0.94,0.43,0.29,0.24
71000,0.9,0.38,0.33,0.33
72000,0.89,0.47,0.35,0.26
73000,0.93,0.39,0.29,0.17
74000,0.95,0.42,0.29,0.19
75000,0.93,0.4,0.37,0.24
76000,0.92,0.43,0.32,0.27
77000,0.96,0.52,0.37,0.28
78000,0.97,0.45,0.33,0.29
79000,0.96,0.44,0.19,0.19
80000,0.89,0.42,0.32,0.32
81000,0.98,0.41,0.29,0.26
82000,0.98,0.41,0.29,0.27
83000,0.97,0.47,0.34,0.28
84000,0.93,0.39,0.38,0.28
85000,0.99,0.45,0.29,0.35
86000,0.96,0.5,0.28,0.3
87000,0.95,0.45,0.25,0.25
88000,0.96,0.43,0.33,0.27
89000,0.95,0.54,0.31,0.23
90000,0.93,0.45,0.3,0.22
91000,0.92,0.4,0.34,0.27
92000,0.96,0.44,0.29,0.18
93000,0.98,0.38,0.28,0.29
94000,0.97,0.51,0.28,0.22
95000,0.97,0.4,0.23,0.24
96000,0.99,0.43,0.38,0.22
97000,0.93,0.48,0.26,0.21
98000,0.91,0.39,0.22,0.2
99000,0.97,0.43,0.29,0.27
100000,0.95,0.41,0.29,0.18
