steps,time_per_step,wrong_preds_per_step,nodes,filtered_nodes
0,0,0,0,0
2000,0.0002,0.299,396,0
4000,0.0002,0.3925,519,4
6000,0.0002,0.451,600,14
8000,0.0002,0.4745,669,27
10000,0.0002,0.431,730,41
12000,0.0002,0.47,774,51
14000,0.0002,0.484,821,59
16001,0.0002,0.4523,857,73
18001,0.0002,0.467,889,94
20000,0.0002,0.4697,921,112
22000,0.0002,0.479,954,125
24000,0.0002,0.485,978,134
26000,0.0002,0.5025,990,141
28001,0.0002,0.4683,1004,150
30000,0.0002,0.4562,1016,153
32002,0.0002,0.455,1028,156
34000,0.0002,0.4404,1033,157
36001,0.0002,0.4428,1044,157
38001,0.0002,0.452,1055,158
40000,0.0002,0.4367,1062,159
42000,0.0002,0.4785,1070,160
44000,0.0002,0.4915,1075,160
46002,0.0002,0.4545,1081,162
48000,0.0002,0.4585,1086,165
50000,0.0002,0.463,1092,167
52001,0.0002,0.4903,1093,169
54002,0.0002,0.4558,1095,171
56000,0.0002,0.4289,1098,174
58001,0.0002,0.4788,1103,174
60001,0.0002,0.479,1105,178
62002,0.0002,0.4538,1106,181
64000,0.0002,0.46,1107,182
66001,0.0002,0.4743,1108,182
68002,0.0002,0.4453,1109,183
70000,0.0002,0.4344,1109,184
72002,0.0002,0.4815,1109,186
74000,0.0002,0.4535,1109,188
76001,0.0002,0.4673,1109,190
78002,0.0002,0.4463,1109,191
80001,0.0002,0.5013,1110,198
82002,0.0002,0.4373,1111,201
84001,0.0002,0.4612,1111,202
86000,0.0002,0.4582,1111,203
88000,0.0003,0.521,1111,206
90001,0.0002,0.4913,1111,210
92002,0.0002,0.4483,1111,211
94000,0.0002,0.481,1111,214
96001,0.0002,0.4868,1111,215
98002,0.0002,0.4793,1112,217
100001,0.0002,0.4317,1112,220
102000,0.0002,0.4842,1112,222
104002,0.0002,0.464,1112,226
106000,0.0002,0.4695,1112,229
108000,0.0002,0.4625,1112,232
110001,0.0002,0.4498,1112,234
112000,0.0002,0.4692,1112,234
114001,0.0002,0.4773,1112,238
116001,0.0002,0.4655,1112,239
118002,0.0002,0.4298,1112,241
120000,0.0002,0.4329,1112,244
122002,0.0002,0.4471,1112,244
124000,0.0002,0.5105,1112,246
126002,0.0002,0.4585,1112,252
128002,0.0002,0.4515,1112,254
130002,0.0002,0.4435,1112,257
132001,0.0002,0.4802,1112,261
134002,0.0002,0.4828,1112,264
136002,0.0002,0.4605,1112,265
138001,0.0002,0.4282,1112,267
140001,0.0003,0.4525,1112,270
142002,0.0002,0.4713,1112,271
144001,0.0002,0.4677,1112,274
146000,0.0002,0.4672,1112,280
148001,0.0002,0.4603,1112,285
150001,0.0002,0.4315,1112,286
152000,0.0003,0.4722,1112,288
154002,0.0003,0.4491,1112,290
156002,0.0004,0.4555,1112,294
158000,0.0002,0.4525,1112,297
160001,0.0002,0.4523,1112,302
162001,0.0002,0.4855,1112,305
164001,0.0003,0.4865,1112,311
166002,0.0002,0.4648,1112,317
168000,0.0002,0.4735,1112,321
170001,0.0002,0.4863,1112,327
172000,0.0002,0.4517,1112,336
174000,0.0002,0.459,1112,338
176002,0.0002,0.4426,1112,342
178001,0.0002,0.4722,1112,347
180002,0.0002,0.4503,1112,351
182001,0.0002,0.4647,1112,356
184002,0.0002,0.4553,1112,362
186002,0.0002,0.433,1112,364
188002,0.0002,0.4725,1112,370
190001,0.0003,0.4647,1112,376
192001,0.0003,0.475,1112,383
194002,0.0002,0.4623,1112,388
196000,0.0002,0.484,1112,396
198000,0.0003,0.449,1112,400
200001,0.0002,0.4668,1112,404
