steps,time_per_step,wrong_preds_per_step,nodes,filtered_nodes
0,0,0,0,0
2000,0.0002,0.289,407,0
4000,0.0002,0.458,521,2
6001,0.0002,0.4618,596,17
8001,0.0002,0.4675,657,26
10001,0.0002,0.4635,713,43
12000,0.0003,0.4807,757,52
14002,0.0002,0.4745,806,58
16002,0.0003,0.4835,853,70
18001,0.0003,0.4697,885,87
20002,0.0002,0.4633,920,104
22000,0.0002,0.464,946,117
24001,0.0002,0.4973,974,133
26000,0.0002,0.4697,991,145
28001,0.0002,0.4638,1001,148
30000,0.0003,0.4827,1013,155
32001,0.0002,0.4403,1021,156
34002,0.0002,0.4503,1027,158
36002,0.0002,0.4525,1039,160
38002,0.0002,0.467,1046,161
40002,0.0002,0.43,1054,162
42002,0.0002,0.456,1060,162
44002,0.0002,0.442,1064,162
46002,0.0002,0.4655,1068,163
48001,0.0002,0.4522,1070,163
50000,0.0002,0.4677,1076,167
52000,0.0002,0.4625,1081,167
54000,0.0002,0.4805,1087,171
56000,0.0002,0.434,1094,172
58000,0.0002,0.448,1098,172
60002,0.0002,0.458,1100,175
62000,0.0002,0.4635,1100,177
64001,0.0002,0.4623,1102,182
66002,0.0002,0.4888,1103,186
68001,0.0002,0.4747,1105,187
70000,0.0002,0.4822,1107,189
72000,0.0002,0.487,1107,190
74001,0.0003,0.4908,1108,193
76002,0.0003,0.4913,1109,195
78002,0.0003,0.467,1110,195
80000,0.0003,0.4454,1110,196
82000,0.0003,0.4585,1110,198
84002,0.0003,0.481,1110,200
86000,0.0003,0.4515,1110,204
88000,0.0003,0.4565,1110,205
90001,0.0003,0.5042,1110,208
92002,0.0003,0.4388,1110,211
94000,0.0002,0.4189,1110,215
96000,0.0002,0.469,1111,220
98000,0.0002,0.4775,1111,222
100000,0.0003,0.4795,1111,222
102002,0.0002,0.489,1111,222
104000,0.0002,0.4489,1111,227
106000,0.0002,0.44,1111,231
108002,0.0003,0.4471,1112,233
110000,0.0002,0.4625,1112,236
112000,0.0002,0.4645,1112,237
114000,0.0003,0.4515,1112,238
116001,0.0002,0.4663,1112,242
118001,0.0003,0.4815,1112,242
120000,0.0003,0.4467,1112,244
122001,0.0003,0.4743,1112,247
124000,0.0003,0.4397,1112,248
126001,0.0003,0.4458,1112,249
128000,0.0003,0.4687,1112,252
130002,0.0003,0.488,1112,256
132000,0.0003,0.4494,1112,258
134000,0.0003,0.4455,1112,259
136000,0.0003,0.444,1112,260
138001,0.0003,0.4728,1112,263
140000,0.0002,0.4862,1112,266
142002,0.0002,0.4391,1112,267
144001,0.0003,0.4637,1112,270
146000,0.0003,0.4312,1112,273
148000,0.0003,0.496,1112,274
150002,0.0003,0.4855,1112,280
152001,0.0003,0.4697,1112,282
154002,0.0003,0.4398,1112,283
156001,0.0005,0.4447,1112,287
158002,0.0005,0.4933,1112,291
160002,0.0003,0.4725,1112,292
162001,0.0003,0.4417,1112,297
164000,0.0003,0.4857,1112,302
166000,0.0003,0.4745,1112,307
168000,0.0002,0.4625,1112,310
170002,0.0002,0.4785,1112,315
172000,0.0002,0.4434,1112,321
174002,0.0002,0.4391,1112,324
176002,0.0002,0.469,1112,325
178001,0.0002,0.4497,1112,332
180002,0.0002,0.4493,1112,340
182000,0.0002,0.4605,1112,343
184001,0.0002,0.4868,1112,348
186001,0.0002,0.4645,1112,350
188000,0.0002,0.4777,1112,361
190001,0.0002,0.4418,1112,364
192002,0.0002,0.4728,1112,369
194001,0.0002,0.4572,1112,373
196002,0.0002,0.4863,1112,378
198000,0.0003,0.4955,1112,384
200000,0.0002,0.4615,1112,390
