steps,time_per_step,wrong_preds_per_step,nodes,filtered_nodes
0,0,0,0,0
2001,0.0002,0.3308,408,0
4000,0.0002,0.4312,506,2
6001,0.0002,0.4253,592,14
8000,0.0002,0.4627,669,32
10000,0.0002,0.477,727,42
12000,0.0002,0.4515,780,53
14000,0.0003,0.464,824,63
16001,0.0003,0.4833,860,73
18002,0.0002,0.4633,894,85
20002,0.0003,0.489,924,99
22000,0.0003,0.482,948,115
24001,0.0002,0.4858,976,129
26002,0.0002,0.4543,989,141
28000,0.0002,0.462,1007,145
30000,0.0002,0.4305,1023,151
32000,0.0002,0.479,1036,152
34001,0.0002,0.4673,1049,156
36001,0.0003,0.4825,1052,156
38001,0.0002,0.4375,1059,159
40000,0.0003,0.4782,1065,160
42000,0.0002,0.4565,1069,162
44000,0.0003,0.4715,1079,162
46001,0.0003,0.4783,1081,163
48001,0.0003,0.477,1089,164
50000,0.0003,0.4627,1091,165
52001,0.0003,0.4493,1094,168
54002,0.0003,0.4393,1094,169
56000,0.0002,0.474,1098,171
58001,0.0002,0.4798,1099,175
60000,0.0002,0.4757,1100,177
62002,0.0003,0.477,1101,178
64001,0.0002,0.4552,1102,181
66002,0.0002,0.4378,1104,182
68002,0.0003,0.5135,1105,183
70002,0.0003,0.46,1105,186
72001,0.0002,0.4677,1105,188
74000,0.0003,0.4427,1106,189
76002,0.0004,0.4655,1107,194
78001,0.0003,0.4497,1108,196
80001,0.0002,0.4545,1108,196
82001,0.0003,0.47,1108,198
84000,0.0002,0.4207,1109,199
86001,0.0002,0.4598,1109,202
88001,0.0002,0.4175,1109,205
90000,0.0002,0.4387,1109,207
92002,0.0002,0.4765,1109,208
94002,0.0002,0.4995,1110,212
96000,0.0002,0.4489,1110,215
98002,0.0004,0.4635,1110,217
100001,0.0004,0.4787,1110,221
102002,0.0003,0.4573,1110,222
104001,0.0003,0.4622,1110,225
106002,0.0002,0.4488,1110,229
108001,0.0003,0.4492,1110,233
110000,0.0002,0.4587,1110,236
112002,0.0002,0.472,1111,236
114000,0.0002,0.4309,1111,237
116000,0.0003,0.4695,1111,238
118002,0.0002,0.4491,1111,243
120000,0.0003,0.456,1111,247
122001,0.0003,0.4603,1111,250
124001,0.0004,0.4845,1111,250
126001,0.0003,0.4895,1111,254
128002,0.0002,0.4678,1111,257
130000,0.0002,0.4364,1111,258
132000,0.0003,0.4815,1112,260
134001,0.0003,0.4608,1112,260
136002,0.0003,0.4588,1112,264
138002,0.0003,0.4695,1112,266
140002,0.0002,0.5245,1112,268
142000,0.0002,0.4965,1112,270
144000,0.0003,0.4815,1112,272
146001,0.0003,0.4653,1112,273
148000,0.0003,0.4887,1112,273
150002,0.0002,0.4635,1112,275
152000,0.0002,0.4675,1112,278
154001,0.0002,0.4743,1112,281
156000,0.0002,0.4672,1112,283
158000,0.0003,0.48,1112,288
160001,0.0003,0.4458,1112,293
162001,0.0005,0.4705,1112,297
164001,0.0003,0.4855,1112,302
166001,0.0002,0.478,1112,306
168001,0.0003,0.489,1112,311
170001,0.0003,0.4845,1112,314
172001,0.0003,0.4655,1112,318
174001,0.0003,0.48,1112,321
176002,0.0003,0.4593,1112,324
178002,0.0003,0.431,1112,326
180002,0.0003,0.466,1112,333
182000,0.0002,0.498,1112,337
184001,0.0002,0.4888,1112,343
186002,0.0002,0.4328,1112,350
188002,0.0003,0.457,1112,358
190002,0.0002,0.47,1112,367
192000,0.0002,0.4499,1112,369
194001,0.0002,0.4248,1112,371
196001,0.0003,0.4735,1112,375
198000,0.0003,0.4717,1112,377
200002,0.0003,0.483,1112,384
