steps,time_per_step,wrong_preds_per_step,nodes,filtered_nodes
0,0,0,0,0
2000,0.0002,0.2865,413,0
4002,0.0002,0.4605,528,3
6000,0.0003,0.454,614,17
8002,0.0002,0.488,691,29
10000,0.0002,0.4655,759,44
12001,0.0002,0.4828,823,52
14002,0.0002,0.4238,862,61
16000,0.0002,0.4695,896,76
18001,0.0002,0.4563,926,98
20001,0.0002,0.464,946,109
22001,0.0002,0.466,974,128
24002,0.0002,0.4643,990,136
26002,0.0002,0.4485,1002,146
28000,0.0002,0.465,1014,149
30002,0.0002,0.522,1026,152
32000,0.0002,0.4575,1036,152
34002,0.0002,0.468,1044,154
36000,0.0002,0.4359,1050,154
38000,0.0002,0.465,1060,154
40000,0.0002,0.469,1066,155
42002,0.0002,0.4655,1073,155
44001,0.0002,0.4847,1077,160
46001,0.0002,0.46,1081,162
48001,0.0002,0.443,1084,167
50000,0.0002,0.4832,1085,169
52001,0.0002,0.4563,1087,172
54002,0.0002,0.4633,1091,173
56000,0.0002,0.4525,1092,175
58001,0.0002,0.4648,1095,176
60000,0.0002,0.4767,1096,178
62001,0.0002,0.4878,1096,180
64000,0.0002,0.4402,1098,180
66001,0.0003,0.4413,1099,182
68002,0.0002,0.4758,1102,184
70002,0.0002,0.4815,1102,185
72000,0.0002,0.468,1103,186
74000,0.0002,0.472,1103,189
76001,0.0003,0.4718,1107,191
78002,0.0002,0.4613,1107,192
80000,0.0002,0.4805,1107,194
82002,0.0002,0.4645,1107,197
84000,0.0002,0.461,1107,201
86002,0.0002,0.4685,1107,203
88002,0.0002,0.4525,1107,208
90002,0.0002,0.4595,1107,210
92002,0.0002,0.444,1108,210
94002,0.0002,0.4625,1108,216
96002,0.0002,0.4585,1108,218
98000,0.0003,0.481,1109,222
100000,0.0002,0.445,1110,228
102002,0.0002,0.474,1110,231
104001,0.0003,0.4552,1110,232
106000,0.0002,0.4507,1110,235
108001,0.0003,0.4908,1110,237
110000,0.0002,0.4732,1110,240
112000,0.0002,0.4455,1110,243
114000,0.0002,0.459,1110,247
116002,0.0002,0.4705,1110,252
118001,0.0002,0.4917,1110,253
120000,0.0002,0.4757,1110,254
122000,0.0002,0.477,1110,254
124000,0.0002,0.4755,1110,259
126002,0.0002,0.4855,1111,265
128000,0.0002,0.452,1111,268
130001,0.0002,0.4533,1111,270
132001,0.0002,0.415,1111,272
134001,0.0002,0.4775,1111,274
136000,0.0002,0.4847,1111,276
138000,0.0002,0.451,1111,280
140001,0.0002,0.4663,1111,282
142001,0.0002,0.4645,1111,285
144001,0.0002,0.466,1111,290
146002,0.0002,0.4913,1111,294
148000,0.0002,0.477,1111,299
150001,0.0002,0.4603,1111,300
152001,0.0002,0.465,1111,304
154001,0.0002,0.463,1111,307
156000,0.0003,0.4182,1111,308
158001,0.0002,0.4483,1111,312
160002,0.0003,0.4323,1111,316
162001,0.0002,0.4602,1111,318
164002,0.0002,0.4913,1111,322
166002,0.0003,0.4555,1111,326
168001,0.0002,0.4627,1111,330
170001,0.0002,0.5,1111,332
172001,0.0002,0.46,1111,335
174001,0.0002,0.4665,1111,344
176002,0.0003,0.4433,1111,347
178002,0.0002,0.4705,1111,356
180002,0.0002,0.446,1111,360
182002,0.0002,0.462,1111,366
184001,0.0003,0.4902,1111,372
186000,0.0002,0.4537,1111,378
188000,0.0002,0.434,1111,381
190000,0.0002,0.464,1111,385
192000,0.0002,0.4695,1111,390
194000,0.0002,0.43,1111,393
196002,0.0002,0.504,1111,398
198002,0.0002,0.4755,1111,406
200001,0.0003,0.4507,1111,412
