steps,time_per_step,wrong_preds_per_step,nodes,filtered_nodes
0,0,0,0,0
2001,0.0001,0.3068,406,0
4002,0.0002,0.4698,513,3
6001,0.0002,0.4517,594,16
8002,0.0002,0.4598,651,31
10001,0.0002,0.4767,720,44
12000,0.0002,0.4377,760,53
14002,0.0002,0.4406,795,62
16000,0.0001,0.4685,837,72
18000,0.0002,0.4555,881,90
20001,0.0002,0.4248,905,109
22000,0.0002,0.4692,931,123
24002,0.0002,0.4765,955,130
26000,0.0002,0.4675,974,140
28001,0.0002,0.4818,993,149
30000,0.0003,0.4542,1005,151
32002,0.0002,0.485,1021,152
34000,0.0002,0.4595,1032,153
36000,0.0003,0.454,1040,155
38000,0.0002,0.446,1046,156
40002,0.0002,0.4331,1056,156
42000,0.0002,0.489,1066,156
44002,0.0002,0.4865,1068,158
46000,0.0002,0.4775,1075,159
48000,0.0002,0.4905,1077,161
50001,0.0003,0.4503,1083,162
52000,0.0002,0.4497,1086,165
54002,0.0002,0.4705,1091,167
56001,0.0003,0.4832,1092,169
58000,0.0002,0.4467,1095,172
60000,0.0002,0.5005,1098,173
62001,0.0002,0.4518,1100,173
64001,0.0002,0.4595,1102,176
66002,0.0002,0.4533,1104,176
68000,0.0002,0.4885,1104,178
70002,0.0003,0.453,1104,178
72001,0.0003,0.4812,1104,181
74000,0.0002,0.4627,1105,184
76001,0.0002,0.4458,1107,185
78001,0.0002,0.4305,1107,190
80001,0.0002,0.4805,1108,192
82001,0.0002,0.444,1108,195
84001,0.0003,0.448,1108,200
86001,0.0003,0.476,1108,202
88001,0.0002,0.4575,1108,202
90000,0.0002,0.4517,1108,207
92000,0.0002,0.469,1108,210
94002,0.0002,0.4685,1108,211
96002,0.0003,0.441,1109,214
98000,0.0003,0.464,1109,216
100000,0.0002,0.474,1109,219
102002,0.0002,0.46,1110,221
104001,0.0002,0.4582,1110,228
106000,0.0002,0.4717,1110,233
108002,0.0002,0.483,1110,236
110000,0.0002,0.463,1111,238
112001,0.0002,0.4483,1112,242
114001,0.0002,0.4495,1112,246
116002,0.0002,0.4258,1112,247
118001,0.0003,0.4897,1112,247
120000,0.0002,0.4967,1112,249
122001,0.0003,0.4488,1112,249
124000,0.0003,0.4512,1112,250
126002,0.0003,0.4925,1112,252
128002,0.0003,0.4795,1112,254
130001,0.0003,0.4617,1112,257
132000,0.0002,0.4607,1112,260
134001,0.0002,0.4578,1112,264
136000,0.0002,0.5038,1112,268
138000,0.0002,0.467,1112,268
140000,0.0004,0.4395,1112,271
142000,0.0003,0.46,1112,273
144002,0.0003,0.4341,1112,274
146001,0.0003,0.4657,1112,278
148001,0.0003,0.4485,1112,282
150001,0.0003,0.459,1112,287
152000,0.0003,0.4192,1112,294
154001,0.0004,0.4718,1112,296
156000,0.0003,0.4502,1112,296
158001,0.0003,0.4603,1112,300
160002,0.0003,0.4553,1112,304
162000,0.0002,0.4635,1112,307
164001,0.0002,0.4498,1112,313
166001,0.0002,0.467,1112,318
168001,0.0004,0.483,1112,322
170002,0.0003,0.4473,1112,328
172002,0.0003,0.467,1112,329
174000,0.0005,0.4815,1112,332
176000,0.0003,0.4855,1112,338
178001,0.0003,0.4728,1112,341
180000,0.0003,0.4487,1112,345
182001,0.0003,0.4648,1112,348
184002,0.0003,0.4698,1112,352
186002,0.0003,0.483,1112,357
188001,0.0003,0.4187,1112,364
190000,0.0003,0.4822,1112,371
192002,0.0002,0.502,1112,374
194001,0.0002,0.4102,1112,378
196002,0.0002,0.4728,1112,383
198001,0.0003,0.4707,1112,389
200000,0.0003,0.4447,1112,397
