steps,time_per_step,wrong_preds_per_step,nodes,filtered_nodes
0,0,0,0,0
2002,0.0002,0.2542,388,0
4002,0.0002,0.4395,509,2
6000,0.0002,0.4605,585,17
8001,0.0002,0.4473,657,29
10000,0.0002,0.4647,721,39
12002,0.0002,0.45,763,48
14000,0.0003,0.465,811,61
16000,0.0003,0.4575,845,72
18000,0.0002,0.4655,871,92
20000,0.0002,0.47,901,111
22001,0.0002,0.4578,920,125
24000,0.0003,0.4797,948,135
26000,0.0002,0.4315,964,140
28002,0.0003,0.452,980,146
30000,0.0002,0.467,993,152
32001,0.0002,0.4733,1009,152
34001,0.0002,0.4335,1017,153
36001,0.0004,0.453,1027,155
38000,0.0003,0.4702,1040,155
40002,0.0005,0.4615,1048,155
42001,0.0003,0.4577,1055,158
44002,0.0003,0.4478,1065,159
46000,0.0003,0.4474,1068,160
48000,0.0003,0.453,1072,162
50002,0.0003,0.4865,1078,164
52000,0.0002,0.4339,1082,167
54001,0.0004,0.4983,1087,170
56001,0.0003,0.4505,1087,174
58000,0.0003,0.4537,1091,175
60000,0.0002,0.463,1092,176
62002,0.0002,0.4645,1096,176
64000,0.0002,0.4705,1097,177
66000,0.0002,0.4935,1098,178
68002,0.0002,0.5,1101,181
70001,0.0002,0.4802,1102,185
72000,0.0002,0.4877,1102,187
74002,0.0002,0.4845,1105,195
76000,0.0002,0.4525,1105,195
78001,0.0002,0.4423,1106,198
80001,0.0003,0.484,1107,202
82001,0.0002,0.462,1108,206
84002,0.0002,0.4748,1108,210
86000,0.0002,0.4595,1108,212
88001,0.0002,0.4683,1108,214
90001,0.0002,0.471,1108,216
92000,0.0002,0.4452,1109,216
94002,0.0002,0.477,1110,217
96000,0.0002,0.479,1110,221
98001,0.0003,0.4743,1110,224
100001,0.0002,0.47,1110,226
102001,0.0002,0.47,1110,226
104002,0.0002,0.5052,1110,229
106001,0.0002,0.4972,1110,229
108002,0.0002,0.4488,1110,232
110000,0.0003,0.469,1110,234
112002,0.0003,0.487,1110,235
114000,0.0003,0.4885,1111,240
116002,0.0002,0.48,1111,243
118001,0.0002,0.4732,1111,246
120002,0.0002,0.4793,1111,249
122002,0.0002,0.46,1111,251
124002,0.0002,0.465,1111,255
126002,0.0002,0.4615,1111,256
128000,0.0002,0.4635,1111,258
130000,0.0002,0.434,1111,259
132002,0.0002,0.466,1111,261
134000,0.0002,0.4925,1111,265
136001,0.0002,0.4603,1111,269
138001,0.0003,0.491,1111,271
140002,0.0002,0.4373,1112,274
142001,0.0003,0.4827,1112,276
144000,0.0002,0.4477,1112,281
146002,0.0002,0.458,1112,283
148001,0.0002,0.4712,1112,287
150000,0.0002,0.4757,1112,290
152000,0.0002,0.4945,1112,293
154002,0.0002,0.4555,1112,296
156002,0.0003,0.4965,1112,299
158001,0.0002,0.4637,1112,302
160000,0.0002,0.4687,1112,306
162000,0.0002,0.4545,1112,311
164000,0.0003,0.461,1112,316
166002,0.0002,0.466,1112,319
168001,0.0002,0.4647,1112,322
170002,0.0002,0.4698,1112,329
172002,0.0002,0.465,1112,332
174000,0.0003,0.4945,1112,338
176001,0.0002,0.4548,1112,341
178002,0.0002,0.4753,1112,342
180002,0.0002,0.454,1112,344
182001,0.0003,0.4597,1112,351
184000,0.0003,0.4442,1112,356
186000,0.0002,0.4475,1112,364
188001,0.0002,0.4943,1112,370
190000,0.0002,0.4752,1112,373
192001,0.0002,0.4598,1112,377
194001,0.0002,0.4805,1112,383
196000,0.0002,0.4582,1112,388
198001,0.0003,0.5042,1112,392
200000,0.0003,0.4482,1112,399
