steps,best_pred_error_rate
250,"{0: 0.96, 1: 0.4, 2: 0.53, 3: 0.47, 4: 0.43}"
500,"{0: 0.94, 1: 0.44, 2: 0.39, 3: 0.41, 4: 0.45}"
750,"{0: 0.94, 1: 0.48, 2: 0.44, 3: 0.38, 4: 0.44}"
1000,"{0: 0.95, 1: 0.33, 2: 0.36, 3: 0.4, 4: 0.29}"
1250,"{0: 0.96, 1: 0.36, 2: 0.34, 3: 0.27, 4: 0.32}"
1500,"{0: 0.93, 1: 0.38, 2: 0.48, 3: 0.3, 4: 0.39}"
1750,"{0: 0.97, 1: 0.36, 2: 0.37, 3: 0.31, 4: 0.35}"
2000,"{0: 0.97, 1: 0.44, 2: 0.35, 3: 0.33, 4: 0.37}"
2250,"{0: 0.96, 1: 0.34, 2: 0.36, 3: 0.33, 4: 0.34}"
2500,"{0: 0.92, 1: 0.42, 2: 0.38, 3: 0.34, 4: 0.3}"
2750,"{0: 0.95, 1: 0.32, 2: 0.42, 3: 0.36, 4: 0.37}"
3000,"{0: 0.96, 1: 0.35, 2: 0.28, 3: 0.33, 4: 0.34}"
3250,"{0: 0.93, 1: 0.34, 2: 0.33, 3: 0.32, 4: 0.37}"
3500,"{0: 0.91, 1: 0.41, 2: 0.39, 3: 0.47, 4: 0.47}"
3750,"{0: 0.95, 1: 0.4, 2: 0.32, 3: 0.33, 4: 0.33}"
4000,"{0: 0.93, 1: 0.45, 2: 0.29, 3: 0.42, 4: 0.37}"
4250,"{0: 0.92, 1: 0.47, 2: 0.41, 3: 0.39, 4: 0.3}"
4500,"{0: 0.94, 1: 0.47, 2: 0.38, 3: 0.35, 4: 0.34}"
4750,"{0: 0.95, 1: 0.48, 2: 0.31, 3: 0.31, 4: 0.34}"
5000,"{0: 0.95, 1: 0.46, 2: 0.35, 3: 0.29, 4: 0.26}"
5250,"{0: 0.99, 1: 0.42, 2: 0.41, 3: 0.35, 4: 0.38}"
5500,"{0: 0.94, 1: 0.43, 2: 0.38, 3: 0.32, 4: 0.35}"
5750,"{0: 0.92, 1: 0.38, 2: 0.34, 3: 0.31, 4: 0.29}"
6000,"{0: 0.97, 1: 0.42, 2: 0.39, 3: 0.32, 4: 0.29}"
6250,"{0: 0.95, 1: 0.41, 2: 0.39, 3: 0.36, 4: 0.32}"
6500,"{0: 0.97, 1: 0.4, 2: 0.24, 3: 0.29, 4: 0.41}"
6750,"{0: 0.96, 1: 0.39, 2: 0.27, 3: 0.2, 4: 0.3}"
7000,"{0: 0.95, 1: 0.41, 2: 0.31, 3: 0.36, 4: 0.31}"
7250,"{0: 0.94, 1: 0.48, 2: 0.2, 3: 0.23, 4: 0.32}"
7500,"{0: 0.95, 1: 0.42, 2: 0.29, 3: 0.33, 4: 0.33}"
7750,"{0: 0.94, 1: 0.48, 2: 0.32, 3: 0.3, 4: 0.39}"
8000,"{0: 0.98, 1: 0.32, 2: 0.31, 3: 0.33, 4: 0.26}"
8250,"{0: 0.9, 1: 0.45, 2: 0.36, 3: 0.35, 4: 0.36}"
8500,"{0: 0.93, 1: 0.35, 2: 0.25, 3: 0.35, 4: 0.31}"
8750,"{0: 0.97, 1: 0.38, 2: 0.33, 3: 0.32, 4: 0.34}"
9000,"{0: 0.96, 1: 0.43, 2: 0.35, 3: 0.29, 4: 0.34}"
9250,"{0: 0.97, 1: 0.4, 2: 0.41, 3: 0.34, 4: 0.39}"
9500,"{0: 0.96, 1: 0.4, 2: 0.3, 3: 0.35, 4: 0.34}"
9750,"{0: 0.93, 1: 0.42, 2: 0.34, 3: 0.31, 4: 0.28}"
10000,"{0: 0.95, 1: 0.43, 2: 0.42, 3: 0.31, 4: 0.32}"
10250,"{0: 0.95, 1: 0.32, 2: 0.31, 3: 0.32, 4: 0.34}"
10500,"{0: 0.94, 1: 0.53, 2: 0.21, 3: 0.27, 4: 0.33}"
10750,"{0: 0.96, 1: 0.41, 2: 0.4, 3: 0.27, 4: 0.31}"
11000,"{0: 0.91, 1: 0.59, 2: 0.37, 3: 0.32, 4: 0.3}"
11250,"{0: 0.95, 1: 0.34, 2: 0.31, 3: 0.3, 4: 0.34}"
11500,"{0: 0.91, 1: 0.4, 2: 0.27, 3: 0.36, 4: 0.29}"
11750,"{0: 0.92, 1: 0.35, 2: 0.32, 3: 0.31, 4: 0.26}"
12000,"{0: 0.96, 1: 0.4, 2: 0.28, 3: 0.25, 4: 0.35}"
12250,"{0: 0.89, 1: 0.36, 2: 0.3, 3: 0.35, 4: 0.29}"
12500,"{0: 0.94, 1: 0.48, 2: 0.31, 3: 0.25, 4: 0.32}"
12750,"{0: 0.97, 1: 0.45, 2: 0.43, 3: 0.37, 4: 0.29}"
13000,"{0: 0.98, 1: 0.48, 2: 0.37, 3: 0.27, 4: 0.32}"
13250,"{0: 0.98, 1: 0.4, 2: 0.32, 3: 0.27, 4: 0.35}"
13500,"{0: 0.93, 1: 0.4, 2: 0.36, 3: 0.29, 4: 0.37}"
13750,"{0: 0.91, 1: 0.31, 2: 0.27, 3: 0.31, 4: 0.27}"
14000,"{0: 0.96, 1: 0.46, 2: 0.19, 3: 0.25, 4: 0.36}"
14250,"{0: 0.92, 1: 0.51, 2: 0.32, 3: 0.26, 4: 0.33}"
14500,"{0: 0.94, 1: 0.35, 2: 0.3, 3: 0.23, 4: 0.28}"
14750,"{0: 0.95, 1: 0.45, 2: 0.34, 3: 0.29, 4: 0.37}"
15000,"{0: 0.95, 1: 0.46, 2: 0.39, 3: 0.26, 4: 0.33}"
15250,"{0: 0.95, 1: 0.43, 2: 0.32, 3: 0.3, 4: 0.22}"
15500,"{0: 0.93, 1: 0.37, 2: 0.3, 3: 0.25, 4: 0.37}"
15750,"{0: 0.93, 1: 0.39, 2: 0.33, 3: 0.29, 4: 0.28}"
16000,"{0: 0.92, 1: 0.42, 2: 0.37, 3: 0.32, 4: 0.31}"
16250,"{0: 0.97, 1: 0.49, 2: 0.31, 3: 0.28, 4: 0.25}"
16500,"{0: 0.92, 1: 0.43, 2: 0.36, 3: 0.27, 4: 0.29}"
16750,"{0: 0.93, 1: 0.36, 2: 0.31, 3: 0.19, 4: 0.36}"
17000,"{0: 0.92, 1: 0.47, 2: 0.34, 3: 0.32, 4: 0.31}"
17250,"{0: 0.95, 1: 0.46, 2: 0.32, 3: 0.24, 4: 0.36}"
17500,"{0: 0.94, 1: 0.51, 2: 0.28, 3: 0.4, 4: 0.25}"
17750,"{0: 0.92, 1: 0.45, 2: 0.28, 3: 0.29, 4: 0.25}"
18000,"{0: 0.91, 1: 0.33, 2: 0.38, 3: 0.3, 4: 0.31}"
18250,"{0: 0.93, 1: 0.43, 2: 0.34, 3: 0.31, 4: 0.34}"
18500,"{0: 0.95, 1: 0.38, 2: 0.35, 3: 0.35, 4: 0.29}"
18750,"{0: 0.92, 1: 0.48, 2: 0.34, 3: 0.3, 4: 0.3}"
19000,"{0: 0.99, 1: 0.47, 2: 0.34, 3: 0.21, 4: 0.34}"
19250,"{0: 0.95, 1: 0.41, 2: 0.24, 3: 0.25, 4: 0.24}"
19500,"{0: 0.94, 1: 0.42, 2: 0.36, 3: 0.25, 4: 0.42}"
