steps,best_pred_error_rate
250,"{0: 0.96, 1: 0.53, 2: 0.42, 3: 0.41, 4: 0.39}"
500,"{0: 0.93, 1: 0.39, 2: 0.36, 3: 0.34, 4: 0.45}"
750,"{0: 0.94, 1: 0.39, 2: 0.39, 3: 0.42, 4: 0.29}"
1000,"{0: 0.95, 1: 0.38, 2: 0.34, 3: 0.33, 4: 0.35}"
1250,"{0: 0.93, 1: 0.4, 2: 0.31, 3: 0.44, 4: 0.37}"
1500,"{0: 0.98, 1: 0.28, 2: 0.35, 3: 0.39, 4: 0.32}"
1750,"{0: 0.94, 1: 0.39, 2: 0.33, 3: 0.28, 4: 0.3}"
2000,"{0: 0.92, 1: 0.41, 2: 0.35, 3: 0.32, 4: 0.33}"
2250,"{0: 0.94, 1: 0.37, 2: 0.37, 3: 0.41, 4: 0.31}"
2500,"{0: 0.96, 1: 0.37, 2: 0.35, 3: 0.33, 4: 0.36}"
2750,"{0: 0.97, 1: 0.45, 2: 0.39, 3: 0.37, 4: 0.43}"
3000,"{0: 0.94, 1: 0.38, 2: 0.31, 3: 0.34, 4: 0.36}"
3250,"{0: 0.95, 1: 0.38, 2: 0.32, 3: 0.4, 4: 0.36}"
3500,"{0: 0.96, 1: 0.43, 2: 0.28, 3: 0.38, 4: 0.32}"
3750,"{0: 0.95, 1: 0.48, 2: 0.3, 3: 0.33, 4: 0.37}"
4000,"{0: 0.89, 1: 0.38, 2: 0.39, 3: 0.34, 4: 0.33}"
4250,"{0: 0.94, 1: 0.35, 2: 0.35, 3: 0.35, 4: 0.24}"
4500,"{0: 0.94, 1: 0.42, 2: 0.3, 3: 0.38, 4: 0.3}"
4750,"{0: 0.94, 1: 0.42, 2: 0.32, 3: 0.3, 4: 0.3}"
5000,"{0: 0.98, 1: 0.41, 2: 0.3, 3: 0.32, 4: 0.41}"
5250,"{0: 0.98, 1: 0.27, 2: 0.44, 3: 0.29, 4: 0.38}"
5500,"{0: 0.91, 1: 0.47, 2: 0.31, 3: 0.19, 4: 0.34}"
5750,"{0: 1.0, 1: 0.27, 2: 0.38, 3: 0.35, 4: 0.33}"
6000,"{0: 0.92, 1: 0.4, 2: 0.32, 3: 0.37, 4: 0.3}"
6250,"{0: 0.93, 1: 0.39, 2: 0.32, 3: 0.33, 4: 0.24}"
6500,"{0: 0.93, 1: 0.41, 2: 0.22, 3: 0.27, 4: 0.26}"
6750,"{0: 0.96, 1: 0.44, 2: 0.31, 3: 0.28, 4: 0.33}"
7000,"{0: 0.94, 1: 0.39, 2: 0.28, 3: 0.26, 4: 0.21}"
7250,"{0: 0.95, 1: 0.36, 2: 0.34, 3: 0.24, 4: 0.31}"
7500,"{0: 0.92, 1: 0.43, 2: 0.35, 3: 0.25, 4: 0.3}"
