steps,best_pred_error_rate
22500,"{0: 0.94, 1: 0.51, 2: 0.39, 3: 0.32, 4: 0.29}"
22750,"{0: 0.97, 1: 0.35, 2: 0.28, 3: 0.18, 4: 0.34}"
23000,"{0: 0.93, 1: 0.35, 2: 0.3, 3: 0.28, 4: 0.35}"
23250,"{0: 0.91, 1: 0.41, 2: 0.33, 3: 0.23, 4: 0.3}"
23500,"{0: 0.92, 1: 0.5, 2: 0.34, 3: 0.33, 4: 0.24}"
23750,"{0: 0.96, 1: 0.29, 2: 0.34, 3: 0.34, 4: 0.31}"
24000,"{0: 0.9, 1: 0.32, 2: 0.31, 3: 0.29, 4: 0.27}"
24250,"{0: 0.97, 1: 0.36, 2: 0.32, 3: 0.22, 4: 0.24}"
24500,"{0: 0.97, 1: 0.42, 2: 0.27, 3: 0.3, 4: 0.23}"
24750,"{0: 0.97, 1: 0.51, 2: 0.31, 3: 0.35, 4: 0.31}"
25000,"{0: 0.96, 1: 0.36, 2: 0.24, 3: 0.36, 4: 0.25}"
