steps,best_pred_error_rate
250,"{0: 0.99, 1: 0.57, 2: 0.54, 3: 0.5, 4: 0.51}"
500,"{0: 0.95, 1: 0.46, 2: 0.47, 3: 0.42, 4: 0.44}"
750,"{0: 0.98, 1: 0.4, 2: 0.43, 3: 0.4, 4: 0.44}"
1000,"{0: 0.96, 1: 0.47, 2: 0.39, 3: 0.46, 4: 0.43}"
1250,"{0: 0.94, 1: 0.47, 2: 0.43, 3: 0.41, 4: 0.53}"
1500,"{0: 0.95, 1: 0.41, 2: 0.41, 3: 0.4, 4: 0.37}"
1750,"{0: 0.98, 1: 0.43, 2: 0.44, 3: 0.41, 4: 0.33}"
2000,"{0: 0.95, 1: 0.43, 2: 0.3, 3: 0.41, 4: 0.37}"
2250,"{0: 0.97, 1: 0.45, 2: 0.35, 3: 0.36, 4: 0.52}"
2500,"{0: 0.91, 1: 0.32, 2: 0.36, 3: 0.33, 4: 0.38}"
2750,"{0: 0.93, 1: 0.37, 2: 0.44, 3: 0.39, 4: 0.41}"
3000,"{0: 0.94, 1: 0.43, 2: 0.33, 3: 0.34, 4: 0.33}"
3250,"{0: 0.97, 1: 0.38, 2: 0.42, 3: 0.39, 4: 0.41}"
3500,"{0: 0.98, 1: 0.35, 2: 0.33, 3: 0.34, 4: 0.4}"
3750,"{0: 0.95, 1: 0.39, 2: 0.35, 3: 0.29, 4: 0.32}"
4000,"{0: 0.98, 1: 0.4, 2: 0.23, 3: 0.27, 4: 0.3}"
4250,"{0: 0.95, 1: 0.48, 2: 0.3, 3: 0.38, 4: 0.33}"
4500,"{0: 0.96, 1: 0.32, 2: 0.37, 3: 0.32, 4: 0.4}"
4750,"{0: 0.92, 1: 0.43, 2: 0.4, 3: 0.37, 4: 0.29}"
5000,"{0: 0.95, 1: 0.42, 2: 0.41, 3: 0.38, 4: 0.35}"
5250,"{0: 0.97, 1: 0.37, 2: 0.35, 3: 0.33, 4: 0.44}"
5500,"{0: 0.92, 1: 0.42, 2: 0.41, 3: 0.39, 4: 0.31}"
5750,"{0: 0.92, 1: 0.43, 2: 0.23, 3: 0.37, 4: 0.3}"
6000,"{0: 0.97, 1: 0.47, 2: 0.36, 3: 0.29, 4: 0.36}"
6250,"{0: 0.94, 1: 0.32, 2: 0.3, 3: 0.31, 4: 0.32}"
6500,"{0: 0.97, 1: 0.53, 2: 0.39, 3: 0.33, 4: 0.37}"
6750,"{0: 0.95, 1: 0.46, 2: 0.44, 3: 0.32, 4: 0.46}"
7000,"{0: 0.95, 1: 0.41, 2: 0.37, 3: 0.38, 4: 0.36}"
7250,"{0: 0.97, 1: 0.36, 2: 0.33, 3: 0.23, 4: 0.33}"
7500,"{0: 0.96, 1: 0.5, 2: 0.32, 3: 0.35, 4: 0.33}"
7750,"{0: 0.97, 1: 0.39, 2: 0.38, 3: 0.31, 4: 0.36}"
8000,"{0: 0.93, 1: 0.4, 2: 0.43, 3: 0.37, 4: 0.33}"
8250,"{0: 0.94, 1: 0.45, 2: 0.27, 3: 0.32, 4: 0.38}"
8500,"{0: 0.97, 1: 0.24, 2: 0.23, 3: 0.4, 4: 0.27}"
8750,"{0: 0.97, 1: 0.41, 2: 0.2, 3: 0.32, 4: 0.39}"
9000,"{0: 0.98, 1: 0.41, 2: 0.32, 3: 0.34, 4: 0.34}"
9250,"{0: 0.95, 1: 0.43, 2: 0.28, 3: 0.27, 4: 0.36}"
9500,"{0: 0.95, 1: 0.4, 2: 0.28, 3: 0.33, 4: 0.31}"
9750,"{0: 0.9, 1: 0.32, 2: 0.36, 3: 0.27, 4: 0.25}"
10000,"{0: 0.93, 1: 0.42, 2: 0.28, 3: 0.27, 4: 0.28}"
10250,"{0: 0.92, 1: 0.35, 2: 0.27, 3: 0.27, 4: 0.29}"
10500,"{0: 0.97, 1: 0.44, 2: 0.33, 3: 0.26, 4: 0.32}"
10750,"{0: 0.96, 1: 0.49, 2: 0.35, 3: 0.26, 4: 0.25}"
11000,"{0: 0.92, 1: 0.4, 2: 0.37, 3: 0.34, 4: 0.3}"
11250,"{0: 0.93, 1: 0.5, 2: 0.42, 3: 0.32, 4: 0.35}"
11500,"{0: 0.96, 1: 0.45, 2: 0.3, 3: 0.33, 4: 0.28}"
11750,"{0: 0.98, 1: 0.38, 2: 0.27, 3: 0.43, 4: 0.33}"
12000,"{0: 0.93, 1: 0.45, 2: 0.28, 3: 0.31, 4: 0.26}"
12250,"{0: 0.95, 1: 0.44, 2: 0.27, 3: 0.39, 4: 0.35}"
12500,"{0: 0.97, 1: 0.33, 2: 0.29, 3: 0.29, 4: 0.32}"
12750,"{0: 0.95, 1: 0.45, 2: 0.25, 3: 0.26, 4: 0.32}"
13000,"{0: 0.96, 1: 0.49, 2: 0.36, 3: 0.34, 4: 0.28}"
13250,"{0: 0.99, 1: 0.42, 2: 0.26, 3: 0.39, 4: 0.32}"
13500,"{0: 0.95, 1: 0.45, 2: 0.31, 3: 0.39, 4: 0.33}"
13750,"{0: 0.95, 1: 0.4, 2: 0.3, 3: 0.32, 4: 0.26}"
14000,"{0: 0.98, 1: 0.4, 2: 0.27, 3: 0.34, 4: 0.26}"
14250,"{0: 0.9, 1: 0.43, 2: 0.32, 3: 0.23, 4: 0.3}"
14500,"{0: 0.93, 1: 0.38, 2: 0.33, 3: 0.26, 4: 0.26}"
14750,"{0: 0.98, 1: 0.27, 2: 0.38, 3: 0.33, 4: 0.34}"
15000,"{0: 0.95, 1: 0.51, 2: 0.34, 3: 0.32, 4: 0.34}"
15250,"{0: 0.93, 1: 0.43, 2: 0.39, 3: 0.32, 4: 0.24}"
15500,"{0: 0.95, 1: 0.44, 2: 0.28, 3: 0.3, 4: 0.27}"
15750,"{0: 0.93, 1: 0.45, 2: 0.25, 3: 0.21, 4: 0.32}"
16000,"{0: 0.94, 1: 0.38, 2: 0.34, 3: 0.22, 4: 0.3}"
16250,"{0: 0.97, 1: 0.42, 2: 0.34, 3: 0.32, 4: 0.26}"
16500,"{0: 0.92, 1: 0.35, 2: 0.32, 3: 0.26, 4: 0.24}"
16750,"{0: 0.9, 1: 0.42, 2: 0.27, 3: 0.3, 4: 0.18}"
17000,"{0: 0.95, 1: 0.48, 2: 0.25, 3: 0.26, 4: 0.29}"
17250,"{0: 0.9, 1: 0.43, 2: 0.32, 3: 0.34, 4: 0.26}"
17500,"{0: 0.96, 1: 0.35, 2: 0.26, 3: 0.28, 4: 0.25}"
17750,"{0: 0.96, 1: 0.39, 2: 0.27, 3: 0.24, 4: 0.21}"
18000,"{0: 0.96, 1: 0.37, 2: 0.22, 3: 0.35, 4: 0.36}"
18250,"{0: 0.94, 1: 0.4, 2: 0.34, 3: 0.34, 4: 0.22}"
18500,"{0: 0.96, 1: 0.41, 2: 0.29, 3: 0.28, 4: 0.29}"
18750,"{0: 0.95, 1: 0.53, 2: 0.25, 3: 0.21, 4: 0.32}"
19000,"{0: 0.89, 1: 0.38, 2: 0.38, 3: 0.28, 4: 0.22}"
19250,"{0: 0.96, 1: 0.39, 2: 0.31, 3: 0.28, 4: 0.23}"
19500,"{0: 0.93, 1: 0.4, 2: 0.33, 3: 0.32, 4: 0.27}"
19750,"{0: 0.96, 1: 0.44, 2: 0.35, 3: 0.34, 4: 0.27}"
20000,"{0: 0.98, 1: 0.36, 2: 0.28, 3: 0.26, 4: 0.36}"
20250,"{0: 0.94, 1: 0.37, 2: 0.39, 3: 0.26, 4: 0.33}"
20500,"{0: 0.95, 1: 0.39, 2: 0.29, 3: 0.22, 4: 0.29}"
20750,"{0: 0.96, 1: 0.35, 2: 0.29, 3: 0.24, 4: 0.31}"
21000,"{0: 0.98, 1: 0.42, 2: 0.24, 3: 0.26, 4: 0.24}"
21250,"{0: 0.96, 1: 0.43, 2: 0.26, 3: 0.3, 4: 0.3}"
21500,"{0: 0.91, 1: 0.42, 2: 0.37, 3: 0.26, 4: 0.25}"
21750,"{0: 0.97, 1: 0.4, 2: 0.23, 3: 0.37, 4: 0.31}"
22000,"{0: 0.98, 1: 0.39, 2: 0.32, 3: 0.25, 4: 0.3}"
22250,"{0: 0.98, 1: 0.46, 2: 0.27, 3: 0.23, 4: 0.31}"
