steps,time_per_step,pred_success,nodes,filtered_nodes
0,0,0,0,0
2002,0.0002,0.6103,361,0
4001,0.0002,0.6689,426,0
6001,0.0003,0.668,475,9
8000,0.0003,0.6921,510,21
10001,0.0003,0.6689,542,30
12000,0.0003,0.6826,571,39
14000,0.0003,0.7059,599,51
16001,0.0003,0.7029,626,60
18002,0.0003,0.7031,650,68
20001,0.0003,0.7279,670,87
22002,0.0003,0.7081,685,98
24000,0.0003,0.7095,700,120
26000,0.0003,0.7205,725,130
28002,0.0003,0.7051,743,135
30001,0.0003,0.7193,763,144
32000,0.0003,0.6899,777,146
34000,0.0003,0.6975,790,147
36001,0.0003,0.7301,807,147
38001,0.0003,0.7187,822,150
40002,0.0003,0.745,834,152
42001,0.0003,0.716,848,152
44002,0.0002,0.7126,861,155
46000,0.0002,0.7257,873,155
48000,0.0002,0.7436,884,156
50002,0.0003,0.7066,897,156
52000,0.0003,0.7065,907,158
54002,0.0003,0.7003,919,159
56001,0.0003,0.7055,926,161
58000,0.0003,0.7299,930,162
60002,0.0003,0.6989,938,162
62001,0.0004,0.7193,944,163
64000,0.0003,0.7412,951,163
66002,0.0003,0.689,955,166
68000,0.0003,0.7297,956,168
70001,0.0003,0.7192,963,170
72001,0.0003,0.7205,970,171
74001,0.0003,0.7141,978,172
76001,0.0002,0.7319,980,172
78001,0.0002,0.7382,983,172
80000,0.0003,0.7067,987,175
82000,0.0003,0.7147,995,180
84001,0.0003,0.7311,1000,181
86002,0.0003,0.7102,1004,185
88002,0.0003,0.7302,1005,188
90001,0.0003,0.7251,1012,188
92001,0.0004,0.7079,1013,190
94000,0.0002,0.7239,1017,190
96002,0.0003,0.7284,1022,193
98000,0.0003,0.7306,1025,194
100001,0.0003,0.7502,1028,195
102001,0.0003,0.7227,1031,198
104002,0.0003,0.7038,1031,201
106000,0.0003,0.7403,1034,203
108000,0.0005,0.7404,1039,204
110001,0.0003,0.703,1040,206
112002,0.0003,0.7258,1042,209
114000,0.0003,0.7355,1045,209
116001,0.0003,0.714,1047,209
118001,0.0003,0.7435,1047,210
120000,0.0003,0.7304,1048,210
122000,0.0003,0.7196,1048,211
124001,0.0003,0.7253,1051,214
126000,0.0005,0.7278,1053,217
128002,0.0003,0.7292,1054,220
130001,0.0003,0.7407,1055,220
132000,0.0003,0.7134,1056,223
134001,0.0004,0.6864,1058,226
136001,0.0004,0.7013,1061,227
138000,0.0003,0.7153,1062,229
140001,0.0003,0.7286,1063,230
142002,0.0003,0.7412,1066,234
144002,0.0002,0.7359,1068,236
146002,0.0002,0.7401,1069,236
148000,0.0002,0.734,1071,239
150000,0.0003,0.716,1072,242
152001,0.0003,0.7335,1074,246
154002,0.0003,0.7321,1076,248
156000,0.0002,0.7413,1078,251
158000,0.0003,0.712,1082,253
160000,0.0002,0.7419,1084,257
162002,0.0003,0.7133,1084,258
164002,0.0003,0.723,1085,262
166001,0.0003,0.7483,1086,263
168001,0.0003,0.733,1088,266
170001,0.0003,0.7367,1090,267
172001,0.0003,0.7193,1090,269
174000,0.0003,0.7423,1090,271
176000,0.0003,0.7327,1091,272
178000,0.0002,0.7485,1092,273
180002,0.0002,0.7259,1093,274
182002,0.0003,0.7255,1094,279
184002,0.0003,0.7477,1096,279
186001,0.0002,0.7349,1098,282
188001,0.0003,0.7163,1099,288
190002,0.0003,0.7095,1100,291
192000,0.0003,0.7502,1100,294
194001,0.0004,0.7524,1100,296
196002,0.0003,0.7088,1100,300
198002,0.0003,0.743,1101,301
200002,0.0003,0.7026,1102,303
