steps,time_per_step,pred_success,nodes,filtered_nodes
0,0,0,0,0
2001,0.0002,0.5312,379,0
4001,0.0002,0.6268,428,0
6001,0.0003,0.674,483,11
8002,0.0002,0.6625,512,21
10002,0.0002,0.6876,548,28
12001,0.0002,0.6894,575,39
14001,0.0002,0.7005,602,48
16001,0.0003,0.7156,627,61
18000,0.0003,0.6933,654,71
20000,0.0003,0.7052,676,83
22001,0.0002,0.7086,696,95
24002,0.0002,0.7277,732,112
26000,0.0003,0.6997,749,123
28001,0.0003,0.7208,768,133
30001,0.0002,0.7146,777,137
32001,0.0003,0.7457,794,144
34001,0.0002,0.7249,806,147
36001,0.0002,0.7014,820,149
38002,0.0002,0.7206,829,149
40000,0.0004,0.7033,845,150
42002,0.0005,0.7172,864,151
44002,0.0003,0.7224,874,153
46000,0.0003,0.7058,887,155
48001,0.0003,0.695,897,156
50000,0.0003,0.7322,903,157
52000,0.0004,0.7171,912,157
54002,0.0003,0.7187,919,160
56002,0.0003,0.7403,924,160
58001,0.0003,0.7239,934,163
60000,0.0003,0.7158,940,163
62002,0.0004,0.7152,949,166
64001,0.0003,0.7129,954,170
66000,0.0003,0.714,962,171
68000,0.0003,0.7372,965,171
70000,0.0002,0.7441,971,171
72002,0.0004,0.7205,975,175
74000,0.0003,0.737,985,178
76001,0.0003,0.7351,987,180
78002,0.0003,0.7129,994,180
80000,0.0002,0.7125,998,180
82000,0.0003,0.742,1005,183
84000,0.0003,0.7164,1008,186
86001,0.0002,0.7244,1013,187
88002,0.0003,0.7151,1016,191
90000,0.0002,0.7208,1023,191
92001,0.0003,0.7208,1027,193
94002,0.0003,0.7024,1028,194
96001,0.0003,0.7667,1030,195
98000,0.0003,0.7173,1031,195
100002,0.0003,0.7541,1033,198
102000,0.0003,0.716,1034,199
104001,0.0003,0.7337,1035,200
106000,0.0003,0.7413,1039,200
108000,0.0003,0.7182,1040,203
110001,0.0003,0.7137,1043,203
112000,0.0002,0.7197,1047,209
114001,0.0003,0.7195,1048,211
116001,0.0003,0.7196,1049,216
118001,0.0003,0.7364,1052,216
120001,0.0003,0.7381,1052,217
122000,0.0003,0.727,1053,220
124002,0.0003,0.7295,1055,222
126001,0.0003,0.7223,1058,223
128001,0.0003,0.7387,1059,223
130000,0.0003,0.7439,1059,225
132000,0.0003,0.7391,1061,226
134002,0.0004,0.7274,1064,228
136000,0.0003,0.7198,1065,228
138000,0.0004,0.7456,1069,230
140002,0.0003,0.6992,1071,233
142000,0.0004,0.7411,1073,235
144000,0.0004,0.728,1073,236
146001,0.0003,0.7384,1073,239
148001,0.0004,0.7269,1074,241
150001,0.0003,0.7394,1075,244
152002,0.0003,0.7398,1076,248
154001,0.0003,0.7198,1077,250
156000,0.0004,0.7137,1079,251
158002,0.0003,0.7277,1079,252
160002,0.0004,0.7232,1083,255
162000,0.0004,0.7488,1083,259
164002,0.0004,0.7567,1083,260
166002,0.0004,0.7358,1085,263
168000,0.0003,0.7363,1087,264
170002,0.0004,0.7379,1088,265
172000,0.0004,0.7397,1088,266
174000,0.0003,0.727,1088,268
176000,0.0003,0.7517,1089,271
178001,0.0003,0.7335,1089,273
180000,0.0003,0.734,1091,278
182000,0.0003,0.736,1091,281
184001,0.0003,0.7273,1091,284
186000,0.0003,0.7385,1091,286
188002,0.0003,0.742,1091,287
190002,0.0003,0.7417,1092,291
192001,0.0003,0.7207,1093,291
194000,0.0003,0.7468,1093,293
196001,0.0002,0.7464,1094,295
198002,0.0003,0.7449,1095,295
200000,0.0003,0.7229,1096,296
