steps,time_per_step,pred_success,nodes,filtered_nodes
0,0,0,0,0
2001,0.0003,0.6053,363,0
4000,0.0002,0.6188,415,0
6000,0.0003,0.6788,459,8
8001,0.0003,0.6552,492,20
10002,0.0002,0.6719,526,27
12000,0.0002,0.6859,562,40
14000,0.0002,0.6924,593,54
16000,0.0002,0.6919,620,62
18000,0.0003,0.7141,645,68
20000,0.0002,0.6851,676,82
22001,0.0003,0.7014,695,95
24002,0.0002,0.6848,714,108
26000,0.0003,0.7052,731,121
28000,0.0002,0.7045,754,132
30001,0.0002,0.7038,770,140
32000,0.0003,0.708,781,146
34002,0.0003,0.7345,795,151
36002,0.0003,0.7175,819,152
38002,0.0002,0.6806,832,152
40000,0.0003,0.7342,847,152
42002,0.0003,0.7055,858,153
44002,0.0002,0.7133,875,154
46001,0.0003,0.7089,887,154
48001,0.0002,0.7065,897,156
50001,0.0003,0.7218,906,157
52001,0.0003,0.7082,915,157
54000,0.0003,0.7286,919,157
56001,0.0002,0.7054,925,158
58002,0.0002,0.7215,931,158
60000,0.0002,0.7087,935,158
62000,0.0002,0.714,946,159
64000,0.0003,0.7235,950,160
66001,0.0003,0.7184,955,162
68000,0.0003,0.7186,965,163
70002,0.0002,0.7198,970,165
72000,0.0003,0.7077,981,166
74002,0.0003,0.7208,987,167
76000,0.0003,0.7244,994,169
78000,0.0003,0.7317,997,170
80000,0.0003,0.723,1001,174
82001,0.0003,0.7107,1004,175
84001,0.0003,0.7272,1009,177
86001,0.0004,0.7154,1012,178
88001,0.0002,0.7483,1018,178
90001,0.0003,0.7211,1023,181
92001,0.0003,0.7288,1028,183
94001,0.0004,0.7399,1036,184
96002,0.0003,0.7464,1037,188
98000,0.0003,0.7362,1040,189
100001,0.0003,0.6966,1042,189
102000,0.0003,0.7414,1043,192
104000,0.0002,0.7502,1043,194
106002,0.0003,0.7253,1044,197
108001,0.0002,0.7088,1050,197
110000,0.0003,0.7058,1054,198
112000,0.0003,0.7257,1055,201
114001,0.0003,0.742,1056,202
116000,0.0003,0.7262,1058,204
118000,0.0004,0.762,1061,205
120001,0.0004,0.7219,1063,205
122001,0.0004,0.7366,1065,207
124001,0.0003,0.7283,1067,209
126001,0.0004,0.7481,1069,212
128001,0.0004,0.7019,1071,216
130000,0.0003,0.7148,1073,218
132001,0.0004,0.7335,1074,223
134001,0.0004,0.7329,1075,223
136002,0.0005,0.7357,1077,225
138002,0.0004,0.7275,1077,229
140000,0.0004,0.721,1078,229
142002,0.0004,0.715,1078,232
144000,0.0003,0.7216,1078,234
146000,0.0004,0.7351,1078,235
148000,0.0002,0.7355,1079,238
150001,0.0003,0.7092,1080,240
152001,0.0002,0.7284,1083,242
154001,0.0003,0.7154,1084,243
156000,0.0003,0.722,1084,244
158001,0.0002,0.7342,1084,247
160000,0.0002,0.7408,1087,248
162002,0.0003,0.7476,1088,248
164001,0.0003,0.7635,1090,248
166001,0.0002,0.7232,1091,250
168001,0.0003,0.71,1091,252
170002,0.0003,0.7019,1092,253
172000,0.0003,0.6953,1092,253
174000,0.0002,0.7274,1092,254
176000,0.0003,0.7181,1092,256
178002,0.0003,0.7187,1093,262
180001,0.0003,0.7255,1093,266
182001,0.0003,0.7296,1093,267
184001,0.0002,0.7262,1097,268
186000,0.0003,0.743,1098,270
188002,0.0003,0.7324,1100,273
190000,0.0003,0.7139,1100,275
192001,0.0003,0.7155,1100,280
194001,0.0003,0.7228,1100,282
196001,0.0003,0.7322,1102,286
198002,0.0003,0.7352,1102,289
200000,0.0003,0.7367,1103,291
