steps,time_per_step,pred_success,nodes,filtered_nodes
0,0,0,0,0
10003,0.0002,0.6451,554,70
20003,0.0002,0.6438,777,122
30001,0.0002,0.6458,935,157
40003,0.0002,0.6495,1070,197
50002,0.0003,0.6525,1170,237
60002,0.0003,0.6525,1243,273
70003,0.0002,0.6681,1311,311
80000,0.0002,0.6563,1366,334
90003,0.0003,0.6708,1416,359
100001,0.0003,0.6742,1459,380
110003,0.0003,0.6673,1522,400
120002,0.0003,0.6654,1567,425
130000,0.0003,0.67,1622,445
140003,0.0003,0.6756,1663,466
150003,0.0003,0.6787,1701,487
160000,0.0003,0.6677,1727,506
170001,0.0003,0.6696,1746,520
180001,0.0003,0.6735,1766,530
190000,0.0003,0.6752,1793,547
200001,0.0003,0.6742,1821,562
210001,0.0003,0.6817,1837,572
220000,0.0004,0.6735,1855,578
230001,0.0003,0.6823,1873,593
240002,0.0003,0.6769,1887,607
250000,0.0004,0.6692,1906,616
260003,0.0003,0.6812,1926,626
270003,0.0003,0.6734,1934,636
280001,0.0004,0.679,1943,641
290003,0.0003,0.6802,1956,650
300003,0.0003,0.6829,1967,660
310000,0.0004,0.6821,1978,666
320001,0.0003,0.6792,1993,670
330003,0.0003,0.678,2007,677
340002,0.0004,0.6902,2016,682
350002,0.0003,0.6831,2022,690
360003,0.0004,0.6868,2032,697
370001,0.0003,0.6829,2042,703
380003,0.0003,0.679,2050,709
390001,0.0004,0.6846,2053,718
400003,0.0003,0.6861,2055,721
410003,0.0003,0.6822,2065,725
420002,0.0004,0.687,2073,730
430000,0.0003,0.6897,2074,732
440003,0.0003,0.6831,2080,738
450002,0.0004,0.6912,2084,744
460000,0.0003,0.6909,2091,748
470000,0.0003,0.6959,2099,751
480001,0.0004,0.6853,2102,760
490001,0.0003,0.6889,2102,763
500002,0.0003,0.6845,2104,768
510000,0.0004,0.687,2109,770
520002,0.0003,0.6842,2112,774
530002,0.0004,0.6809,2119,776
540001,0.0003,0.6848,2123,780
550001,0.0003,0.6871,2124,784
560000,0.0004,0.6876,2132,784
570002,0.0003,0.6854,2137,787
580001,0.0003,0.6808,2142,788
590003,0.0004,0.6882,2146,790
600002,0.0003,0.6827,2150,793
610001,0.0003,0.6936,2150,798
620001,0.0004,0.6781,2155,800
630001,0.0003,0.6846,2159,801
640001,0.0004,0.6909,2162,804
650002,0.0004,0.691,2166,806
660000,0.0003,0.6866,2167,810
670001,0.0004,0.6842,2171,814
680001,0.0003,0.6875,2173,815
690000,0.0003,0.6877,2177,817
700003,0.0004,0.69,2180,820
710002,0.0003,0.6911,2185,822
720002,0.0003,0.6932,2186,823
730002,0.0004,0.6871,2188,825
740000,0.0003,0.6867,2190,825
750000,0.0004,0.6925,2194,827
760000,0.0003,0.6929,2194,829
770003,0.0003,0.6902,2195,831
780003,0.0004,0.6928,2198,835
790003,0.0003,0.6851,2200,836
800002,0.0003,0.6975,2202,838
810000,0.0004,0.6917,2202,838
820003,0.0003,0.6906,2203,839
830000,0.0003,0.6906,2206,840
840000,0.0004,0.6831,2210,840
850000,0.0003,0.6912,2213,841
860001,0.0004,0.6886,2214,842
870003,0.0003,0.69,2214,843
880002,0.0003,0.6902,2214,843
890003,0.0004,0.6988,2216,844
900000,0.0003,0.6897,2219,844
910000,0.0003,0.688,2223,845
920002,0.0004,0.6884,2224,848
930003,0.0003,0.6923,2226,850
940001,0.0004,0.6964,2228,850
950002,0.0003,0.6914,2232,852
960001,0.0003,0.6958,2235,852
970003,0.0004,0.6927,2237,853
980003,0.0003,0.6946,2238,853
990003,0.0003,0.6862,2240,854
1000001,0.0004,0.691,2244,855
