steps,time_per_step,pred_success,nodes,filtered_nodes
0,0,0,0,0
10000,0.0002,0.6368,587,68
20001,0.0002,0.6444,810,119
30000,0.0003,0.6565,971,172
40002,0.0002,0.6639,1099,205
50000,0.0002,0.6595,1210,255
60002,0.0002,0.6687,1337,290
70000,0.0003,0.6637,1413,311
80000,0.0003,0.6735,1475,348
90003,0.0003,0.6768,1530,365
100002,0.0003,0.679,1584,396
110000,0.0003,0.6799,1630,416
120001,0.0003,0.6777,1671,439
130003,0.0003,0.6797,1707,462
140000,0.0003,0.6792,1744,479
150002,0.0003,0.6661,1764,498
160001,0.0003,0.6835,1790,508
170001,0.0003,0.6769,1816,519
180001,0.0003,0.6715,1838,531
190001,0.0003,0.6832,1860,544
200001,0.0003,0.6802,1882,552
210000,0.0003,0.6778,1896,563
220000,0.0003,0.6781,1913,577
230001,0.0003,0.6808,1924,591
240003,0.0003,0.6739,1934,610
250001,0.0004,0.681,1946,625
260003,0.0003,0.6749,1965,634
270002,0.0003,0.6899,1975,646
280003,0.0004,0.681,1984,654
290003,0.0003,0.6833,1996,662
300003,0.0003,0.6824,2005,674
310000,0.0004,0.6846,2014,687
320001,0.0003,0.6815,2025,698
330000,0.0003,0.6829,2032,704
340002,0.0004,0.6798,2046,713
350001,0.0003,0.6837,2058,722
360000,0.0003,0.6786,2063,725
370001,0.0004,0.6876,2076,732
380002,0.0003,0.6852,2082,735
390002,0.0004,0.688,2094,739
400002,0.0003,0.6941,2096,742
410002,0.0003,0.6887,2109,744
420000,0.0004,0.6785,2118,748
430000,0.0003,0.6879,2123,749
440002,0.0003,0.6925,2127,754
450003,0.0004,0.6907,2130,765
460000,0.0003,0.6855,2136,768
470000,0.0003,0.6853,2140,773
480003,0.0004,0.6859,2142,776
490003,0.0003,0.6933,2148,778
500001,0.0004,0.6835,2153,781
510003,0.0003,0.6916,2158,783
520000,0.0003,0.6924,2163,788
530001,0.0004,0.6891,2167,791
540002,0.0003,0.6841,2170,796
550002,0.0003,0.6894,2171,803
560001,0.0004,0.6793,2172,808
570000,0.0003,0.6809,2176,812
580002,0.0003,0.6886,2179,814
590000,0.0004,0.6911,2182,816
600001,0.0003,0.6936,2184,818
610000,0.0004,0.6799,2186,820
620000,0.0003,0.6839,2189,822
630000,0.0003,0.6881,2190,825
640001,0.0004,0.69,2192,827
650002,0.0003,0.6827,2195,829
660002,0.0003,0.6912,2196,830
670003,0.0004,0.6926,2198,832
680002,0.0003,0.6906,2201,834
690001,0.0003,0.6925,2203,837
700003,0.0004,0.6843,2205,839
710000,0.0003,0.6917,2207,843
720003,0.0004,0.6858,2208,845
730003,0.0003,0.6847,2210,845
740000,0.0003,0.6794,2211,847
750001,0.0004,0.6901,2216,848
760000,0.0003,0.6855,2218,849
770000,0.0003,0.697,2220,852
780003,0.0004,0.6906,2222,852
790003,0.0003,0.6917,2223,854
800000,0.0004,0.6903,2225,856
810002,0.0003,0.689,2228,856
820002,0.0003,0.6953,2230,856
830003,0.0004,0.6852,2231,856
840000,0.0003,0.6878,2234,857
850002,0.0003,0.6906,2235,859
860002,0.0004,0.6913,2238,859
870002,0.0003,0.6844,2239,860
880002,0.0004,0.685,2239,864
890002,0.0004,0.6928,2243,864
900002,0.0003,0.6869,2245,865
910000,0.0004,0.6911,2245,866
920000,0.0003,0.6939,2245,866
930000,0.0003,0.6838,2246,867
940003,0.0004,0.6849,2247,867
950002,0.0003,0.6978,2249,867
960002,0.0004,0.6864,2250,869
970000,0.0004,0.6891,2253,869
980000,0.0004,0.6844,2254,869
990002,0.0004,0.6883,2255,871
1000003,0.0003,0.6861,2256,873
