total_steps,value
10,"[0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]"
125000,"[0.9523809523809523, 0.8, 0.8620689655172413, 0.32967032967032966, 0.4666666666666667, 0.9285714285714286, 0.19402985074626866, 0.016666666666666666, 0.9333333333333333, 0.20202020202020202, 0.6299212598425197, 0.045454545454545456, 0.7333333333333333, 0.8780487804878049, 0.8518518518518519, 0.08771929824561403, 0.23636363636363636, 0.8947368421052632, 0.9090909090909091, 0.5727272727272728, 0.9090909090909091, 0.8333333333333334, 0.4032258064516129, 0.8490566037735849, 0.9325842696629213, 0.013422818791946308, 0.08536585365853659, 0.09859154929577464, 0.018867924528301886, 0.3076923076923077, 0.2076923076923077, 0.8055555555555556, 0.8666666666666667, 0.8461538461538461, 0.8787878787878788, 0.8, 0.11619718309859155, 0.8333333333333334, 0.37349397590361444, 0.8421052631578947, 0.9183673469387755, 0.8, 0.75, 0.8928571428571429, 0.8947368421052632, 0.8648648648648649, 0.52, 0.9142857142857143, 0.2356687898089172, 0.13541666666666666, 0.9090909090909091, 0.5384615384615384, 0.1891891891891892, 0.8787878787878788, 0.7142857142857143, 0.8181818181818182, 0.9117647058823529, 0.873015873015873, 0.1770573566084788, 0.8205128205128205, 0.8958333333333334, 0.32407407407407407, 0.8823529411764706, 0.3137254901960784, 0.5454545454545454, 0.14285714285714285, 0.922077922077922, 0.16605166051660517, 0.2967032967032967, 0.875, 0.10857142857142857, 0.8888888888888888, 0.8888888888888888, 0.8333333333333334, 0.26571428571428574, 0.4, 0.7222222222222222, 0.9, 0.8048780487804879, 0.8571428571428571, 0.042224510813594233, 0.7142857142857143, 0.7647058823529411, 0.8888888888888888, 0.9333333333333333, 0.3333333333333333, 0.9102564102564102, 0.6842105263157895, 0.9125, 0.7857142857142857, 0.22033898305084745, 0.7666666666666667, 0.8529411764705882, 0.8, 0.05263157894736842, 0.9615384615384616, 0.1002710027100271, 0.8627450980392157, 0.3142857142857143, 0.8571428571428571, 0.8809523809523809, 0.2976190476190476, 0.16666666666666666, 0.19186046511627908, 0.08552631578947369, 0.7777777777777778, 0.76, 0.92, 0.8055555555555556, 0.06204379562043796, 0.9, 0.8421052631578947, 0.9371980676328503, 0.8064516129032258, 0.16272965879265092, 0.875, 0.8214285714285714, 0.9473684210526315, 0.4782608695652174, 0.8461538461538461, 0.8461538461538461, 0.052521008403361345, 0.28888888888888886, 0.3333333333333333, 0.45714285714285713, 0.30451127819548873, 0.7714285714285715, 0.8717948717948718, 0.8181818181818182, 0.9166666666666666, 0.05555555555555555, 0.875, 0.8928571428571429, 0.75, 0.9016393442622951, 0.8415841584158416, 0.85, 0.32926829268292684, 0.8518518518518519, 0.6222222222222222, 0.058823529411764705, 0.925, 0.8674698795180723, 0.9478260869565217, 0.8076923076923077, 0.3146067415730337, 0.8993288590604027, 0.875, 0.8571428571428571, 0.5952380952380952, 0.8787878787878788, 0.8452380952380952, 0.84375, 0.2857142857142857, 0.8679245283018868, 0.6773333333333333, 0.8571428571428571, 0.8888888888888888, 0.8387096774193549, 0.8108108108108109, 0.84375, 0.9090909090909091, 0.90625, 0.8275862068965517, 0.9166666666666666, 0.8518518518518519, 0.7619047619047619, 0.39655172413793105, 0.9666666666666667, 0.9565217391304348, 0.5211267605633803, 0.8695652173913043, 0.3902439024390244, 0.6666666666666666, 0.8260869565217391, 0.8095238095238095, 0.34782608695652173, 0.8787878787878788, 0.09455587392550144, 0.4635416666666667, 0.8985915492957747, 0.9219858156028369, 0.9583333333333334, 0.8679245283018868, 0.6752136752136753, 0.8695652173913043, 0.9180327868852459, 0.45614035087719296, 0.16991643454038996, 0.33695652173913043, 0.616519174041298, 0.7894736842105263, 0.9171974522292994, 0.9106628242074928, 0.8695652173913043, 0.631578947368421, 0.9207650273224044, 0.08745247148288973, 0.84, 0.8604651162790697, 0.06976744186046512, 0.6046511627906976, 0.84375, 0.9196428571428571, 0.38271604938271603, 0.37037037037037035, 0.8979591836734694, 0.8181818181818182, 0.2006269592476489, 0.9473684210526315, 0.04594594594594595, 0.15254237288135594, 0.8181818181818182, 0.03571428571428571, 0.8571428571428571, 0.9655172413793104, 0.875, 0.8679245283018868, 0.9156626506024096, 0.16666666666666666, 0.11851851851851852, 0.8378378378378378, 0.7579617834394905, 0.9090909090909091, 0.903448275862069, 0.10676156583629894, 0.803921568627451, 0.2459016393442623, 0.8928571428571429, 0.6853932584269663, 0.88, 0.22580645161290322, 0.8604651162790697, 0.16747572815533981, 0.9016393442622951, 0.8392857142857143, 0.1, 0.851063829787234, 0.8309859154929577, 0.6111111111111112, 0.5, 0.8518518518518519, 0.9108910891089109, 0.8076923076923077, 0.8484848484848485, 0.9444444444444444, 0.06036745406824147, 0.925531914893617, 0.26011560693641617, 0.9183673469387755, 0.8709677419354839, 0.8095238095238095, 0.2694300518134715, 0.8787878787878788, 0.8555555555555555, 0.9130434782608695, 0.8666666666666667, 0.9310344827586207, 0.9230769230769231, 0.9090909090909091, 0.9130434782608695, 0.9024390243902439, 0.92, 0.34782608695652173, 0.07394366197183098, 0.4594594594594595, 0.9240506329113924, 0.8055555555555556, 0.9440993788819876, 0.7453416149068323, 0.2403846153846154, 0.2847222222222222, 0.14720812182741116, 0.9117647058823529, 0.7414965986394558, 0.8518518518518519, 0.08189655172413793, 0.28888888888888886, 0.9481481481481482, 0.06666666666666667, 0.8, 0.9090909090909091, 0.8611111111111112, 0.86, 0.9136904761904762, 0.8833333333333333, 0.8979591836734694, 0.8611111111111112, 0.2214765100671141, 0.9369369369369369, 0.8333333333333334, 0.18925831202046037, 0.5238095238095238, 0.896551724137931, 0.4090909090909091, 0.030379746835443037, 0.8275862068965517, 0.9, 0.9583333333333334, 0.07352941176470588, 0.9166666666666666, 0.8709677419354839, 0.8627450980392157, 0.7931034482758621, 0.02857142857142857, 0.8888888888888888, 0.8666666666666667, 0.10365853658536585, 0.9369369369369369, 0.8461538461538461, 0.9333333333333333, 0.7338129496402878, 0.8803418803418803, 0.06537530266343826, 0.32142857142857145, 0.9259259259259259, 0.8235294117647058, 0.9333333333333333, 0.8695652173913043, 0.5303030303030303, 0.7931034482758621, 0.5555555555555556, 0.7857142857142857, 0.8620689655172413, 0.9473684210526315, 0.4, 0.7586206896551724, 0.40816326530612246, 0.84, 0.84375, 0.5542168674698795, 0.948, 0.3880597014925373, 0.7777777777777778, 0.7142857142857143, 0.2692307692307692, 0.88, 0.8888888888888888, 0.9, 0.9166666666666666, 0.96, 0.9142857142857143, 0.8604651162790697, 0.9242424242424242, 0.8333333333333334, 0.42857142857142855, 0.24175824175824176, 0.8571428571428571, 0.9487179487179487, 0.5794392523364486, 0.08080808080808081, 0.16149068322981366, 0.34782608695652173, 0.8484848484848485, 0.12324929971988796, 0.7058823529411765, 0.40310077519379844, 0.9545454545454546, 0.8387096774193549, 0.8846153846153846, 0.8166666666666667, 0.6086956521739131, 0.23776223776223776, 0.27596439169139464, 0.8823529411764706, 0.19718309859154928, 0.3918918918918919, 0.7428571428571429, 0.75, 0.04610655737704918, 0.8571428571428571, 0.8484848484848485, 0.9090909090909091, 0.8620689655172413, 0.9438202247191011, 0.17137096774193547, 0.04783599088838269, 0.22077922077922077, 0.8085106382978723, 0.47619047619047616, 0.9302325581395349, 0.84, 0.3835616438356164, 0.75, 0.8148148148148148, 0.19767441860465115, 0.3918918918918919, 0.3829787234042553, 0.5204918032786885, 0.8333333333333334, 0.8823529411764706, 0.5192307692307693, 0.9016393442622951, 0.9705882352941176, 0.8292682926829268, 0.911504424778761, 0.22764227642276422, 0.36253776435045315, 0.925, 0.8974358974358975, 0.88, 0.7741935483870968, 0.9444444444444444, 0.8545454545454545, 0.6169354838709677, 0.9104477611940298, 0.3504531722054381, 0.49019607843137253, 0.9470198675496688, 0.5961538461538461, 0.4444444444444444, 0.41964285714285715, 0.18218623481781376, 0.47058823529411764, 0.33962264150943394, 0.8620689655172413, 0.7333333333333333, 0.9377593360995851, 0.8571428571428571, 0.45454545454545453, 0.08846153846153847, 0.8, 0.05733944954128441, 0.9298780487804879, 0.9, 0.31085043988269795, 0.9285714285714286, 0.6666666666666666, 0.4295774647887324, 0.5759162303664922, 0.559322033898305, 0.9090909090909091, 0.1497326203208556, 0.9130434782608695, 0.39215686274509803, 0.8793103448275862, 0.07692307692307693, 0.9195979899497487, 0.36363636363636365, 0.9166666666666666, 0.9099099099099099, 0.8648648648648649, 0.9130434782608695, 0.2953020134228188, 0.9261744966442953, 0.8971428571428571, 0.36904761904761907, 0.6577181208053692, 0.8780487804878049, 0.2066115702479339, 0.05198776758409786, 0.5597826086956522, 0.8648648648648649, 0.875, 0.2773109243697479, 0.358974358974359, 0.03389830508474576, 0.875, 0.2248062015503876, 0.8333333333333334, 0.8409090909090909, 0.24822695035460993, 0.782608695652174, 0.8888888888888888, 0.900990099009901, 0.9764705882352941, 0.7954545454545454, 0.8305084745762712, 0.875, 0.7666666666666667, 0.8695652173913043, 0.8947368421052632, 0.8979591836734694, 0.7222222222222222, 0.16666666666666666, 0.8421052631578947, 0.8787878787878788, 0.9411764705882353, 0.8823529411764706, 0.11235955056179775, 0.8235294117647058, 0.8787878787878788, 0.84, 0.8064516129032258, 0.14942528735632185, 0.8125, 0.85, 0.8518518518518519, 0.8809523809523809, 0.4339622641509434, 0.0379746835443038, 0.432, 0.05148514851485148, 0.898989898989899, 0.883495145631068, 0.8910891089108911, 0.2328767123287671, 0.4482758620689655, 0.8269230769230769, 0.9476439790575916, 0.017241379310344827, 0.8333333333333334, 0.7692307692307693, 0.13592233009708737, 0.049429657794676805, 0.8823529411764706, 0.8, 0.8620689655172413, 0.06358381502890173, 0.875, 0.4005602240896359, 0.8938053097345132, 0.2109375, 0.4716981132075472, 0.8994252873563219, 0.9285714285714286, 0.5833333333333334, 0.5087719298245614, 0.23484848484848486, 0.9230769230769231, 0.38596491228070173, 0.8796296296296297, 0.9473684210526315, 0.7586206896551724, 0.8543689320388349, 0.7252747252747253, 0.84375, 0.8, 0.8387096774193549, 0.125, 0.21621621621621623, 0.11304347826086956, 0.8529411764705882, 0.19658119658119658, 0.1564625850340136, 0.5961538461538461, 0.1415929203539823, 0.8888888888888888, 0.9180327868852459, 0.7692307692307693, 0.8518518518518519, 0.8695652173913043, 0.860655737704918, 0.0696969696969697, 0.8823529411764706, 0.9024390243902439, 0.875, 0.0784313725490196, 0.8484848484848485, 0.7941176470588235, 0.8791208791208791, 0.8888888888888888, 0.9142857142857143, 0.8461538461538461, 0.86, 0.88, 0.9459459459459459, 0.94, 0.45544554455445546, 0.8823529411764706, 0.8947368421052632, 0.8214285714285714, 0.509090909090909, 0.28846153846153844, 0.8421052631578947, 0.8620689655172413, 0.8928571428571429, 0.8918918918918919, 0.855072463768116, 0.8333333333333334, 0.9487179487179487, 0.8235294117647058, 0.8333333333333334, 0.8857142857142857, 0.84, 0.3, 0.8333333333333334, 0.84375, 0.8888888888888888, 0.8, 0.9285714285714286, 0.2727272727272727, 0.30985915492957744, 0.8636363636363636, 0.9354838709677419, 0.8695652173913043, 0.90625, 0.9428571428571428, 0.12921348314606743, 0.8333333333333334, 0.925, 0.9180327868852459, 0.496551724137931, 0.1134020618556701, 0.9024390243902439, 0.025293586269196026, 0.75, 0.8620689655172413, 0.9078947368421053, 0.8888888888888888, 0.13924050632911392, 0.8636363636363636, 0.2661290322580645, 0.9425287356321839, 0.8421052631578947, 0.8387096774193549, 0.8260869565217391, 0.7352941176470589, 0.5094339622641509, 0.7387387387387387, 0.07190635451505016, 0.6551724137931034, 0.16332378223495703, 0.3185840707964602, 0.9285714285714286, 0.8673469387755102, 0.8, 0.9444444444444444, 0.6347826086956522, 0.34814814814814815, 0.30434782608695654, 0.8571428571428571, 0.9, 0.3565217391304348, 0.9423076923076923, 0.9531615925058547, 0.9166666666666666, 0.7966101694915254, 0.19469026548672566, 0.6428571428571429, 0.8936170212765957, 0.8947368421052632, 0.15561959654178675, 0.75, 0.2490118577075099, 0.22602739726027396, 0.8840579710144928, 0.8888888888888888, 0.9230769230769231, 0.2815533980582524, 0.1, 0.782608695652174, 0.8235294117647058, 0.3793103448275862, 0.875, 0.9, 0.9, 0.9565217391304348, 0.5285714285714286, 0.34831460674157305, 0.9183673469387755, 0.8837209302325582, 0.8651685393258427, 0.9230769230769231, 0.04498269896193772, 0.6276595744680851, 0.9090909090909091, 0.8717948717948718, 0.20952380952380953, 0.8620689655172413, 0.8857142857142857, 0.8620689655172413, 0.847457627118644, 0.95, 0.8636363636363636, 0.5072463768115942, 0.8064516129032258, 0.1993006993006993, 0.8846153846153846, 0.9, 0.8333333333333334, 0.8431372549019608, 0.9090909090909091, 0.3333333333333333, 0.6057692307692307, 0.4215686274509804, 0.8823529411764706, 0.898876404494382, 0.8478260869565217, 0.8235294117647058, 0.058084772370486655, 0.8785046728971962, 0.5982142857142857, 0.32142857142857145, 0.08959537572254335, 0.9382716049382716, 0.19576719576719576, 0.4264705882352941, 0.2230769230769231, 0.9666666666666667, 0.2841726618705036, 0.9444444444444444, 0.9519650655021834, 0.9285714285714286, 0.4918032786885246, 0.8823529411764706, 0.5735294117647058, 0.9, 0.11483253588516747, 0.9411764705882353, 0.15, 0.6818181818181818, 0.875, 0.6, 0.8, 0.043478260869565216, 0.8933333333333333, 0.13910761154855644, 0.07105263157894737, 0.20454545454545456, 0.06451612903225806, 0.22941176470588234, 0.8571428571428571, 0.8709677419354839, 0.8571428571428571, 0.3620689655172414, 0.8775510204081632, 0.2524271844660194, 0.38333333333333336, 0.8409090909090909, 0.95, 0.8904109589041096, 0.9545454545454546, 0.9230769230769231, 0.8181818181818182, 0.875, 0.8846153846153846, 0.5, 0.8, 0.8076923076923077, 0.9215686274509803, 0.3305785123966942, 0.8695652173913043, 0.672, 0.05357142857142857, 0.8947368421052632, 0.9038461538461539, 0.9, 0.8888888888888888, 0.9340659340659341, 0.8611111111111112, 0.8148148148148148, 0.5098039215686274, 0.3130434782608696, 0.8867924528301887, 0.6, 0.3247863247863248, 0.3190348525469169, 0.594059405940594, 0.8333333333333334, 0.07191780821917808, 0.9090909090909091, 0.8571428571428571, 0.9512195121951219, 0.9666666666666667, 0.8666666666666667, 0.8333333333333334, 0.8888888888888888, 0.8846153846153846, 0.8852459016393442, 0.39344262295081966, 0.4322033898305085, 0.875, 0.8108108108108109, 0.8235294117647058, 0.09032258064516129, 0.8095238095238095, 0.7619047619047619, 0.9166666666666666, 0.4339622641509434, 0.8961038961038961, 0.8823529411764706, 0.05454545454545454, 0.4, 0.35795454545454547, 0.0465587044534413, 0.9393939393939394, 0.05263157894736842, 0.4383561643835616, 0.90625, 0.8214285714285714, 0.7777777777777778, 0.926605504587156, 0.9024390243902439, 0.644927536231884, 0.8888888888888888, 0.9152542372881356, 0.4262295081967213, 0.423728813559322, 0.10778443113772455, 0.6666666666666666, 0.8275862068965517, 0.8214285714285714, 0.9482758620689655, 0.06413301662707839, 0.8490566037735849, 0.8695652173913043, 0.9310344827586207, 0.21818181818181817, 0.07563025210084033, 0.8738738738738738, 0.47619047619047616, 0.8064516129032258, 0.9090909090909091, 0.9, 0.918918918918919, 0.8503937007874016, 0.9166666666666666, 0.8867924528301887, 0.2653061224489796, 0.5960264900662252, 0.41721854304635764, 0.7857142857142857, 0.3968253968253968, 0.3138888888888889, 0.8928571428571429, 0.88, 0.8666666666666667, 0.9, 0.8928571428571429, 0.9285714285714286, 0.8955223880597015, 0.42777777777777776, 0.47297297297297297, 0.46153846153846156, 0.7538461538461538, 0.12064343163538874, 0.152, 0.7931034482758621, 0.8421052631578947, 0.16083916083916083, 0.4482758620689655, 0.925, 0.9340659340659341, 0.9122807017543859, 0.8571428571428571, 0.05825242718446602, 0.8727272727272727, 0.8775510204081632, 0.7878787878787878, 0.875, 0.9012345679012346, 0.22321428571428573, 0.8648648648648649, 0.8813559322033898, 0.75, 0.3425925925925926, 0.9, 0.8648648648648649, 0.273972602739726, 0.1744186046511628, 0.8888888888888888, 0.92, 0.1797752808988764, 0.5842696629213483, 0.16546762589928057, 0.7307692307692307, 0.9642857142857143, 0.8214285714285714, 0.9388888888888889, 0.8448275862068966, 0.33035714285714285, 0.8505747126436781, 0.8947368421052632, 0.045454545454545456, 0.9655172413793104, 0.08333333333333333, 0.8896103896103896, 0.8676470588235294, 0.34, 0.3333333333333333, 0.7692307692307693, 0.8780487804878049, 0.518796992481203, 0.5415162454873647, 0.8064516129032258, 0.8571428571428571, 0.8620689655172413, 0.01694915254237288, 0.05, 0.8148148148148148, 0.16167664670658682, 0.8243243243243243, 0.9166666666666666, 0.9166666666666666, 0.9090909090909091, 0.9365079365079365, 0.8666666666666667, 0.7647058823529411, 0.8235294117647058, 0.8589211618257261, 0.8125, 0.8977272727272727, 0.76, 0.9354838709677419, 0.9, 0.8888888888888888, 0.7857142857142857, 0.4256410256410256, 0.9545454545454546, 0.8928571428571429, 0.017598343685300208, 0.12105263157894737, 0.8636363636363636, 0.873015873015873, 0.9351851851851852, 0.4523809523809524, 0.6666666666666666, 0.8947368421052632, 0.10434782608695652, 0.6914893617021277, 0.868421052631579, 0.8787878787878788, 0.9047619047619048, 0.8846153846153846, 0.7168141592920354, 0.95, 0.5776892430278885, 0.25, 0.8387096774193549, 0.9180327868852459, 0.06285714285714286, 0.7428571428571429, 0.06666666666666667, 0.30798479087452474, 0.9310344827586207, 0.8, 0.85, 0.9565217391304348, 0.24, 0.5081967213114754, 0.8928571428571429, 0.8648648648648649, 0.8653846153846154, 0.9411764705882353, 0.7407407407407407, 0.8333333333333334, 0.011111111111111112, 0.9038461538461539, 0.9333333333333333, 0.941747572815534, 0.925, 0.9666666666666667, 0.22131147540983606, 0.1492063492063492, 0.912, 0.8, 0.9, 0.2536231884057971, 0.7894736842105263, 0.9032258064516129, 0.9262295081967213, 0.9304347826086956, 0.76, 0.85, 0.8888888888888888, 0.5730337078651685, 0.9085365853658537, 0.8148148148148148, 0.9113924050632911, 0.927536231884058, 0.8518518518518519, 0.2727272727272727, 0.8761904761904762, 0.4126984126984127, 0.29292929292929293, 0.39520958083832336, 0.8888888888888888, 0.8333333333333334, 0.4423076923076923, 0.038461538461538464, 0.012658227848101266, 0.4642857142857143, 0.17943107221006566, 0.75, 0.2375, 0.7101449275362319, 0.27672955974842767, 0.9423076923076923, 0.04175365344467641, 0.8156028368794326, 0.8333333333333334, 0.85, 0.8571428571428571, 0.9, 0.28888888888888886, 0.4583333333333333, 0.8214285714285714, 0.8518518518518519, 0.9442896935933147, 0.92, 0.023809523809523808, 0.663768115942029, 0.8431372549019608, 0.9333333333333333, 0.84375, 0.7567567567567568, 0.2696629213483146, 0.464, 0.9]"
