steps,time_per_step,pred_success,nodes,filtered_nodes
5000,0.0003,0.5159,1195,47
10000,0.0008,0.4986,1904,77
15000,0.0007,0.4999,2495,114
20000,0.0008,0.5002,2926,188
25000,0.001,0.5047,3248,210
30000,0.0011,0.5087,3500,227
35000,0.0009,0.5144,3732,236
40000,0.0013,0.5031,3934,247
45000,0.0011,0.5022,4089,270
50000,0.0012,0.5129,4215,299
55000,0.0013,0.5089,4327,322
60000,0.0012,0.5049,4395,357
65000,0.0013,0.5146,4452,386
70000,0.0011,0.5052,4521,419
75000,0.0015,0.4969,4574,445
80000,0.0012,0.5016,4624,468
85000,0.0015,0.4983,4674,502
90000,0.0012,0.5053,4705,531
95000,0.0015,0.499,4735,553
100000,0.0012,0.5076,4764,570
105000,0.0015,0.4999,4791,587
110000,0.0013,0.5067,4810,600
115000,0.0015,0.5077,4833,611
120000,0.0014,0.5051,4847,620
125000,0.0015,0.4931,4865,631
130000,0.0014,0.507,4872,640
135000,0.0014,0.4992,4887,650
140000,0.0015,0.5006,4892,661
145000,0.0014,0.4975,4898,667
150000,0.0016,0.5008,4903,670
155000,0.0013,0.4993,4908,677
160000,0.0016,0.5117,4912,686
165000,0.0013,0.5018,4918,693
170000,0.0016,0.5005,4921,700
175000,0.0013,0.5002,4926,716
180000,0.0015,0.5096,4927,722
185000,0.0012,0.5064,4929,730
190000,0.0016,0.5019,4931,740
195000,0.0013,0.5002,4932,754
200000,0.0015,0.5039,4933,765
205000,0.0012,0.5117,4934,772
210000,0.0015,0.501,4934,782
215000,0.0013,0.4992,4935,789
220000,0.0015,0.5087,4938,799
225000,0.0013,0.5121,4938,809
230000,0.0014,0.5053,4939,818
235000,0.0013,0.5166,4940,825
240000,0.0015,0.4983,4940,837
245000,0.0013,0.5047,4940,850
250000,0.0014,0.5025,4940,857
255000,0.0015,0.4968,4941,869
260000,0.0013,0.4989,4942,881
265000,0.0014,0.5109,4942,890
270000,0.0013,0.5059,4942,896
275000,0.0015,0.5082,4942,909
280000,0.0013,0.5039,4942,920
285000,0.0016,0.5054,4942,925
290000,0.0013,0.5051,4942,944
295000,0.0015,0.5025,4943,956
300000,0.0013,0.5025,4943,975
305000,0.0015,0.5036,4943,987
310000,0.0013,0.5039,4943,1002
315000,0.0016,0.5091,4943,1019
320000,0.0013,0.503,4943,1031
325000,0.0015,0.502,4943,1045
330000,0.0012,0.5094,4944,1060
335000,0.0016,0.508,4944,1075
340000,0.0013,0.5031,4944,1085
345000,0.0016,0.5025,4944,1096
350000,0.0013,0.5024,4944,1108
355000,0.0015,0.5049,4944,1128
360000,0.0012,0.4946,4944,1149
365000,0.0016,0.4993,4944,1160
370000,0.0013,0.5014,4944,1168
375000,0.0016,0.5037,4944,1180
380000,0.0014,0.5084,4944,1191
385000,0.0014,0.5002,4944,1204
390000,0.0014,0.5029,4944,1214
395000,0.0014,0.5068,4944,1222
400000,0.0016,0.4975,4944,1233
405000,0.0013,0.5073,4944,1249
410000,0.0017,0.4926,4944,1263
415000,0.0014,0.5055,4944,1274
420000,0.0016,0.5113,4944,1280
425000,0.0012,0.5065,4944,1286
430000,0.0016,0.5071,4944,1294
435000,0.0012,0.5119,4944,1302
440000,0.0015,0.5062,4944,1310
445000,0.0012,0.5047,4944,1313
450000,0.0015,0.5106,4944,1321
455000,0.0013,0.5,4944,1329
460000,0.0016,0.4997,4944,1337
465000,0.0013,0.4996,4944,1343
470000,0.0015,0.5021,4944,1348
475000,0.0013,0.5109,4944,1353
480000,0.0014,0.5053,4944,1357
485000,0.0013,0.5095,4944,1361
490000,0.0014,0.5099,4944,1365
495000,0.0013,0.5006,4944,1367
500000,0.0014,0.5022,4944,1371
