steps,time_per_step,pred_success,nodes,filtered_nodes
5000,0.0008,0.5199,1237,39
10000,0.0013,0.5049,1976,96
15000,0.0018,0.5094,2502,153
20000,0.0017,0.5086,2933,191
25000,0.002,0.5084,3306,202
30000,0.0022,0.513,3576,223
35000,0.0016,0.5016,3800,238
40000,0.0018,0.5006,3970,256
45000,0.0016,0.5078,4139,281
50000,0.0017,0.5021,4241,312
55000,0.0019,0.5052,4348,339
60000,0.0028,0.508,4460,368
65000,0.0015,0.4942,4521,392
70000,0.0016,0.5023,4588,423
75000,0.0013,0.503,4639,459
80000,0.0016,0.501,4690,480
85000,0.0013,0.5013,4733,500
90000,0.0017,0.5049,4766,529
95000,0.0014,0.501,4789,554
100000,0.0016,0.5043,4809,568
105000,0.0017,0.5057,4830,585
110000,0.0014,0.5014,4845,595
115000,0.0016,0.5072,4859,605
120000,0.0013,0.4993,4875,614
125000,0.0017,0.5104,4882,625
130000,0.0014,0.5086,4893,635
135000,0.0018,0.506,4901,642
140000,0.0017,0.5055,4903,654
145000,0.0013,0.5058,4911,666
150000,0.0016,0.509,4917,672
155000,0.0014,0.4956,4920,679
160000,0.0017,0.5069,4923,685
165000,0.0014,0.5016,4927,695
170000,0.0017,0.5043,4930,705
175000,0.0014,0.5043,4932,713
180000,0.0016,0.502,4934,718
185000,0.0016,0.5008,4934,726
190000,0.0013,0.5072,4935,738
195000,0.0016,0.4986,4937,745
200000,0.0013,0.5167,4938,759
205000,0.0017,0.5011,4939,767
210000,0.0014,0.5077,4940,776
215000,0.0015,0.5103,4940,792
220000,0.0012,0.504,4942,797
225000,0.0017,0.5056,4942,809
230000,0.0014,0.497,4942,813
235000,0.0014,0.5024,4943,819
240000,0.0016,0.5053,4943,827
245000,0.0014,0.5007,4944,839
250000,0.0016,0.5122,4945,845
255000,0.0012,0.5057,4946,860
260000,0.0016,0.5025,4946,872
265000,0.0013,0.5042,4946,885
270000,0.0016,0.5036,4946,897
275000,0.0013,0.5077,4946,907
280000,0.0016,0.5024,4946,916
285000,0.0013,0.5052,4946,934
290000,0.0016,0.5036,4946,951
295000,0.0015,0.5013,4946,963
300000,0.0015,0.4982,4946,972
305000,0.0016,0.5031,4946,992
310000,0.0013,0.4967,4946,1010
315000,0.0016,0.5055,4946,1028
320000,0.0012,0.5023,4946,1049
325000,0.0016,0.5082,4946,1065
330000,0.0013,0.5058,4946,1079
335000,0.0016,0.5045,4946,1094
340000,0.0012,0.5118,4946,1110
345000,0.0015,0.5082,4946,1136
350000,0.0013,0.4996,4946,1152
355000,0.0016,0.5035,4946,1163
360000,0.0014,0.5001,4946,1177
365000,0.0015,0.5031,4946,1185
370000,0.0014,0.5052,4946,1198
375000,0.0015,0.5069,4946,1209
380000,0.0015,0.5064,4946,1222
385000,0.0013,0.505,4946,1229
390000,0.0015,0.5043,4946,1240
395000,0.0012,0.4964,4946,1251
400000,0.0016,0.5096,4946,1265
405000,0.0012,0.5,4946,1279
410000,0.0016,0.5069,4946,1290
415000,0.0012,0.5096,4946,1295
420000,0.0016,0.4986,4946,1300
425000,0.0013,0.5057,4946,1305
430000,0.0016,0.5004,4946,1313
435000,0.0013,0.5045,4946,1317
440000,0.0016,0.5084,4946,1323
445000,0.0012,0.5075,4946,1330
450000,0.0016,0.5013,4946,1338
455000,0.0013,0.5063,4946,1342
460000,0.0015,0.509,4946,1347
465000,0.0014,0.5106,4946,1355
470000,0.0015,0.5085,4946,1362
475000,0.0015,0.4994,4946,1365
480000,0.0014,0.5028,4946,1372
485000,0.0016,0.4985,4946,1377
490000,0.0012,0.5168,4946,1380
495000,0.0016,0.4972,4946,1387
500000,0.0013,0.5047,4946,1389
