steps,time_per_step,pred_success,nodes,filtered_nodes
5000,0.0002,0.6768,768,32
10000,0.0003,0.708,1122,70
15000,0.0004,0.7144,1400,131
20000,0.0006,0.7186,1641,178
25000,0.0004,0.725,1883,195
30000,0.0004,0.7291,2072,207
35000,0.0005,0.7372,2262,221
40000,0.0005,0.7328,2416,232
45000,0.0008,0.7293,2565,242
50000,0.0006,0.7346,2713,256
55000,0.0006,0.7426,2828,273
60000,0.0006,0.7481,2949,291
65000,0.0009,0.7359,3067,302
70000,0.0007,0.7293,3178,321
75000,0.0006,0.7469,3266,336
80000,0.0007,0.7406,3354,354
85000,0.001,0.7409,3428,378
90000,0.0007,0.745,3508,404
95000,0.0007,0.7438,3571,426
100000,0.0009,0.7517,3632,455
105000,0.0009,0.7467,3692,468
110000,0.0007,0.7442,3757,484
115000,0.0008,0.753,3805,509
120000,0.001,0.7466,3867,522
125000,0.0008,0.744,3912,534
130000,0.0009,0.7489,3953,549
135000,0.0011,0.7567,3999,561
140000,0.0008,0.7615,4028,572
145000,0.001,0.7475,4063,589
150000,0.0009,0.7492,4106,600
155000,0.0008,0.7522,4135,605
160000,0.0012,0.7524,4169,616
165000,0.0011,0.7479,4191,623
170000,0.001,0.7538,4219,632
175000,0.0013,0.7533,4250,643
180000,0.0009,0.745,4270,647
185000,0.0013,0.7511,4293,656
190000,0.001,0.7514,4310,662
195000,0.0009,0.7606,4325,673
200000,0.0012,0.7601,4353,677
205000,0.0008,0.7539,4371,682
210000,0.001,0.7564,4398,687
215000,0.001,0.7566,4412,695
220000,0.0008,0.7564,4422,701
225000,0.0011,0.7605,4435,705
230000,0.0009,0.7679,4446,708
235000,0.0008,0.7577,4459,718
240000,0.0012,0.7566,4464,724
245000,0.0008,0.7647,4480,730
250000,0.0009,0.7627,4492,734
255000,0.0012,0.7651,4506,743
260000,0.0009,0.7624,4510,749
265000,0.0009,0.7548,4519,757
270000,0.0011,0.7535,4527,763
275000,0.0009,0.7635,4538,769
280000,0.0011,0.7551,4552,782
285000,0.0009,0.7567,4561,792
290000,0.0009,0.768,4574,798
295000,0.0012,0.759,4581,807
300000,0.0009,0.7663,4588,816
305000,0.001,0.7661,4594,822
310000,0.0012,0.7623,4599,829
315000,0.0009,0.7764,4607,833
320000,0.0013,0.7732,4614,845
325000,0.0011,0.7672,4624,854
330000,0.0009,0.7652,4627,862
335000,0.0013,0.7694,4636,870
340000,0.0009,0.7648,4643,876
345000,0.0013,0.7711,4648,884
350000,0.0009,0.7628,4657,887
355000,0.001,0.7626,4660,893
360000,0.0012,0.76,4667,902
365000,0.0009,0.761,4671,912
370000,0.0011,0.7604,4677,919
375000,0.001,0.7662,4683,928
380000,0.0009,0.7607,4693,938
385000,0.0012,0.7623,4699,950
390000,0.001,0.7667,4703,958
395000,0.0011,0.7654,4710,970
400000,0.0013,0.7604,4713,976
405000,0.001,0.7708,4715,983
410000,0.0013,0.7726,4717,994
415000,0.001,0.7752,4720,999
420000,0.0014,0.7724,4724,1009
425000,0.0012,0.7712,4725,1019
430000,0.0016,0.765,4732,1032
435000,0.001,0.7716,4734,1038
440000,0.001,0.7719,4736,1047
445000,0.0012,0.7655,4740,1055
450000,0.0009,0.7706,4742,1061
455000,0.0013,0.7774,4748,1068
460000,0.0009,0.775,4752,1075
465000,0.001,0.7754,4756,1081
470000,0.0012,0.7684,4758,1089
475000,0.0009,0.7716,4761,1098
480000,0.0012,0.7785,4763,1104
485000,0.001,0.7711,4767,1112
490000,0.001,0.771,4772,1122
495000,0.0013,0.7673,4773,1131
500000,0.001,0.7699,4776,1136
