steps,time_per_step,wrong_preds_per_step,nodes,filtered_nodes
0,0,0,0,0
250,0.0001,0.26,106,0
500,0.0002,0.504,116,0
750,0.0002,0.424,118,0
1000,0.0001,0.444,121,1
1250,0.0002,0.56,121,1
1500,0.0002,0.472,121,5
1750,0.0002,0.568,121,6
2000,0.0002,0.516,121,6
2250,0.0002,0.496,121,7
2500,0.0002,0.568,121,8
2750,0.0002,0.544,121,9
3000,0.0002,0.54,121,10
3250,0.0003,0.508,121,11
3500,0.0002,0.524,121,11
3750,0.0002,0.424,121,13
4000,0.0002,0.508,121,13
4250,0.0002,0.544,121,14
4500,0.0002,0.516,121,17
4750,0.0001,0.48,121,18
5000,0.0002,0.528,121,19
5250,0.0002,0.576,121,20
5500,0.0002,0.44,121,22
5750,0.0002,0.452,121,24
6000,0.0001,0.5,121,24
6250,0.0001,0.52,121,25
6500,0.0001,0.536,121,25
6750,0.0002,0.54,121,26
7000,0.0002,0.48,121,26
7250,0.0002,0.524,121,26
7500,0.0001,0.468,121,26
7750,0.0001,0.5,121,27
8000,0.0002,0.508,121,28
8250,0.0003,0.484,121,28
8500,0.0002,0.52,121,30
8750,0.0001,0.42,121,31
9000,0.0002,0.476,121,31
9250,0.0002,0.508,121,31
9500,0.0002,0.436,121,31
9750,0.0002,0.528,121,31
10000,0.0003,0.524,121,31
10250,0.0002,0.528,121,31
10500,0.0001,0.512,121,31
10750,0.0002,0.488,121,31
11000,0.0002,0.484,121,31
11250,0.0002,0.456,121,31
11500,0.0002,0.512,121,31
11750,0.0002,0.5,121,31
12000,0.0001,0.46,121,31
12250,0.0002,0.504,121,31
12500,0.0001,0.532,121,31
12750,0.0001,0.484,121,31
13000,0.0002,0.504,121,31
13250,0.0002,0.516,121,31
13500,0.0002,0.472,121,31
13750,0.0002,0.544,121,31
14000,0.0002,0.52,121,31
14250,0.0003,0.544,121,31
14500,0.0002,0.532,121,31
14750,0.0002,0.54,121,31
15000,0.0002,0.468,121,31
15250,0.0002,0.556,121,31
15500,0.0002,0.488,121,31
15750,0.0002,0.524,121,31
16000,0.0002,0.564,121,31
16250,0.0002,0.528,121,31
16500,0.0002,0.592,121,31
16750,0.0001,0.484,121,31
17000,0.0002,0.528,121,31
17250,0.0002,0.476,121,31
17500,0.0002,0.416,121,31
17750,0.0002,0.508,121,31
18000,0.0002,0.512,121,31
18250,0.0002,0.472,121,31
18500,0.0002,0.516,121,31
18750,0.0002,0.536,121,31
19000,0.0002,0.524,121,31
19250,0.0001,0.48,121,31
19500,0.0002,0.54,121,31
19750,0.0002,0.48,121,31
20000,0.0001,0.484,121,31
20250,0.0002,0.484,121,31
20500,0.0003,0.516,121,31
20750,0.0002,0.52,121,31
21000,0.0002,0.46,121,31
21250,0.0003,0.488,121,31
21500,0.0002,0.504,121,31
21750,0.0002,0.516,121,31
22000,0.0002,0.428,121,31
22250,0.0002,0.5,121,31
22500,0.0002,0.416,121,31
22750,0.0001,0.488,121,31
23000,0.0002,0.54,121,31
23250,0.0002,0.492,121,31
23500,0.0001,0.472,121,31
23750,0.0002,0.5,121,31
24000,0.0002,0.488,121,31
24250,0.0002,0.524,121,31
24500,0.0002,0.52,121,31
24750,0.0002,0.552,121,31
25000,0.0002,0.54,121,31
