steps,time_per_step,wrong_preds_per_step,nodes,filtered_nodes
0,0,0,0,0
250,0.0002,0.216,97,0
500,0.0002,0.436,115,0
750,0.0001,0.524,122,0
1000,0.0002,0.608,126,0
1250,0.0001,0.492,126,1
1500,0.0002,0.504,126,2
1750,0.0002,0.612,126,3
2000,0.0002,0.592,126,5
2250,0.0002,0.66,126,6
2500,0.0002,0.588,126,7
2750,0.0002,0.572,126,9
3000,0.0002,0.468,126,9
3250,0.0002,0.488,126,9
3500,0.0003,0.576,126,9
3750,0.0003,0.636,126,9
4000,0.0002,0.532,126,11
4250,0.0001,0.588,126,12
4500,0.0002,0.58,126,14
4750,0.0001,0.552,126,14
5000,0.0002,0.628,126,15
5250,0.0001,0.596,126,19
5500,0.0002,0.6,126,20
5750,0.0003,0.596,126,21
6000,0.0002,0.536,126,22
6250,0.0002,0.464,126,23
6500,0.0002,0.596,126,26
6750,0.0002,0.604,126,27
7000,0.0002,0.544,126,27
7250,0.0002,0.64,126,28
7500,0.0002,0.6,126,28
7750,0.0002,0.572,126,29
8000,0.0001,0.592,126,29
8250,0.0002,0.536,126,29
8500,0.0002,0.504,126,29
8750,0.0002,0.612,126,29
9000,0.0002,0.652,126,29
9250,0.0002,0.596,126,29
9500,0.0001,0.588,126,29
9750,0.0002,0.508,126,29
10000,0.0001,0.604,126,29
10250,0.0001,0.624,126,29
10500,0.0001,0.568,126,29
10750,0.0002,0.564,126,29
11000,0.0002,0.648,126,29
11250,0.0002,0.512,126,29
11500,0.0001,0.512,126,29
11750,0.0002,0.532,126,29
12000,0.0002,0.568,126,29
12250,0.0001,0.624,126,29
12500,0.0002,0.6,126,29
12750,0.0001,0.604,126,29
13000,0.0002,0.56,126,29
13250,0.0001,0.632,126,29
13500,0.0002,0.612,126,29
13750,0.0002,0.66,126,29
14000,0.0001,0.576,126,29
14250,0.0002,0.576,126,29
14500,0.0002,0.456,126,29
14750,0.0002,0.632,126,29
15000,0.0002,0.512,126,29
15250,0.0001,0.62,126,29
15500,0.0001,0.572,126,29
15750,0.0001,0.624,126,29
16000,0.0001,0.652,126,29
16250,0.0001,0.56,126,29
16500,0.0001,0.58,126,29
16750,0.0001,0.584,126,29
17000,0.0002,0.596,126,29
17250,0.0001,0.596,126,29
17500,0.0001,0.596,126,29
17750,0.0001,0.576,126,29
18000,0.0002,0.5,126,29
18250,0.0002,0.508,126,29
18500,0.0002,0.54,126,29
18750,0.0002,0.552,126,29
19000,0.0001,0.6,126,29
19250,0.0001,0.628,126,29
19500,0.0001,0.552,126,29
19750,0.0001,0.568,126,29
20000,0.0002,0.64,126,29
20250,0.0001,0.536,126,29
20500,0.0002,0.508,126,29
20750,0.0001,0.52,126,29
21000,0.0002,0.628,126,29
21250,0.0003,0.612,126,29
21500,0.0001,0.552,126,29
21750,0.0002,0.504,126,29
22000,0.0002,0.556,126,29
22250,0.0001,0.536,126,29
22500,0.0001,0.52,126,29
22750,0.0001,0.576,126,29
23000,0.0001,0.624,126,29
23250,0.0002,0.576,126,29
23500,0.0001,0.524,126,29
23750,0.0002,0.532,126,29
24000,0.0002,0.56,126,29
24250,0.0002,0.492,126,29
24500,0.0002,0.62,126,29
24750,0.0001,0.504,126,29
25000,0.0001,0.6,126,29
