steps,time_per_step,wrong_preds_per_step,nodes,filtered_nodes
0,0,0,0,0
250,0.0001,0.252,92,0
500,0.0001,0.46,113,0
750,0.0002,0.488,117,0
1000,0.0002,0.548,119,1
1250,0.0001,0.548,120,2
1500,0.0002,0.504,120,5
1750,0.0002,0.58,120,7
2000,0.0001,0.56,120,7
2250,0.0001,0.568,120,8
2500,0.0002,0.632,120,10
2750,0.0002,0.536,120,10
3000,0.0002,0.564,120,11
3250,0.0003,0.556,120,12
3500,0.0002,0.584,120,12
3750,0.0002,0.588,120,13
4000,0.0002,0.592,120,15
4250,0.0001,0.472,120,18
4500,0.0003,0.564,120,21
4750,0.0002,0.504,120,21
5000,0.0002,0.552,120,22
5250,0.0002,0.588,120,23
5500,0.0002,0.544,120,24
5750,0.0002,0.548,120,26
6000,0.0001,0.66,120,27
6250,0.0002,0.648,120,29
6500,0.0002,0.528,120,30
6750,0.0002,0.596,120,30
7000,0.0001,0.592,120,31
7250,0.0001,0.652,120,32
7500,0.0002,0.444,120,33
7750,0.0001,0.556,120,33
8000,0.0002,0.608,120,33
8250,0.0003,0.524,120,34
8500,0.0001,0.556,120,34
8750,0.0001,0.636,120,34
9000,0.0002,0.62,120,34
9250,0.0002,0.592,120,34
9500,0.0002,0.536,120,34
9750,0.0002,0.532,120,34
10000,0.0002,0.536,120,34
10250,0.0002,0.56,120,34
10500,0.0001,0.504,120,34
10750,0.0001,0.624,120,34
11000,0.0002,0.668,120,34
11250,0.0002,0.62,120,34
11500,0.0002,0.572,120,34
11750,0.0001,0.604,120,34
12000,0.0002,0.556,120,34
12250,0.0001,0.624,120,34
12500,0.0002,0.54,120,34
12750,0.0002,0.612,120,34
13000,0.0002,0.548,120,34
13250,0.0002,0.644,120,34
13500,0.0003,0.592,120,34
13750,0.0004,0.512,120,34
14000,0.0002,0.648,120,34
14250,0.0004,0.48,120,34
14500,0.0002,0.44,120,34
14750,0.0001,0.6,120,34
15000,0.0003,0.528,120,34
15250,0.0002,0.688,120,34
15500,0.0003,0.52,120,34
15750,0.0003,0.56,120,34
16000,0.0002,0.608,120,34
16250,0.0002,0.572,120,34
16500,0.0002,0.6,120,34
16750,0.0001,0.652,120,34
17000,0.0003,0.544,120,34
17250,0.0002,0.552,120,34
17500,0.0003,0.564,120,34
17750,0.0002,0.576,120,34
18000,0.0001,0.564,120,34
18250,0.0002,0.624,120,34
18500,0.0002,0.612,120,34
18750,0.0002,0.592,120,34
19000,0.0001,0.488,120,34
19250,0.0002,0.6,120,34
19500,0.0002,0.624,120,34
19750,0.0002,0.572,120,34
20000,0.0002,0.628,120,34
20250,0.0002,0.5,120,34
20500,0.0002,0.5,120,34
20750,0.0002,0.612,120,34
21000,0.0001,0.568,120,34
21250,0.0002,0.536,120,34
21500,0.0002,0.56,120,34
21750,0.0002,0.568,120,34
22000,0.0001,0.54,120,34
22250,0.0002,0.648,120,34
22500,0.0002,0.556,120,34
22750,0.0002,0.6,120,34
23000,0.0002,0.576,120,34
23250,0.0002,0.576,120,34
23500,0.0002,0.588,120,34
23750,0.0002,0.536,120,34
24000,0.0002,0.576,120,34
24250,0.0002,0.548,120,34
24500,0.0002,0.572,120,34
24750,0.0002,0.592,120,34
25000,0.0002,0.516,120,34
