steps,time_per_step,wrong_preds_per_step,nodes,filtered_nodes
0,0,0,0,0
250,0.0001,0.228,93,0
500,0.0002,0.384,109,0
750,0.0001,0.464,117,0
1000,0.0001,0.464,121,0
1250,0.0002,0.484,122,0
1500,0.0001,0.556,122,3
1750,0.0001,0.44,122,5
2000,0.0001,0.532,122,6
2250,0.0001,0.448,122,6
2500,0.0002,0.512,122,7
2750,0.0001,0.528,122,7
3000,0.0001,0.468,122,10
3250,0.0001,0.476,122,13
3500,0.0001,0.536,122,15
3750,0.0001,0.472,122,15
4000,0.0001,0.52,122,16
4250,0.0002,0.488,122,17
4500,0.0002,0.516,122,17
4750,0.0002,0.436,122,18
5000,0.0001,0.492,122,20
5250,0.0002,0.428,122,24
5500,0.0002,0.408,122,24
5750,0.0002,0.492,122,26
6000,0.0001,0.444,122,28
6250,0.0001,0.492,122,28
6500,0.0001,0.508,122,28
6750,0.0002,0.54,122,28
7000,0.0001,0.492,122,30
7250,0.0001,0.46,122,31
7500,0.0001,0.564,122,32
7750,0.0001,0.428,122,33
8000,0.0001,0.432,122,33
8250,0.0001,0.488,122,33
8500,0.0001,0.468,122,33
8750,0.0001,0.528,122,33
9000,0.0002,0.532,122,33
9250,0.0001,0.456,122,34
9500,0.0001,0.548,122,34
9750,0.0001,0.56,122,34
10000,0.0001,0.44,122,34
10250,0.0001,0.46,122,34
10500,0.0001,0.524,122,34
10750,0.0001,0.452,122,34
11000,0.0001,0.38,122,34
11250,0.0001,0.524,122,34
11500,0.0002,0.452,122,34
11750,0.0001,0.52,122,34
12000,0.0001,0.46,122,34
12250,0.0002,0.42,122,34
12500,0.0001,0.384,122,34
12750,0.0001,0.492,122,34
13000,0.0001,0.5,122,34
13250,0.0001,0.42,122,34
13500,0.0001,0.348,122,34
13750,0.0001,0.396,122,34
14000,0.0002,0.532,122,34
14250,0.0001,0.512,122,34
14500,0.0001,0.492,122,34
14750,0.0001,0.512,122,34
15000,0.0002,0.524,122,34
15250,0.0001,0.42,122,34
15500,0.0001,0.48,122,34
15750,0.0001,0.516,122,34
16000,0.0001,0.492,122,34
16250,0.0001,0.448,122,34
16500,0.0001,0.528,122,34
16750,0.0002,0.416,122,34
17000,0.0001,0.576,122,34
17250,0.0002,0.456,122,34
17500,0.0002,0.52,122,34
17750,0.0001,0.44,122,34
18000,0.0001,0.556,122,34
18250,0.0001,0.464,122,34
18500,0.0001,0.44,122,34
18750,0.0001,0.532,122,34
19000,0.0001,0.48,122,34
19250,0.0001,0.54,122,34
19500,0.0001,0.484,122,34
19750,0.0002,0.452,122,34
20000,0.0002,0.484,122,34
20250,0.0001,0.476,122,34
20500,0.0002,0.492,122,34
20750,0.0002,0.388,122,34
21000,0.0001,0.472,122,34
21250,0.0001,0.396,122,34
21500,0.0001,0.48,122,34
21750,0.0001,0.46,122,34
22000,0.0001,0.544,122,34
22250,0.0002,0.448,122,34
22500,0.0002,0.484,122,34
22750,0.0002,0.46,122,34
23000,0.0001,0.428,122,34
23250,0.0002,0.436,122,34
23500,0.0002,0.508,122,34
23750,0.0001,0.464,122,34
24000,0.0001,0.452,122,34
24250,0.0002,0.484,122,34
24500,0.0002,0.528,122,34
24750,0.0001,0.552,122,34
25000,0.0002,0.496,122,34
