steps,time_per_step,wrong_preds_per_step,nodes,filtered_nodes
0,0,0,0,0
250,0.0001,0.212,95,0
500,0.0002,0.44,114,0
750,0.0002,0.472,122,1
1000,0.0001,0.512,123,1
1250,0.0002,0.552,123,3
1500,0.0002,0.536,123,4
1750,0.0001,0.548,123,6
2000,0.0001,0.536,123,7
2250,0.0001,0.592,123,7
2500,0.0002,0.528,123,8
2750,0.0001,0.512,123,9
3000,0.0001,0.496,123,10
3250,0.0001,0.524,123,11
3500,0.0001,0.516,123,13
3750,0.0001,0.508,123,15
4000,0.0001,0.496,123,16
4250,0.0002,0.436,123,19
4500,0.0002,0.476,123,21
4750,0.0001,0.564,123,21
5000,0.0001,0.564,123,21
5250,0.0001,0.476,123,23
5500,0.0001,0.54,123,23
5750,0.0001,0.572,123,24
6000,0.0002,0.5,123,24
6250,0.0002,0.568,123,25
6500,0.0001,0.6,123,25
6750,0.0001,0.596,123,25
7000,0.0001,0.556,123,27
7250,0.0002,0.592,123,28
7500,0.0001,0.532,123,30
7750,0.0002,0.508,123,32
8000,0.0001,0.512,123,32
8250,0.0001,0.592,123,32
8500,0.0002,0.544,123,32
8750,0.0002,0.592,123,32
9000,0.0001,0.528,123,32
9250,0.0001,0.532,123,32
9500,0.0001,0.54,123,33
9750,0.0001,0.588,123,33
10000,0.0002,0.616,123,33
10250,0.0001,0.536,123,33
10500,0.0001,0.504,123,33
10750,0.0001,0.508,123,33
11000,0.0001,0.528,123,33
11250,0.0001,0.54,123,33
11500,0.0002,0.492,123,33
11750,0.0001,0.492,123,33
12000,0.0001,0.504,123,33
12250,0.0002,0.56,123,33
12500,0.0001,0.424,123,33
12750,0.0002,0.552,123,33
13000,0.0002,0.52,123,33
13250,0.0002,0.48,123,33
13500,0.0002,0.508,123,33
13750,0.0002,0.604,123,33
14000,0.0001,0.528,123,33
14250,0.0,0.54,123,33
14500,0.0,0.52,123,33
14750,0.0001,0.552,123,33
15000,0.0001,0.484,123,33
15250,0.0001,0.584,123,33
15500,0.0001,0.556,123,33
15750,0.0001,0.504,123,33
16000,0.0002,0.564,123,33
16250,0.0001,0.484,123,33
16500,0.0001,0.496,123,33
16750,0.0002,0.468,123,33
17000,0.0001,0.512,123,33
17250,0.0002,0.512,123,33
17500,0.0001,0.584,123,33
17750,0.0002,0.484,123,33
18000,0.0001,0.52,123,33
18250,0.0001,0.468,123,33
18500,0.0001,0.576,123,33
18750,0.0001,0.484,123,33
19000,0.0001,0.528,123,33
19250,0.0001,0.508,123,33
19500,0.0002,0.472,123,33
19750,0.0002,0.596,123,33
20000,0.0002,0.42,123,33
20250,0.0001,0.468,123,33
20500,0.0001,0.484,123,33
20750,0.0002,0.58,123,33
21000,0.0002,0.56,123,33
21250,0.0001,0.484,123,33
21500,0.0001,0.576,123,33
21750,0.0001,0.5,123,33
22000,0.0001,0.56,123,33
22250,0.0001,0.504,123,33
22500,0.0001,0.576,123,33
22750,0.0001,0.544,123,33
23000,0.0002,0.504,123,33
23250,0.0001,0.508,123,33
23500,0.0002,0.616,123,33
23750,0.0002,0.512,123,33
24000,0.0001,0.528,123,33
24250,0.0001,0.504,123,33
24500,0.0001,0.608,123,33
24750,0.0002,0.644,123,33
25000,0.0001,0.548,123,33
