steps,time_per_step,wrong_preds_per_step,nodes,filtered_nodes
0,0,0,0,0
250,0.0001,0.232,85,0
500,0.0002,0.4,109,0
750,0.0001,0.572,120,0
1000,0.0002,0.532,122,0
1250,0.0002,0.52,122,1
1500,0.0002,0.456,122,5
1750,0.0002,0.58,122,5
2000,0.0002,0.464,122,6
2250,0.0001,0.488,122,7
2500,0.0002,0.54,122,8
2750,0.0002,0.476,122,10
3000,0.0001,0.588,122,10
3250,0.0002,0.564,122,10
3500,0.0002,0.572,122,10
3750,0.0002,0.432,122,11
4000,0.0001,0.548,122,13
4250,0.0002,0.436,122,14
4500,0.0002,0.504,122,14
4750,0.0001,0.6,122,15
5000,0.0001,0.46,122,16
5250,0.0002,0.544,122,16
5500,0.0002,0.544,122,17
5750,0.0002,0.5,122,18
6000,0.0001,0.548,122,20
6250,0.0002,0.456,122,23
6500,0.0002,0.492,122,27
6750,0.0001,0.52,122,29
7000,0.0001,0.568,122,31
7250,0.0002,0.548,122,31
7500,0.0002,0.532,122,31
7750,0.0002,0.5,122,32
8000,0.0001,0.484,122,32
8250,0.0002,0.572,122,32
8500,0.0002,0.492,122,32
8750,0.0001,0.496,122,32
9000,0.0001,0.544,122,32
9250,0.0002,0.596,122,32
9500,0.0001,0.568,122,32
9750,0.0002,0.5,122,32
10000,0.0001,0.484,122,32
10250,0.0002,0.612,122,32
10500,0.0002,0.496,122,32
10750,0.0002,0.48,122,32
11000,0.0001,0.444,122,32
11250,0.0001,0.56,122,32
11500,0.0001,0.484,122,32
11750,0.0002,0.56,122,32
12000,0.0001,0.456,122,32
12250,0.0002,0.492,122,32
12500,0.0002,0.54,122,32
12750,0.0001,0.508,122,32
13000,0.0001,0.492,122,32
13250,0.0001,0.568,122,32
13500,0.0001,0.408,122,32
13750,0.0001,0.644,122,32
14000,0.0002,0.528,122,32
14250,0.0001,0.416,122,32
14500,0.0002,0.444,122,32
14750,0.0001,0.484,122,32
15000,0.0002,0.428,122,32
15250,0.0002,0.52,122,32
15500,0.0003,0.528,122,32
15750,0.0002,0.544,122,32
16000,0.0002,0.504,122,32
16250,0.0002,0.58,122,32
16500,0.0002,0.54,122,32
16750,0.0002,0.516,122,32
17000,0.0002,0.512,122,32
17250,0.0001,0.456,122,32
17500,0.0002,0.568,122,32
17750,0.0001,0.512,122,32
18000,0.0001,0.476,122,32
18250,0.0001,0.464,122,32
18500,0.0002,0.544,122,32
18750,0.0002,0.572,122,32
19000,0.0002,0.556,122,32
19250,0.0002,0.496,122,32
19500,0.0002,0.48,122,32
19750,0.0001,0.452,122,32
20000,0.0001,0.556,122,32
20250,0.0002,0.496,122,32
20500,0.0001,0.504,122,32
20750,0.0001,0.496,122,32
21000,0.0001,0.508,122,32
21250,0.0002,0.532,122,32
21500,0.0001,0.516,122,32
21750,0.0002,0.504,122,32
22000,0.0002,0.424,122,32
22250,0.0002,0.408,122,32
22500,0.0002,0.516,122,32
22750,0.0002,0.584,122,32
23000,0.0002,0.476,122,32
23250,0.0002,0.516,122,32
23500,0.0001,0.568,122,32
23750,0.0001,0.46,122,32
24000,0.0002,0.48,122,32
24250,0.0002,0.588,122,32
24500,0.0001,0.56,122,32
24750,0.0002,0.54,122,32
25000,0.0002,0.42,122,32
