steps,time_per_step,wrong_preds_per_step,nodes,filtered_nodes
0,0,0,0,0
250,0.0001,0.176,93,0
500,0.0001,0.528,108,0
750,0.0001,0.476,117,0
1000,0.0001,0.556,119,0
1250,0.0002,0.572,121,1
1500,0.0001,0.596,122,2
1750,0.0001,0.56,122,2
2000,0.0002,0.52,122,3
2250,0.0001,0.608,122,7
2500,0.0002,0.616,122,9
2750,0.0002,0.596,122,9
3000,0.0001,0.56,122,10
3250,0.0002,0.468,122,11
3500,0.0002,0.548,122,12
3750,0.0001,0.596,122,12
4000,0.0001,0.584,122,13
4250,0.0002,0.528,122,14
4500,0.0002,0.552,122,16
4750,0.0002,0.536,122,17
5000,0.0001,0.604,122,19
5250,0.0001,0.568,122,22
5500,0.0001,0.624,122,24
5750,0.0001,0.58,122,27
6000,0.0001,0.592,122,27
6250,0.0002,0.636,122,28
6500,0.0002,0.556,122,29
6750,0.0001,0.528,122,29
7000,0.0001,0.556,122,29
7250,0.0001,0.564,122,29
7500,0.0001,0.568,122,29
7750,0.0001,0.54,122,31
8000,0.0001,0.56,122,31
8250,0.0002,0.504,122,31
8500,0.0002,0.548,122,31
8750,0.0001,0.66,122,32
9000,0.0001,0.616,122,32
9250,0.0002,0.592,122,32
9500,0.0001,0.472,122,32
9750,0.0001,0.64,122,32
10000,0.0001,0.54,122,32
10250,0.0002,0.512,122,32
10500,0.0001,0.504,122,32
10750,0.0001,0.596,122,32
11000,0.0002,0.536,122,32
11250,0.0001,0.588,122,32
11500,0.0002,0.564,122,32
11750,0.0002,0.528,122,32
12000,0.0001,0.504,122,32
12250,0.0001,0.56,122,32
12500,0.0001,0.596,122,32
12750,0.0002,0.552,122,32
13000,0.0002,0.512,122,32
13250,0.0001,0.568,122,32
13500,0.0002,0.492,122,32
13750,0.0001,0.516,122,32
14000,0.0001,0.584,122,32
14250,0.0001,0.528,122,32
14500,0.0001,0.576,122,32
14750,0.0002,0.584,122,32
15000,0.0001,0.6,122,32
15250,0.0001,0.604,122,32
15500,0.0001,0.5,122,32
15750,0.0002,0.624,122,32
16000,0.0001,0.524,122,32
16250,0.0002,0.548,122,32
16500,0.0001,0.604,122,32
16750,0.0001,0.552,122,32
17000,0.0001,0.592,122,32
17250,0.0001,0.524,122,32
17500,0.0001,0.572,122,32
17750,0.0001,0.596,122,32
18000,0.0001,0.592,122,32
18250,0.0001,0.552,122,32
18500,0.0001,0.612,122,32
18750,0.0002,0.508,122,32
19000,0.0002,0.52,122,32
19250,0.0002,0.612,122,32
19500,0.0001,0.58,122,32
19750,0.0001,0.636,122,32
20000,0.0002,0.548,122,32
20250,0.0002,0.632,122,32
20500,0.0001,0.584,122,32
20750,0.0001,0.704,122,32
21000,0.0002,0.528,122,32
21250,0.0001,0.484,122,32
21500,0.0001,0.564,122,32
21750,0.0001,0.596,122,32
22000,0.0001,0.54,122,32
22250,0.0002,0.508,122,32
22500,0.0001,0.584,122,32
22750,0.0001,0.604,122,32
23000,0.0001,0.552,122,32
23250,0.0002,0.56,122,32
23500,0.0002,0.576,122,32
23750,0.0001,0.6,122,32
24000,0.0001,0.552,122,32
24250,0.0001,0.488,122,32
24500,0.0003,0.548,122,32
24750,0.0001,0.532,122,32
25000,0.0002,0.616,122,32
